FRST_LETTER	voicing	vulcan	variety	pos	croftian_crossling_concepts	fse
t	0	Talik 	MGV	adj.	PROP.CONC	scientific
t	0	Talkau 	MGV	v.	ACT.CONC	head
t	0	Talu 	MGV	n.	OBJ.CONC	neck
t	0	Talu-krik 	MGV	n.	OBJ.CONC	neck pinch
t	0	Talu-shaya 	MGV	n.	OBJ.CONC	'tal-shaya', execution by breaking the neck
t	0	Taluhk|-| 	MGV	adj.	PROP.CONC	precious, valuable
t	0	Taluhk-tukh 	MGV	n.	OBJ.CONC	platinum
t	0	Talupau 	MGV	v.	ACT.CONC	estimate
t	0	Talvot 	MGV	n.	OBJ.CONC	bacterium, germ
t	0	Tam-tor 	MGV	v.	ACT.CONC	dance
t	0	Tam'a 	MGV	n.	OBJ.CONC	ghost, apparition, phantom, spirit
t	0	Tamadau 	MGV	v.	ACT.CONC	abuse
t	0	Tamadaya 	MGV	n.	OBJ.CONC	abuse
t	0	Tamsu 	MGV	n.	OBJ.CONC	dancer
t	0	Tan 	MGV	n.	OBJ.CONC	donation, gift, present
t	0	Tan-tor 	MGV	v.	ACT.CONC	donate, gift, present with something
t	0	Tanaf 	MGV	n.	OBJ.CONC	art
t	0	Tanafsu 	MGV	n.	OBJ.CONC	artist
t	0	Tangu 	MGV	n.	OBJ.CONC	ideal
t	0	Tanilau 	MGV	v.	ACT.CONC	provide, supply
t	0	Tanilkel 	MGV	n.	OBJ.CONC	warehouse
t	0	Tanovau 	MGV	v.	ACT.CONC	equip, provision, fit out
t	0	Tanovau-tukh 	MGV	n.	OBJ.CONC	equipment, gear, provisions
t	0	Tansu 	MGV	n.	OBJ.CONC	donor, giver
t	0	Tar-tor 	MGV	n.	OBJ.CONC	say
t	0	Tarkiv 	MGV	n.	OBJ.CONC	crown
t	0	Tasau 	MGV	v.	ACT.CONC	leak
t	0	Tash 	MGV	n.	OBJ.CONC	control
t	0	Tash-tor 	MGV	v.	ACT.CONC	control
t	0	Tashal 	MGV	n.	OBJ.CONC	(control) console
t	0	Tashek 	MGV	n.	OBJ.CONC	controller
t	0	Tau 	MGV	n.	OBJ.CONC	fever
t	0	Tau-kath 	MGV	n.	OBJ.CONC	'fever healing'
t	0	Tauf 	MGV	n.	OBJ.CONC	ridge
t	0	Tauk 	MGV	n.	OBJ.CONC	cave
t	0	Taul-tor 	MGV	v.	ACT.CONC	dive
t	0	Taulik 	MGV	adj.	PROP.CONC	febrile, feverish
t	0	Taulsu 	MGV	n.	OBJ.CONC	diver
t	0	Taurau 	MGV	v.	ACT.CONC	amaze
t	0	Tauvolau 	MGV	v.	ACT.CONC	incite, foment
t	0	Tav 	MGV	n.	OBJ.CONC	rate
t	0	Tavat 	MGV	n.	OBJ.CONC	ratio
t	0	Tcha 	MGV	n.	OBJ.CONC	curl
t	0	Tchachaik 	MGV	adj.	PROP.CONC	awkward
t	0	Tchai 	MGV	n.	OBJ.CONC	tea (Earth-style)
t	0	Tchas 	MGV	n.	OBJ.CONC	warp
t	0	Tchas-klai 	MGV	n.	OBJ.CONC	warp factor
t	0	Tchas-mev 	MGV	n.	OBJ.CONC	warp conduit
t	0	Tchas-mishu 	MGV	n.	OBJ.CONC	warp engine
t	0	Tchas-threshan 	MGV	n.	OBJ.CONC	warp speed
t	0	Tchas-tviyan 	MGV	n.	OBJ.CONC	warp core
t	0	Tchas-vunai 	MGV	n.	OBJ.CONC	warp field
t	0	Tchas-yeturek 	MGV	n.	OBJ.CONC	warp drive
t	0	Tchef 	MGV	n.	OBJ.CONC	vortex
t	0	Tchepnu 	MGV	n.	OBJ.CONC	dork, nerd
t	0	Tchol 	MGV	n.	OBJ.CONC	bay
t	0	Te 	MGV	n.	OBJ.CONC	structure
t	0	Te'koshfet	anc.	n.	OBJ.CONC	architect
t	0	Te'koshif	anc.	n.	OBJ.CONC	architecture
t	0	Te'krul-, Te'krulik 	MGV	adj.	PROP.CONC	royal
t	0	Te'krul-maat 	MGV	n.	OBJ.CONC	royal family
t	0	Te'krultra 	MGV	n.	OBJ.CONC	royalty
t	0	Te'krulyek 	MGV	n.	OBJ.CONC	royal house
t	0	Te'Rikh, TeRikh 	MGV	n.	OBJ.CONC	a Vulcan city
t	0	Tedvun-tor 	MGV	v.	ACT.CONC	flex
t	0	Tedvunik 	MGV	adj.	PROP.CONC	flexible, pliable, pliant
t	0	Tefosh'es 	MGV	n.	OBJ.CONC	immunity
t	0	Tefosh-, Tefoshik 	MGV	adj.	PROP.CONC	immune
t	0	Tefosh-kesaya 	MGV	n.	OBJ.CONC	immune response
t	0	Tefosh-torektra 	MGV	n.	OBJ.CONC	immune system
t	0	Tefuk 	MGV	v.	ACT.CONC	deliver
t	0	Teh 	MGV	num.	SELEC.MOD	hundred (the number)
t	0	Teh'rak, Tehr- 	MGV	adj.	PROP.CONC	hundredth
t	0	Teh'veh 	MGV	n.	OBJ.CONC	hundredth
t	0	Tehk 	MGV	n.	OBJ.CONC	sprout
t	0	Tehnat 	MGV	prep.	SITU.MOD	against
t	0	Tehnau 	MGV	v.	ACT.CONC	resist, stand up against
t	0	Tehnyak 	MGV	n.	OBJ.CONC	override
t	0	Tehrai 	MGV	n.	OBJ.CONC	goal
t	0	Tehs 	MGV	n.	OBJ.CONC	deceit, fraud, deception, trickery
t	0	Tehs-bosh 	MGV	adj.	PROP.CONC	deceitful, deceptive, fraudulent
t	0	Tehs-tor 	MGV	v.	ACT.CONC	deceive, defraud, trick
t	0	Tehvar 	MGV	n.	OBJ.CONC	danger
t	0	Tehvarik 	MGV	adj.	PROP.CONC	dangerous
t	0	Tekeret 	MGV	n.	OBJ.CONC	deviation
t	0	Tekla 	MGV	n.	OBJ.CONC	a type of wood
t	0	Tel 	MGV	n.	OBJ.CONC	bond
t	0	Tel-tor 	MGV	v.	ACT.CONC	bond
t	0	Tela'at	anc.	n.	OBJ.CONC	elder (title of respect for advanced age Kolinahru)
t	0	Telsu 	MGV	n.	OBJ.CONC	one who is bonded, a married person
t	0	Telv-tor 	MGV	v.	ACT.CONC	read
t	0	Temep 	MGV	n.	OBJ.CONC	gate
t	0	Temep-dvinsu 	MGV	n.	OBJ.CONC	gatekeeper
t	0	Temep-kelek 	MGV	n.	OBJ.CONC	gatehouse
t	0	Temep-lehk 	MGV	n.	OBJ.CONC	gatepost
t	0	Temep-sharu 	MGV	n.	OBJ.CONC	gateway
t	0	Temok 	MGV	n.	OBJ.CONC	wall
t	0	Temok-weiwan 	MGV	n.	OBJ.CONC	plaster
t	0	Ten 	MGV	adv.	ACT.CONC.MOD	less
t	0	Ten-mal 	MGV	adv.	ACT.CONC.MOD	early
t	0	Tenah 	MGV	v.	ACT.CONC	blame
t	0	Tenkan 	MGV	n.	OBJ.CONC	fetus
t	0	Teporilau 	MGV	v.	ACT.CONC	excite
t	0	Tepuh 	MGV	v.	ACT.CONC	power
t	0	Tepul 	MGV	n.	OBJ.CONC	energy, power
t	0	Tepul-mev 	MGV	n.	OBJ.CONC	energy conduit, power conduit
t	0	Tepul-nala 	MGV	n.	OBJ.CONC	energy cell, power cell
t	0	Tepul-pak 	MGV	n.	OBJ.CONC	energy loss, power loss
t	0	Tepul-rushanek 	MGV	n.	OBJ.CONC	power converter
t	0	Tepul-sek 	MGV	n.	OBJ.CONC	power outlet
t	0	Tepul-shan 	MGV	n.	OBJ.CONC	energy transfer, power transfer
t	0	Tepul-smashaya 	MGV	n.	OBJ.CONC	energy drain, power drain
t	0	Tepul-tanilayek 	MGV	n.	OBJ.CONC	power supply
t	0	Tepul-tersayek 	MGV	n.	OBJ.CONC	power coupling
t	0	Tepul-torvayek 	MGV	n.	OBJ.CONC	power plant
t	0	Tepul-tral 	MGV	n.	OBJ.CONC	energy surge, power surge
t	0	Tepul-vis 	MGV	n.	OBJ.CONC	power grid
t	0	Tepul-vok 	MGV	n.	OBJ.CONC	energy level, power level
t	0	Tepul-vunai 	MGV	n.	OBJ.CONC	energy field
t	0	Tepulau 	MGV	v.	ACT.CONC	energize
t	0	Ter-tor 	MGV	v.	ACT.CONC	compose
t	0	Terau 	MGV	v.	ACT.CONC	federate, fasten, join together
t	0	Teraya 	MGV	n.	OBJ.CONC	federation, fastening, joining together
t	0	Terek 	MGV	n.	OBJ.CONC	affix
t	0	Teresh-kah 	MGV	n.	OBJ.CONC	Vulcan 'silver-bird'
t	0	Teretarun 	MGV	n.	OBJ.CONC	conference
t	0	Teretau 	MGV	v.	ACT.CONC	converge
t	0	Teretek 	MGV	n.	OBJ.CONC	coupler
t	0	Teretuhr 	MGV	n.	OBJ.CONC	together, united, fused
t	0	Terish-tor 	MGV	v.	ACT.CONC	combine
t	0	Terk 	MGV	n.	OBJ.CONC	bolt
t	0	Terpau 	MGV	v.	ACT.CONC	adhere
t	0	Terpaya 	MGV	n.	OBJ.CONC	adhesion
t	0	Terpayek 	MGV	n.	OBJ.CONC	adhesive
t	0	Terra 	MGV	n.	OBJ.CONC	Earth
t	0	Terrasu 	MGV	n.	OBJ.CONC	Terran, Earthling, Earther
t	0	Terrupik 	MGV	adj.	PROP.CONC	Terran, earthly
t	0	Tersau 	MGV	v.	ACT.CONC	connect
t	0	Tersek 	MGV	n.	OBJ.CONC	buckle
t	0	Tershau 	MGV	v.	ACT.CONC	collect
t	0	Tersu 	MGV	n.	OBJ.CONC	partner
t	0	Teruk 	MGV	n.	OBJ.CONC	corner
t	0	Tesha 	MGV	v.	ACT.CONC	awe
t	0	Tesihk 	MGV	n.	OBJ.CONC	albumin
t	0	Teslau 	MGV	v.	ACT.CONC	repair, fix
t	0	Tessau 	MGV	v.	ACT.CONC	addict
t	0	Tessaya 	MGV	n.	OBJ.CONC	addiction
t	0	Tetalaya 	MGV	n.	OBJ.CONC	friction
t	0	Tetau 	MGV	v.	ACT.CONC	rub
t	0	Tev'rak 	MGV	n.	OBJ.CONC.MOD	west
t	0	Tev'rak-, Tev'rakik 	MGV	adj.	PROP.CONC	western, westerly
t	0	Tev'raksu 	MGV	n.	OBJ.CONC	westerner
t	0	Tev-tor 	MGV	v.	ACT.CONC	"fall, descend; die"
t	0	Tev-yehat 	MGV	adj.	PROP.CONC	mortal
t	0	Tevakh 	MGV	n.	OBJ.CONC	death
t	0	Tevakh-fam 	MGV	adj.	PROP.CONC	deathless, immortal
t	0	Tevakh-kahk 	MGV	adv.	ACT.CONC.MOD	deathly
t	0	Teval-, Tevalik 	MGV	adj.	PROP.CONC	deadly
t	0	Tevan 	MGV	n.	OBJ.CONC	descent, fall
t	0	Tevanu 	MGV	n.	OBJ.CONC	the Dead
t	0	Tevanu-prikel 	MGV	n.	OBJ.CONC	mortuary
t	0	Tevanu-tsorkel 	MGV	n.	OBJ.CONC	morgue
t	0	Tevik 	MGV	adj.	PROP.CONC	dead
t	0	Tevun 	MGV	n.	OBJ.CONC	year
t	0	Thak	MGV	n.	OBJ.CONC	breast
t	0	Thak-hayataya 	MGV	n.	OBJ.CONC	breast augmentation
t	0	Thak-netakidaya 	MGV	n.	OBJ.CONC	breast reduction
t	0	Thak-storau-palikaya 	MGV	n.	OBJ.CONC	thelarche
t	0	Thak-vishi-vel 	MGV	n.	OBJ.CONC	breast implant
t	0	Thak-yem-tor 	MGV	n.	OBJ.CONC	breastfeed
t	0	Thakau 	MGV	v.	ACT.CONC	focus
t	0	Thakaya 	MGV	n.	OBJ.CONC	focus
t	0	Thal|-| 	MGV	adj.	PROP.CONC	loose
t	0	Thal-tor 	MGV	n.	OBJ.CONC	loosen
t	0	Thalv 	MGV	n.	OBJ.CONC	page, sheet
t	0	Thanai 	MGV	v.	ACT.CONC	adopt
t	0	Thas 	MGV	n.	OBJ.CONC	milk
t	0	Thas-pi'nafek 	MGV	n.	OBJ.CONC	mammary gland
t	0	Thas-spol 	MGV	n.	OBJ.CONC	breast pump
t	0	Thasau 	MGV	v.	ACT.CONC	lactate
t	0	Thasaya 	MGV	n.	OBJ.CONC	lactation
t	0	Thasnem-tor 	MGV	v.	ACT.CONC	milk
t	0	Thasnemek 	MGV	n.	OBJ.CONC	milking machine
t	0	Thav 	MGV	n.	OBJ.CONC	cone
t	0	Thek 	MGV	n.	OBJ.CONC	drop (rain, tear, etc.)
t	0	Thel'a 	MGV	n.	OBJ.CONC	fat
t	0	Thel'a-di'kish-torek 	MGV	n.	OBJ.CONC	fat metabolism
t	0	Thel'a-sash 	MGV	n.	OBJ.CONC	fatty acid
t	0	Thel-, Thelik 	MGV	adj.	PROP.CONC	fat, fatty
t	0	Theris 	MGV	n.	OBJ.CONC	a Vulcan herb
t	0	Theris-masu 	MGV	n.	OBJ.CONC	tea(Vulcan-style)
t	0	Thes-tor 	MGV	v.	ACT.CONC	engrave
t	0	Theshau 	MGV	v.	ACT.CONC	scrape
t	0	Thezh-tor 	MGV	v.	ACT.CONC	drip
t	0	Thinoi 	MGV	v.	ACT.CONC	waste
t	0	Thol|-| 	MGV	adj.	PROP.CONC	noble
t	0	Tholsu 	MGV	n.	OBJ.CONC	noble
t	0	Tholtra 	MGV	n.	OBJ.CONC	nobility, aristocracy
t	0	Thon 	MGV	n.	OBJ.CONC	measurement
t	0	Thon-tor 	MGV	v.	ACT.CONC	measure
t	0	Thon-yehat 	MGV	adj.	PROP.CONC	measurable
t	0	Thonau 	MGV	v.	ACT.CONC	anguish
t	0	Thonek 	MGV	n.	OBJ.CONC	meter, measuring device
t	0	Thorau 	MGV	v.	ACT.CONC	burst
t	0	Thoraya 	MGV	n.	OBJ.CONC	burst
t	0	Thorsh-yel 	MGV	n.	OBJ.CONC	nova
t	0	Thorshau 	MGV	v.	ACT.CONC	explode
t	0	Thorshau-tukh 	MGV	n.	OBJ.CONC	explosives
t	0	Thorshaya 	MGV	n.	OBJ.CONC	explosion
t	0	Thorshek 	MGV	n.	OBJ.CONC	bomb
t	0	Thorshun 	MGV	n.	OBJ.CONC	cannon
t	0	Thrah 	MGV	n.	OBJ.CONC	friend (general term)
t	0	Thraht-, Thrahtik 	MGV	n.	OBJ.CONC	friendly
t	0	Thrakh 	MGV	n.	OBJ.CONC	gneiss
t	0	Thrap 	MGV	n.	OBJ.CONC	offense
t	0	Thrap-tor 	MGV	v.	ACT.CONC	offend
t	0	Thresh-tor 	MGV	v.	ACT.CONC	split, cleave
t	0	Threshan 	MGV	n.	OBJ.CONC	speed, velocity
t	0	Thro 	MGV	n.	OBJ.CONC	access
t	0	Thro-tor 	MGV	v.	ACT.CONC	access
t	0	Thro-wein 	MGV	n.	OBJ.CONC	access panel
t	0	Thro-yehat 	MGV	adj.	PROP.CONC	accessible
t	0	Throks 	MGV	v.	ACT.CONC	give, share (with a superior)
t	0	Thruhk|-| 	MGV	adj.	PROP.CONC	foul, offensive, loathsome, repulsive
t	0	Thu 	MGV	conj.	CONNECTOR	then (next in sequence)
t	0	Thuhk 	MGV	n.	OBJ.CONC	cheese
t	0	Thurai 	MGV	adv.	ACT.CONC.MOD	next
t	0	Thyar 	MGV	n.	OBJ.CONC	butter
t	0	Ti 	MGV	v.	ACT.CONC	lay, lie (down)
t	0	Tik 	MGV	adj.	SELEC.MOD	each
t	0	Tikap 	MGV	n.	OBJ.CONC	method
t	0	Tikopah 	MGV	n.	OBJ.CONC	independence
t	0	Tilau 	MGV	v.	ACT.CONC	perforate, pierce
t	0	Tilek 	MGV	n.	OBJ.CONC	spear
t	0	Timut 	MGV	n.	OBJ.CONC	heel
t	0	Tin 	MGV	n.	OBJ.CONC	layer, stratum
t	0	Tinga 	MGV	n.	OBJ.CONC	dimension (measurement)
t	0	Tipan 	MGV	n.	OBJ.CONC	shoulder
t	0	Tir-nuk	anc.	n.	OBJ.CONC	a small Vulcan succulent tree that produces wood
t	0	Tish 	MGV	pron.	OBJ.CONC	to you
t	0	Tishau 	MGV	v.	ACT.CONC	like
t	0	Tizh-tor 	MGV	v.	ACT.CONC	enjoy
t	0	Tlingansu 	MGV	n.	OBJ.CONC	Klingon
t	0	To'ovau 	MGV	v.	ACT.CONC	grow
t	0	To'oveh 	MGV	n.	OBJ.CONC	adult
t	0	To-gav 	MGV	n.	OBJ.CONC	law
t	0	To-gav-kel 	MGV	n.	OBJ.CONC	courthouse
t	0	To-pal 	MGV	n.	OBJ.CONC	coat
t	0	To-tanlar 	MGV	n.	OBJ.CONC	rights
t	0	Tobeg-tor 	MGV	v.	ACT.CONC	excuse
t	0	Todvel-tor 	MGV	v.	ACT.CONC	elect
t	0	Toglantau 	MGV	v.	ACT.CONC	(eye)witness
t	0	Toglantausu 	MGV	n.	OBJ.CONC	(eye)witness
t	0	Togolau 	MGV	v.	ACT.CONC	enforce
t	0	Togolausu 	MGV	n.	OBJ.CONC	enforcer
t	0	Togolaya 	MGV	n.	OBJ.CONC	enforcement
t	0	Tok-ti 	MGV	adj.	PROP.CONC	fine
t	0	Tol 	MGV	n.	OBJ.CONC	gene
t	0	Tol-, Tolik 	MGV	n.	OBJ.CONC	genetic
t	0	Tol-has 	MGV	n.	OBJ.CONC	genetic disease
t	0	Tol-kiht 	MGV	n.	OBJ.CONC	genetic code
t	0	Tol-mish-tal 	MGV	n.	OBJ.CONC	genetic engineering
t	0	Tol-patra 	MGV	n.	OBJ.CONC	gene pool
t	0	Tol-tal 	MGV	n.	OBJ.CONC	genetics
t	0	Tol-ulidek 	MGV	n.	OBJ.CONC	genetic marker
t	0	Tol-var 	MGV	n.	OBJ.CONC	genome
t	0	Tol-ves 	MGV	n.	OBJ.CONC	genotype
t	0	Tol-yumaya 	MGV	n.	OBJ.CONC	gene flow
t	0	Tolasau 	MGV	v.	ACT.CONC	clone
t	0	Toltra 	MGV	n.	OBJ.CONC	chromosome
t	0	Tomasu 	MGV	n.	OBJ.CONC	kinsman, relative
t	0	Tomayeht-, Tomayehtik 	MGV	adj.	PROP.CONC	ethical
t	0	Toper 	MGV	n.	OBJ.CONC	act, deed
t	0	Tor 	MGV	v.	ACT.CONC	do, make
t	0	Tor-tal 	MGV	n.	OBJ.CONC	physics
t	0	Tor-vel 	MGV	n.	OBJ.CONC	mechanism
t	0	Tor-velsu 	MGV	n.	OBJ.CONC	mechanic (person)
t	0	Tor-zhit 	MGV	n.	OBJ.CONC	verb (grammar)
t	0	Torah 	MGV	v.	ACT.CONC	act, produce an effect
t	0	Torai 	MGV	n.	OBJ.CONC	action
t	0	Toran 	MGV	n.	OBJ.CONC	activity
t	0	Toranelek 	MGV	n.	OBJ.CONC	dynamo
t	0	Toranik 	MGV	adj.	PROP.CONC	busy
t	0	Torek 	MGV	n.	OBJ.CONC	process
t	0	Torektra 	MGV	n.	OBJ.CONC	system
t	0	Torsh 	MGV	n.	OBJ.CONC	feat, exploit
t	0	Toru-zhit 	MGV	n.	OBJ.CONC	imperative (grammar)
t	0	Torupik 	MGV	adj.	PROP.CONC	active
t	0	Torupik dvun-zehl 	MGV	n.	OBJ.CONC	active fault
t	0	Torupik |suk'|zul-kunel 	MGV	n.	OBJ.CONC	active volcano
t	0	Torvau 	MGV	v.	ACT.CONC	build, construct, produce
t	0	Torvel-zhit 	MGV	n.	OBJ.CONC	gerund (grammar)
t	0	Torvukh 	MGV	n.	OBJ.CONC	sport
t	0	Tostau 	MGV	n.	OBJ.CONC	execute, put to death
t	0	Tovek-tukh 	MGV	n.	OBJ.CONC	germanium
t	0	Tra 	MGV	n.	OBJ.CONC	mass, body, accumulation, assemblage
t	0	Tra-lan 	MGV	n.	OBJ.CONC	major
t	0	Trahokna 	MGV	n.	OBJ.CONC	institute
t	0	Trahokna t'Ek'Mishan T'Khasi 	MGV	n.	OBJ.CONC	Vulcan Institute of Technology
t	0	Trak 	MGV	n.	OBJ.CONC	pillow
t	0	Tral 	MGV	n.	OBJ.CONC	surge
t	0	Tran 	MGV	v.	ACT.CONC	order (command)
t	0	Tran-tor 	MGV	v.	ACT.CONC	order (to do something)
t	0	Tranush 	MGV	n.	OBJ.CONC	patience
t	0	Trasha 	MGV	v.	ACT.CONC	depart, leave
t	0	Trau 	MGV	adj.	PROP.CONC	honest
t	0	Trau'es 	MGV	n.	OBJ.CONC	honesty
t	0	Travek 	MGV	n.	OBJ.CONC	group, set, platoon
t	0	Traveksu 	MGV	n.	OBJ.CONC	sergeant, petty officer
t	0	Travilau 	MGV	v.	ACT.CONC	compile
t	0	Trefei 	MGV	v.	ACT.CONC	martyr
t	0	Trefem 	MGV	n.	OBJ.CONC	martyr
t	0	Treit 	MGV	n.	OBJ.CONC	flock
t	0	Tren-tor 	MGV	v.	ACT.CONC	master
t	0	Trensu 	MGV	n.	OBJ.CONC	master
t	0	Tres-tor 	MGV	v.	ACT.CONC	rip, tear
t	0	Tresahk-tor 	MGV	v.	ACT.CONC	rip into pieces, rend, shred
t	0	Tresahk-vel 	MGV	n.	OBJ.CONC	shredder
t	0	Treshau 	MGV	v.	ACT.CONC	crack, split open
t	0	Tri-zhar	anc.	n.	OBJ.CONC	an invasive procedure
t	0	Trof	anc.	n.	OBJ.CONC	week
t	0	Truhk|-zehl| 	MGV	n.	OBJ.CONC	latitude
t	0	Tsa 	MGV	n.	OBJ.CONC	curve
t	0	Tsat 	MGV	n.	OBJ.CONC	secret
t	0	Tsat-, Tsatik 	MGV	adj.	PROP.CONC	secret
t	0	Tsau-tukh 	MGV	n.	OBJ.CONC	zinc
t	0	Tsautal-, Tsautalik 	MGV	adj.	PROP.CONC	galvanized
t	0	Tsek 	MGV	n.	OBJ.CONC	column
t	0	Tsel-, Tselik 	MGV	adj.	PROP.CONC	mutant
t	0	Tsel-vel 	MGV	n.	OBJ.CONC	mutant
t	0	Tselau 	MGV	v.	ACT.CONC	mutate
t	0	Tselau-palikauk 	MGV	adj.	PROP.CONC	mutagenic
t	0	Tselau-tav 	MGV	n.	OBJ.CONC	mutation rate
t	0	Tselaya 	MGV	n.	OBJ.CONC	mutation
t	0	Tselayek 	MGV	n.	OBJ.CONC	mutagen
t	0	Tselfa 	MGV	n.	OBJ.CONC	mutant (non-sentient being)
t	0	Tselsu 	MGV	n.	OBJ.CONC	mutant (sentient being)
t	0	Tsokal 	MGV	n.	OBJ.CONC	territory
t	0	Tsorau 	MGV	v.	ACT.CONC	store, cache, save up
t	0	Tsorkel 	MGV	n.	OBJ.CONC	storehouse
t	0	Tsuk|-| 	MGV	adj.	PROP.CONC	common
t	0	Tsulaya 	MGV	n.	OBJ.CONC	amplitude
t	0	Tsuri|-| 	MGV	adj.	PROP.CONC	normal, regular, usual
t	0	Tsuri-fna-krus 	MGV	n.	OBJ.CONC	normal section
t	0	Tsuri-kek 	MGV	n.	OBJ.CONC	normal function
t	0	Tsuri-khaf-vihish 	MGV	n.	OBJ.CONC	normotension
t	0	Tsuri-pa'ashtra 	MGV	n.	OBJ.CONC	normal plane
t	0	Tsuri-sagan 	MGV	n.	OBJ.CONC	normal distribution
t	0	Tsuri-shid 	MGV	n.	OBJ.CONC	normal form
t	0	Tsuri-su'us 	MGV	n.	OBJ.CONC	regular number
t	0	Tsuri-travek 	MGV	n.	OBJ.CONC	normal group
t	0	Tsuri-vo'ihn 	MGV	n.	OBJ.CONC	normal equation
t	0	Tsuri-vukharat 	MGV	n.	OBJ.CONC	normal vector
t	0	Tsuri-wehk-vla 	MGV	n.	OBJ.CONC	regular polygon
t	0	Tsuri-zehlanaya 	MGV	n.	OBJ.CONC	regular sequence
t	0	Tsuri-zek 	MGV	n.	OBJ.CONC	normal order
t	0	Tsurkan-, Tsurkanik 	MGV	adj.	PROP.CONC	consistent
t	0	Tu 	MGV	pron.	OBJ.CONC	you (after a vowel sound)
t	0	Tu'ash 	MGV	v.	ACT.CONC	open
t	0	Tu-lan 	MGV	n.	OBJ.CONC	Vulcan breathing exercise
t	0	Tuf 	MGV	n.	OBJ.CONC	chest, thorax
t	0	Tuf-has-tal 	MGV	n.	OBJ.CONC	thoracic medicine
t	0	Tuf-hinek 	MGV	n.	OBJ.CONC	breast bone, sternum
t	0	Tuf-wel 	MGV	n.	OBJ.CONC	thoracic nerve
t	0	Tuh 	MGV	n.	OBJ.CONC	stack, pile, heap
t	0	Tuhk 	MGV	n.	OBJ.CONC	dent
t	0	Tuhllar 	MGV	n.	OBJ.CONC	contents
t	0	Tuhsau 	MGV	v.	ACT.CONC	cross
t	0	Tukh 	MGV	n.	OBJ.CONC	material, stuff, substance
t	0	Tum 	MGV	n.	OBJ.CONC	count, tally
t	0	Tum-nentu 	MGV	n.	OBJ.CONC	abacus
t	0	Tum-tor 	MGV	v.	ACT.CONC	count, add up, tally
t	0	Tum-vel 	MGV	n.	OBJ.CONC	computer
t	0	Tumak 	MGV	n.	OBJ.CONC	(computer) program
t	0	Tumau 	MGV	v.	ACT.CONC	program
t	0	Tun 	MGV	n.	OBJ.CONC	care
t	0	Tupa 	MGV	n.	OBJ.CONC	lesson
t	0	Tus-tor 	MGV	v.	ACT.CONC	load
t	0	Tusa 	MGV	v.	ACT.CONC	weep
t	0	Tushah 	MGV	v.	ACT.CONC	grieve
t	0	Tushat 	MGV	n.	OBJ.CONC	grief
t	0	Tushetik 	MGV	adj.	PROP.CONC	apprehensive
t	0	Tusla 	MGV	n.	OBJ.CONC	cargo
t	0	Tusla-masu-hali, Tusla-mashali 	MGV	n.	OBJ.CONC	cargo ship, freighter
t	0	Tusok 	MGV	n.	OBJ.CONC	exercise
t	0	Tuvel 	MGV	n.	OBJ.CONC	(subject) matter
t	0	Tuwak 	MGV	adj.	PROP.CONC	recent
t	0	Tvah 	MGV	n.	OBJ.CONC	meaning
t	0	Tvai 	MGV	v.	ACT.CONC	mean
t	0	Tvau 	MGV	v.	ACT.CONC	swing
t	0	Tvaya 	MGV	n.	OBJ.CONC	swing
t	0	Tvelkau 	MGV	v.	ACT.CONC	tune (radio)
t	0	Tveshu 	MGV	n.	OBJ.CONC	origin
t	0	Tvi-, Tvik 	MGV	adj.	PROP.CONC	inner, interior, internal
t	0	Tvi-dash 	MGV	n.	OBJ.CONC	internal injury
t	0	Tvi-ha-velik 	MGV	adj.	PROP.CONC	in vivo
t	0	Tvi-kaluk 	MGV	n.	OBJ.CONC	inner ear
t	0	Tvi-kovtra 	MGV	n.	OBJ.CONC	mantle
t	0	Tvi-nafeklar 	MGV	n.	OBJ.CONC	internal organs
t	0	Tvi-samuyek 	MGV	n.	OBJ.CONC	intercooler
t	0	Tvi-sau-pi'nafek 	MGV	n.	OBJ.CONC	endocrine gland
t	0	Tvi-sau-tal 	MGV	n.	OBJ.CONC	endocrinology
t	0	Tvi-sau-torektra 	MGV	n.	OBJ.CONC	endocrine system
t	0	Tvi-shitik 	MGV	adj.	PROP.CONC	in situ
t	0	Tvi-stukh 	MGV	n.	OBJ.CONC	interstice
t	0	Tvi-sudefik 	MGV	adj.	PROP.CONC	in utero
t	0	Tvi-sviribayek 	MGV	n.	OBJ.CONC	intercom
t	0	Tvi-thro-svep 	MGV	n.	OBJ.CONC	inner hatch
t	0	Tvi-tukh 	MGV	n.	OBJ.CONC	endoplasm
t	0	Tvi-vulu 	MGV	n.	OBJ.CONC	interior angle
t	0	Tvi-wek 	MGV	n.	OBJ.CONC	interphase
t	0	Tvi-yontau-mishu 	MGV	n.	OBJ.CONC	internal combustion engine
t	0	Tvi-zan-vel 	MGV	n.	OBJ.CONC	endoscope
t	0	Tvi-zul 	MGV	n.	OBJ.CONC	magma
t	0	Tvidon'es 	MGV	n.	OBJ.CONC	enrichment
t	0	Tvidon-tor 	MGV	v.	ACT.CONC	enrich
t	0	Tvihal	MGV	n.	OBJ.CONC	chamber, room, atrium
t	0	Tvihanek 	MGV	n.	OBJ.CONC	interface
t	0	Tviklachek 	MGV	n.	OBJ.CONC	interlock
t	0	Tvimesau 	MGV	v.	ACT.CONC	intersect
t	0	Tvimesaya 	MGV	n.	OBJ.CONC	intersection
t	0	Tvisek 	MGV	n.	OBJ.CONC	reflex
