"FRST_LETTER"	"vulcan"	"pronunciation"	"fse"
"3347"	"t"	"T'stehsu"	""	"septuplet"
"3348"	"t"	"Ta--(MGV)ï¿½"	""	"that, which, who<ca>(not a question word)"
"3349"	"t"	"Ta'a--(anc.)ï¿½"	""	"\"taal\", traditional Vulcan hand salute"
"3350"	"t"	"Ta'an--(anc.)ï¿½"	""	"a very valuable gift"
"3351"	"t"	"Ta'bek"	""	"drug<ca>(n.)"
"3352"	"t"	"Ta'gal"	""	"neutron"
"3353"	"t"	"Ta'raf"	""	"neutral"
"3354"	"t"	"Ta'Valsh"	""	"an ancient Vulcan port facility"
"3355"	"t"	"Tab-ma--(anc.)ï¿½"	""	"late"
"3356"	"t"	"Tabakau"	""	"regain"
"3357"	"t"	"Tadek-adir--(anc.)ï¿½"	""	"absent"
"3358"	"t"	"Taflau"	""	"punish"
"3359"	"t"	"Taflaya"	""	"punishment"
"3360"	"t"	"Tah|-|"	""	"unobtainable"
"3361"	"t"	"Tahal|-|"	""	"light<ca>(weight)"
"3362"	"t"	"Tahal-tukh"	""	"helium"
"3363"	"t"	"Tahmoh"	""	"resolution"
"3364"	"t"	"Tahsin-, Tahsinik"	""	"intransigent, uncompromising"
"3365"	"t"	"Taik"	""	"hat, cap"
"3366"	"t"	"Taik-luk"	""	"mushroom"
"3367"	"t"	"Takau"	""	"beckon"
"3368"	"t"	"Takov|-|"	""	"pretty"
"3369"	"t"	"Takurek"	""	"prism"
"3370"	"t"	"Tal t'li--(anc.)ï¿½"	""	"first meditation of adult training"
"3371"	"t"	"Tal'oth--(NGS)ï¿½"	""	"Vulcan young adult desert survival ritual"
"3372"	"t"	"Tal-kam"	""	"dear"
"3373"	"t"	"Tal-muv"	""	"key<ca>(n.)"
"3374"	"t"	"Tal-tor"	""	"find, discover"
"3375"	"t"	"Tala"	""	"value<ca>(n.)"
"3376"	"t"	"Talal"	""	"find, discovery"
"3377"	"t"	"Talash-, Talashik"	""	"logarithmic"
"3378"	"t"	"Talash-ketil"	""	"logarithmic integral"
"3379"	"t"	"Talash-kulan"	""	"logarithmic spiral"
"3380"	"t"	"Talash-sagan"	""	"logarithmic distribution"
"3381"	"t"	"Talash-su'us"	""	"logarithmic number"
"3382"	"t"	"Talashenek"	""	"logarithm"
"3383"	"t"	"Talik"	""	"scientific"
"3384"	"t"	"Talkau"	""	"head<ca>(v.)"
"3385"	"t"	"Talu"	""	"neck<ca>(n.)"
"3386"	"t"	"Talu-krik"	""	"neck pinch"
"3387"	"t"	"Talu-shaya"	""	"\"tal-shaya\", execution by breaking the neck"
"3388"	"t"	"Taluhk|-|"	""	"precious, valuable"
"3389"	"t"	"Taluhk-tukh"	""	"platinum"
"3390"	"t"	"Talupau"	""	"estimate<ca>(v.)"
"3391"	"t"	"Talvot"	""	"bacterium, germ"
"3392"	"t"	"Tam-tor"	""	"dance<ca>(v.)"
"3393"	"t"	"Tam'a"	""	"ghost, apparition, phantom, spirit"
"3394"	"t"	"Tamadau"	""	"abuse<ca>(v.)"
"3395"	"t"	"Tamadaya"	""	"abuse<ca>(n.)"
"3396"	"t"	"Tamsu"	""	"dancer"
"3397"	"t"	"Tan"	""	"donation, gift, present"
"3398"	"t"	"Tan-tor"	""	"donate, gift, present with something"
"3399"	"t"	"Tanaf"	""	"art"
"3400"	"t"	"Tanafsu"	""	"artist"
"3401"	"t"	"Tangu"	""	"ideal<ca>(n.)"
"3402"	"t"	"Tanilau"	""	"provide, supply"
"3403"	"t"	"Tanilkel"	""	"warehouse<ca>(n.)"
"3404"	"t"	"Tanovau"	""	"equip, provision, fit out"
"3405"	"t"	"Tanovau-tukh"	""	"equipment, gear, provisions"
"3406"	"t"	"Tansu"	""	"donor, giver"
"3407"	"t"	"Tar-tor"	""	"say"
"3408"	"t"	"Tarkiv"	""	"crown<ca>(n.)"
"3409"	"t"	"Tasau"	""	"leak<ca>(v.)"
"3410"	"t"	"Tash"	""	"control<ca>(n.)"
"3411"	"t"	"Tash-tor"	""	"control<ca>(v.)"
"3412"	"t"	"Tashal"	""	"(control) console"
"3413"	"t"	"Tashek"	""	"controller"
"3414"	"t"	"Tasmin--(NGS)ï¿½"	""	"\"Tasmeen\", Autumn<ca>(season)"
"3415"	"t"	"Tau"	""	"fever"
"3416"	"t"	"Tau-kath"	""	"\"fever healing\""
"3417"	"t"	"Tauf"	""	"ridge (geol.)"
"3418"	"t"	"Tauk"	""	"cave"
"3419"	"t"	"Taul-tor"	""	"dive<ca>(v.)"
"3420"	"t"	"Taulik"	""	"febrile, feverish<ca>(adj.)"
"3421"	"t"	"Taulsu"	""	"diver"
"3422"	"t"	"Taurau"	""	"amaze"
"3423"	"t"	"Tauvolau"	""	"incite, foment"
"3424"	"t"	"Tav"	""	"rate<ca>(n.)"
"3425"	"t"	"Tavat"	""	"ratio"
"3426"	"t"	"Tcha"	""	"curl<ca>(n.)"
"3427"	"t"	"Tchachaik"	""	"awkward"
"3428"	"t"	"Tchai"	""	"tea<ca>(Earth-style)"
"3429"	"t"	"Tchakarya--(NGS)ï¿½"	""	"\"chkariya\" or \"ch'kariya\", a ferret-like predator/scavenger"
"3430"	"t"	"Tchas"	""	"warp<ca>(n.)"
"3431"	"t"	"Tchas-klai"	""	"warp factor"
"3432"	"t"	"Tchas-mev"	""	"warp conduit"
"3433"	"t"	"Tchas-mishu"	""	"warp engine"
"3434"	"t"	"Tchas-threshan"	""	"warp speed"
"3435"	"t"	"Tchas-tviyan"	""	"warp core"
"3436"	"t"	"Tchas-vunai"	""	"warp field"
"3437"	"t"	"Tchas-yeturek"	""	"warp drive"
"3438"	"t"	"Tchef"	""	"vortex"
"3439"	"t"	"Tchepnu"	""	"dork, nerd"
"3440"	"t"	"Tchol"	""	"bay"
"3441"	"t"	"Te"	""	"structure"
"3442"	"t"	"Te'koshfet--(anc.)ï¿½"	""	"architect"
"3443"	"t"	"Te'koshif--(anc.)ï¿½"	""	"architecture"
"3444"	"t"	"Te'krul-, Te'krulik"	""	"royal<ca>(adj.)"
"3445"	"t"	"Te'krul-maat"	""	"royal family"
"3446"	"t"	"Te'krultra"	""	"royalty"
"3447"	"t"	"Te'krulyek"	""	"royal house"
"3448"	"t"	"Te'Rikh, TeRikh"	""	"a Vulcan city"
"3449"	"t"	"Tedvun-tor"	""	"flex<ca>(v.)"
"3450"	"t"	"Tedvunik"	""	"flexible, pliable, pliant"
"3451"	"t"	"Tefosh'es"	""	"immunity"
"3452"	"t"	"Tefosh-, Tefoshik"	""	"immune"
"3453"	"t"	"Tefosh-kesaya"	""	"immune response"
"3454"	"t"	"Tefosh-torektra"	""	"immune system"
"3455"	"t"	"Tefuk"	""	"deliver<ca>(v.)"
"3456"	"t"	"Teh"	""	"hundred<ca>(the number)"
"3457"	"t"	"Teh'rak, Tehr-"	""	"hundredth<ca>(adj.)"
"3458"	"t"	"Teh'veh"	""	"hundredth<ca>(n.)"
"3459"	"t"	"Tehk"	""	"sprout<ca>(n.)"
"3460"	"t"	"Tehnat"	""	"against"
"3461"	"t"	"Tehnau"	""	"resist, stand up against"
"3462"	"t"	"Tehnyak"	""	"override<ca>(n.)"
"3463"	"t"	"Tehrai"	""	"goal"
"3464"	"t"	"Tehs"	""	"deceit, fraud, deception, trickery"
"3465"	"t"	"Tehs-bosh"	""	"deceitful, deceptive, fraudulent"
"3466"	"t"	"Tehs-tor"	""	"deceive, defraud, trick<ca>(v.)"
"3467"	"t"	"Tehvar"	""	"danger"
"3468"	"t"	"Tehvarik"	""	"dangerous"
"3469"	"t"	"Tekeret"	""	"deviation"
"3470"	"t"	"Tekla"	""	"a type of wood"
"3471"	"t"	"Tel"	""	"bond<ca>(n.)"
"3472"	"t"	"Tel-tor"	""	"bond<ca>(v.)"
"3473"	"t"	"Tela'at--ï¿½(anc.)ï¿½"	""	"elder<ca>(title of respect for advanced age Kolinahru)"
"3474"	"t"	"Telsu"	""	"one who is bonded, a married person"
"3475"	"t"	"Telv-tor"	""	"read<ca>(v.)"
"3476"	"t"	"Temep"	""	"gate"
"3477"	"t"	"Temep-dvinsu"	""	"gatekeeper"
"3478"	"t"	"Temep-kelek"	""	"gatehouse"
"3479"	"t"	"Temep-lehk"	""	"gatepost"
"3480"	"t"	"Temep-sharu"	""	"gateway"
"3481"	"t"	"Temok"	""	"wall"
"3482"	"t"	"Temok-weiwan"	""	"plaster<ca>(n.)"
"3483"	"t"	"Ten"	""	"less"
"3484"	"t"	"Ten-kan-bu--(TGV)ï¿½"	""	"embryo"
"3485"	"t"	"Ten-mal"	""	"early"
"3486"	"t"	"Tenah"	""	"blame<ca>(v.)"
"3487"	"t"	"Tenkan"	""	"fetus"
"3488"	"t"	"Teporilau"	""	"excite<ca>(v.)"
"3489"	"t"	"Tepuh"	""	"power<ca>(v.)"
"3490"	"t"	"Tepul"	""	"energy, power"
"3491"	"t"	"Tepul-mev"	""	"energy conduit, power conduit"
"3492"	"t"	"Tepul-nala"	""	"energy cell, power cell"
"3493"	"t"	"Tepul-pak"	""	"energy loss, power loss"
"3494"	"t"	"Tepul-rushanek"	""	"power converter"
"3495"	"t"	"Tepul-sek"	""	"power outlet"
"3496"	"t"	"Tepul-shan"	""	"energy transfer, power transfer"
"3497"	"t"	"Tepul-smashaya"	""	"energy drain, power drain"
"3498"	"t"	"Tepul-tanilayek"	""	"power supply"
"3499"	"t"	"Tepul-tersayek"	""	"power coupling"
"3500"	"t"	"Tepul-torvayek"	""	"power plant"
"3501"	"t"	"Tepul-tral"	""	"energy surge, power surge"
"3502"	"t"	"Tepul-vis"	""	"power grid"
"3503"	"t"	"Tepul-vok"	""	"energy level, power level"
"3504"	"t"	"Tepul-vunai"	""	"energy field"
"3505"	"t"	"Tepulau"	""	"energize"
"3506"	"t"	"Ter-tor"	""	"compose<ca>(v.)"
"3507"	"t"	"Terau"	""	"federate, fasten, join together"
"3508"	"t"	"Teraya"	""	"federation, fastening, joining together"
"3509"	"t"	"Teraya Kaunshuk t'Ek'tralar--(LGV)ï¿½"	""	"United Federation of Planets"
"3510"	"t"	"Terek"	""	"affix<ca>(n.)"
"3511"	"t"	"Teresh-kah"	""	"Vulcan \"silver-bird\""
"3512"	"t"	"Teretarun"	""	"conference"
"3513"	"t"	"Teretau"	""	"converge"
"3514"	"t"	"Teretek"	""	"coupler"
"3515"	"t"	"Teretuhr"	""	"together, united, fused"
"3516"	"t"	"Terish-tor"	""	"combine<ca>(v.)"
"3517"	"t"	"Terk"	""	"bolt<ca>(n.)"
"3518"	"t"	"Terpau"	""	"adhere"
"3519"	"t"	"Terpaya"	""	"adhesion"
"3520"	"t"	"Terpayek"	""	"adhesive<ca>(n.)"
"3521"	"t"	"Terra"	""	"Earth"
"3522"	"t"	"Terrasu"	""	"Terran, Earthling, Earther"
"3523"	"t"	"Terrupik"	""	"Terran, earthly<ca>(adj.)"
"3524"	"t"	"Tersau"	""	"connect"
"3525"	"t"	"Tersek"	""	"buckle<ca>(n.)"
"3526"	"t"	"Tershau"	""	"collect"
"3527"	"t"	"Tersu"	""	"partner<ca>(n.)"
"3528"	"t"	"Teruk"	""	"corner<ca>(n.)"
"3529"	"t"	"Tesha"	""	"awe<ca>(v.)"
"3530"	"t"	"Tesihk"	""	"albumin"
"3531"	"t"	"Teslau"	""	"repair, fix<ca>(v.)"
"3532"	"t"	"Tessau "	"- '/"	"addict<ca>(v.)"
"3533"	"t"	"Tessaya"	""	"addiction"
"3534"	"t"	"Tetalaya"	""	"friction"
"3535"	"t"	"Tetau"	""	"rub<ca>(v.)"
"3536"	"t"	"Tev'rak"	""	"west"
"3537"	"t"	"Tev'rak-, Tev'rakik"	""	"western, westerly"
"3538"	"t"	"Tev'raksu"	""	"westerner"
"3539"	"t"	"Tev-tor"	""	"fall, descend; die"
"3540"	"t"	"Tev-yehat"	""	"mortal<ca>(adj.)"
"3541"	"t"	"Tevakh"	""	"death"
"3542"	"t"	"Tevakh-fam"	""	"deathless, immortal<ca>(adj.)"
"3543"	"t"	"Tevakh-kahk"	""	"deathly"
"3544"	"t"	"Teval-, Tevalik"	""	"deadly"
"3545"	"t"	"Tevan"	""	"descent, fall"
"3546"	"t"	"Tevanu"	""	"the Dead"
"3547"	"t"	"Tevanu-prikel"	""	"mortuary<ca>(n.)"
"3548"	"t"	"Tevanu-tsorkel"	""	"morgue"
"3549"	"t"	"Tevik"	""	"dead<ca>(adj.)"
"3550"	"t"	"Tevun"	""	"year"
"3551"	"t"	"Thak--(MGV)ï¿½"	""	"breast"
"3552"	"t"	"Thak-hayataya"	""	"breast augmentation"
"3553"	"t"	"Thak-netakidaya"	""	"breast reduction"
"3554"	"t"	"Thak-storau-palikaya"	""	"thelarche"
"3555"	"t"	"Thak-vishi-vel"	""	"breast implant"
"3556"	"t"	"Thak-yem-tor"	""	"breastfeed"
"3557"	"t"	"Thakau"	""	"focus<ca>(v.)"
"3558"	"t"	"Thakaya"	""	"focus<ca>(n.)"
"3559"	"t"	"Thal|-|"	""	"loose<ca>(adj.)"
"3560"	"t"	"Thal-tor"	""	"loosen"
"3561"	"t"	"Thalv"	""	"page, sheet"
"3562"	"t"	"Thanai"	""	"adopt"
"3563"	"t"	"Thas"	""	"milk<ca>(n.)"
"3564"	"t"	"Thas-pi'nafek"	""	"mammary gland"
"3565"	"t"	"Thas-spol"	""	"breast pump"
"3566"	"t"	"Thasau"	""	"lactate"
"3567"	"t"	"Thasaya"	""	"lactation"
"3568"	"t"	"Thask--(TGV)ï¿½"	""	"breast"
"3569"	"t"	"Thasnem-tor"	""	"milk<ca>(v.)"
"3570"	"t"	"Thasnemek"	""	"milking machine"
"3571"	"t"	"Thav"	""	"cone<ca>(bot.)"
"3572"	"t"	"Thek"	""	"drop<ca>(rain, tear, etc.)"
"3573"	"t"	"Thel'a"	""	"fat<ca>(n.)"
"3574"	"t"	"Thel'a-di'kish-torek"	""	"fat metabolism"
"3575"	"t"	"Thel'a-sash"	""	"fatty acid"
"3576"	"t"	"Thel-, Thelik"	""	"fat, fatty<ca>(adj.)"
"3577"	"t"	"Theris"	""	"a Vulcan herb"
"3578"	"t"	"Theris-masu"	""	"tea<ca>(Vulcan-style)"
"3579"	"t"	"Thes-tor"	""	"engrave"
"3580"	"t"	"Theshau"	""	"scrape<ca>(v.)"
"3581"	"t"	"Thezh-tor"	""	"drip<ca>(v.)"
"3582"	"t"	"Thinoi"	""	"waste<ca>(v.)"
"3583"	"t"	"Thol|-|"	""	"noble<ca>(adj.)"
"3584"	"t"	"Tholsu"	""	"noble<ca>(n.)"
"3585"	"t"	"Tholtra"	""	"nobility, aristocracy"
"3586"	"t"	"Thon"	""	"measurement"
"3587"	"t"	"Thon-tor"	""	"measure<ca>(v.)"
"3588"	"t"	"Thon-yehat"	""	"measurable"
"3589"	"t"	"Thonau"	""	"anguish<ca>(v.)"
"3590"	"t"	"Thonek"	""	"meter, measuring device"
"3591"	"t"	"Thorau"	""	"burst<ca>(v.)"
"3592"	"t"	"Thoraya"	""	"burst<ca>(n.)"
"3593"	"t"	"Thorsh-yel"	""	"nova"
"3594"	"t"	"Thorshau"	""	"explode<ca>(v.)"
"3595"	"t"	"Thorshau-tukh"	""	"explosives"
"3596"	"t"	"Thorshaya"	""	"explosion"
"3597"	"t"	"Thorshek"	""	"bomb"
"3598"	"t"	"Thorshun"	""	"cannon"
"3599"	"t"	"Thrah"	""	"friend<ca>(general term)"
"3600"	"t"	"Thraht-, Thrahtik"	""	"friendly"
"3601"	"t"	"Thrakh"	""	"gneiss"
"3602"	"t"	"Thrap"	""	"offense"
"3603"	"t"	"Thrap-tor"	""	"offend"
"3604"	"t"	"Thresh-tor"	""	"split, cleave"
"3605"	"t"	"Threshan"	""	"speed, velocity"
"3606"	"t"	"Thro"	""	"access<ca>(n.)"
"3607"	"t"	"Thro-tor"	""	"access<ca>(v.)"
"3608"	"t"	"Thro-wein"	""	"access panel"
"3609"	"t"	"Thro-yehat"	""	"accessible"
"3610"	"t"	"Throks"	""	"give, share<ca>(with a superior)"
"3611"	"t"	"Thruhk|-|"	""	"foul, offensive, loathsome, repulsive"
"3612"	"t"	"Thu"	""	"then<ca>(next in sequence)"
"3613"	"t"	"Thuhk"	""	"cheese"
"3614"	"t"	"Thurai"	""	"next"
"3615"	"t"	"Thyar"	""	"butter<ca>(n.)"
"3616"	"t"	"Ti"	""	"lay, lie (down)"
"3617"	"t"	"Tik"	""	"each"
"3618"	"t"	"Tikap"	""	"method"
"3619"	"t"	"Tikopah"	""	"independence"
"3620"	"t"	"Tilau"	""	"perforate, pierce"
"3621"	"t"	"Tilek"	""	"spear<ca>(n.)"
"3622"	"t"	"Timut"	""	"heel"
"3623"	"t"	"Tin"	""	"layer, stratum"
"3624"	"t"	"Tinga"	""	"dimension<ca>(measurement)"
"3625"	"t"	"Tipan"	""	"shoulder"
"3626"	"t"	"Tir-nuk--(anc.)ï¿½"	""	"a small Vulcan succulent tree that produces wood"
"3627"	"t"	"Tish"	""	"to you"
"3628"	"t"	"Tishau"	""	"like<ca>(v.)"
"3629"	"t"	"Tizh-tor"	""	"enjoy<ca>(v.)"
"3630"	"t"	"Tlingansu"	""	"Klingon<ca>(being/language)"
"3631"	"t"	"To'ovau"	""	"grow<ca>(v.)"
"3632"	"t"	"To'oveh"	""	"adult<ca>(n.)"
"3633"	"t"	"To-gav"	""	"law"
"3634"	"t"	"To-gav-kel"	""	"courthouse"
"3635"	"t"	"To-pal"	""	"coat<ca>(n.)"
"3636"	"t"	"To-tanlar"	""	"rights"
"3637"	"t"	"Tobeg-tor"	""	"excuse<ca>(v.)"
"3638"	"t"	"Todvel-tor"	""	"elect<ca>(v.)"
"3639"	"t"	"Toglantau"	""	"(eye)witness<ca>(v.)"
"3640"	"t"	"Toglantausu"	""	"(eye)witness<ca>(n.)"
"3641"	"t"	"Togolau"	""	"enforce"
"3642"	"t"	"Togolausu"	""	"enforcer"
"3643"	"t"	"Togolaya"	""	"enforcement"
"3644"	"t"	"Tok-ti"	""	"fine<ca>(adj.)"
"3645"	"t"	"Tol"	""	"gene"
"3646"	"t"	"Tol-, Tolik"	""	"genetic"
"3647"	"t"	"Tol-has"	""	"genetic disease"
"3648"	"t"	"Tol-kiht"	""	"genetic code"
"3649"	"t"	"Tol-mish-tal"	""	"genetic engineering"
"3650"	"t"	"Tol-patra"	""	"gene pool"
"3651"	"t"	"Tol-tal"	""	"genetics<ca>(study)"
"3652"	"t"	"Tol-ulidek"	""	"genetic marker"
"3653"	"t"	"Tol-var"	""	"genome"
"3654"	"t"	"Tol-ves"	""	"genotype"
"3655"	"t"	"Tol-yumaya"	""	"gene flow"
"3656"	"t"	"Tolasau"	""	"clone<ca>(v.)"
"3657"	"t"	"Toltra"	""	"chromosome"
"3658"	"t"	"Tomasu"	""	"kinsman, relative"
"3659"	"t"	"Tomayeht-, Tomayehtik"	""	"ethical"
"3660"	"t"	"Toper"	""	"act, deed"
"3661"	"t"	"Tor"	""	"do, make<ca>(v.)"
"3662"	"t"	"Tor-tal"	""	"physics<ca>(study)"
"3663"	"t"	"Tor-vel"	""	"mechanism"
"3664"	"t"	"Tor-velsu"	""	"mechanic<ca>(person)"
"3665"	"t"	"Tor-yatal--(NGS)ï¿½"	""	"\"tor-ia-tal\", challenge to death"
"3666"	"t"	"Tor-zhit"	""	"verb<ca>(grammar)"
"3667"	"t"	"Torah"	""	"act, produce an effect"
"3668"	"t"	"Torai"	""	"action"
"3669"	"t"	"Toran"	""	"activity"
"3670"	"t"	"Toranelek"	""	"dynamo<ca>(mech.)"
"3671"	"t"	"Toranik"	""	"busy"
"3672"	"t"	"Torek"	""	"process<ca>(n.)"
"3673"	"t"	"Torektra"	""	"system"
"3674"	"t"	"Torsh"	""	"feat, exploit"
"3675"	"t"	"Toru-zhit"	""	"imperative<ca>(grammar)"
"3676"	"t"	"Torupik"	""	"active"
"3677"	"t"	"Torupik dvun-zehl"	""	"active fault"
"3678"	"t"	"Torupik |suk'|zul-kunel"	""	"active volcano"
"3679"	"t"	"Torvau"	""	"build, construct, produce<ca>(v.)"
"3680"	"t"	"Torvel-zhit"	""	"gerund<ca>(grammar)"
"3681"	"t"	"Torvukh"	""	"sport<ca>(n.)"
"3682"	"t"	"Tostau"	""	"execute, put to death"
"3683"	"t"	"Totsu-k'hai--(NGS)ï¿½"	""	"\"totsu'k'hy\", a disabling nerve pitch"
"3684"	"t"	"Tovek-tukh"	""	"germanium"
"3685"	"t"	"Tra"	""	"mass, body, accumulation, assemblage"
"3686"	"t"	"Tra-lan"	""	"major<ca>(army/marines), lieutenant commander<ca>(navy/Starfleet)"
"3687"	"t"	"Trahokna"	""	"institute"
"3688"	"t"	"Trahokna t'Ek'Mishan T'Khasi"	""	"Vulcan Institute of Technology"
"3689"	"t"	"Trak"	""	"pillow<ca>(n.)"
"3690"	"t"	"Tral"	""	"surge<ca>(n.)"
"3691"	"t"	"Tran"	""	"order<ca>(command)<ca>(n.)"
"3692"	"t"	"Tran-tor"	""	"order (to do something)<ca>(v.)"
"3693"	"t"	"Tranush"	""	"patience"
"3694"	"t"	"Trasha"	""	"depart, leave"
"3695"	"t"	"Trau"	""	"honest"
"3696"	"t"	"Trau'es"	""	"honesty"
"3697"	"t"	"Travek"	""	"group, set, platoon"
"3698"	"t"	"Traveksu"	""	"sergeant, petty officer"
"3699"	"t"	"Travilau"	""	"compile"
"3700"	"t"	"Trefei"	""	"martyr<ca>(v.)"
"3701"	"t"	"Trefem"	""	"martyr<ca>(n.)"
"3702"	"t"	"Treit"	""	"flock<ca>(n.)"
"3703"	"t"	"Tren-tor"	""	"master<ca>(v.)"
"3704"	"t"	"Trensu"	""	"master<ca>(n.)"
"3705"	"t"	"Tres-tor"	""	"rip, tear<ca>(v.)"
"3706"	"t"	"Tresahk-tor"	""	"rip into pieces, rend, shred<ca>(v.)"
"3707"	"t"	"Tresahk-vel"	""	"shredder"
"3708"	"t"	"Treshau"	""	"crack, split open<ca>(v.)"
"3709"	"t"	"Tri-zhar--(anc.)ï¿½"	""	"an invasive procedure"
"3710"	"t"	"Trof--(anc.)ï¿½"	""	"week"
"3711"	"t"	"Trufemu--(NGS)ï¿½"	""	"martyr<ca>(n.)"
"3712"	"t"	"Truhk|-zehl|"	""	"latitude<ca>(geog.)"
"3713"	"t"	"Tsa"	""	"curve<ca>(n.)"
"3714"	"t"	"Tsat"	""	"secret<ca>(n.)"
"3715"	"t"	"Tsat-, Tsatik"	""	"secret<ca>(adj.)"
"3716"	"t"	"Tsau-tukh"	""	"zinc"
"3717"	"t"	"Tsautal-, Tsautalik"	""	"galvanized<ca>(adj.)"
"3718"	"t"	"Tsek"	""	"column<ca>(n.)"
"3719"	"t"	"Tsel-, Tselik"	""	"mutant<ca>(adj.)"
"3720"	"t"	"Tsel-vel"	""	"mutant<ca>(n., thing)"
"3721"	"t"	"Tselau"	""	"mutate"
"3722"	"t"	"Tselau-palikauk"	""	"mutagenic"
"3723"	"t"	"Tselau-tav"	""	"mutation rate"
"3724"	"t"	"Tselaya"	""	"mutation"
"3725"	"t"	"Tselayek"	""	"mutagen"
"3726"	"t"	"Tselfa"	""	"mutant<ca>(n., non-sentient being)"
"3727"	"t"	"Tselsu"	""	"mutant<ca>(n., sentient being)"
"3728"	"t"	"Tsokal"	""	"territory"
"3729"	"t"	"Tsorau"	""	"store, cache, save up"
"3730"	"t"	"Tsorkel"	""	"storehouse<ca>(n.)"
"3731"	"t"	"Tsuk|-|"	""	"common<ca>(adj.)"
"3732"	"t"	"Tsulaya"	""	"amplitude"
"3733"	"t"	"Tsuri|-|"	""	"normal, regular, usual"
"3734"	"t"	"Tsuri-fna-krus"	""	"normal section"
"3735"	"t"	"Tsuri-kek"	""	"normal function"
"3736"	"t"	"Tsuri-khaf-vihish"	""	"normotension"
"3737"	"t"	"Tsuri-pa'ashtra"	""	"normal plane"
"3738"	"t"	"Tsuri-sagan"	""	"normal distribution"
"3739"	"t"	"Tsuri-shid"	""	"normal form"
"3740"	"t"	"Tsuri-su'us"	""	"regular number"
"3741"	"t"	"Tsuri-travek"	""	"normal group"
"3742"	"t"	"Tsuri-vo'ihn"	""	"normal equation"
"3743"	"t"	"Tsuri-vukharat"	""	"normal vector"
"3744"	"t"	"Tsuri-wehk-vla"	""	"regular polygon"
"3745"	"t"	"Tsuri-zehlanaya"	""	"regular sequence"
"3746"	"t"	"Tsuri-zek"	""	"normal order"
"3747"	"t"	"Tsurkan-, Tsurkanik"	""	"consistent"
"3748"	"t"	"Tu"	""	"you<ca>(after a vowel sound)"
"3749"	"t"	"Tu'ash"	""	"open<ca>(v.)"
"3750"	"t"	"Tu-Dzharok--(NGS)ï¿½"	""	"\"The Way of Jarok\"; mastery over \"The Inner Chorus\" by embracing emotion"
"3751"	"t"	"Tu-lan"	""	"Vulcan breathing exercise"
"3752"	"t"	"Tu-Surak--(NGS)ï¿½"	""	"\"The Way of Surak\""
"3753"	"t"	"Tuf"	""	"chest, thorax"
"3754"	"t"	"Tuf-has-tal"	""	"thoracic medicine"
"3755"	"t"	"Tuf-hinek"	""	"breast bone, sternum"
"3756"	"t"	"Tuf-wel"	""	"thoracic nerve"
"3757"	"t"	"Tuh"	""	"stack, pile, heap<ca>(n.)"
"3758"	"t"	"Tuhk"	""	"dent<ca>(n.)"
"3759"	"t"	"Tuhllar"	""	"contents"
"3760"	"t"	"Tuhsau"	""	"cross<ca>(v.)"
"3761"	"t"	"Tukh"	""	"material, stuff, substance"
"3762"	"t"	"Tum"	""	"count, tally<ca>(n.)"
"3763"	"t"	"Tum-nentu"	""	"abacus"
"3764"	"t"	"Tum-tor"	""	"count, add up, tally<ca>(v.)"
"3765"	"t"	"Tum-vel"	""	"computer"
"3766"	"t"	"Tumak"	""	"(computer) program"
"3767"	"t"	"Tumau"	""	"program<ca>(v.)"
"3768"	"t"	"Tun"	""	"care<ca>(n.)"
"3769"	"t"	"Tupa"	""	"lesson"
"3770"	"t"	"Tus-tor"	""	"load<ca>(v.)"
"3771"	"t"	"Tusa"	""	"weep<ca>(v.)"
"3772"	"t"	"Tushah"	""	"grieve"
"3773"	"t"	"Tushat"	""	"grief"
"3774"	"t"	"Tushetik"	""	"apprehensive<ca>(adj.)"
"3775"	"t"	"Tusla"	""	"cargo"
"3776"	"t"	"Tusla-masu-hali, Tusla-mashali"	""	"cargo ship, freighter"
"3777"	"t"	"Tusok"	""	"exercise<ca>(n.)"
"3778"	"t"	"Tuvel"	""	"matter<ca>(subject)"
"3779"	"t"	"Tuwak"	""	"recent"
"3780"	"t"	"Tvah"	""	"meaning<ca>(n.)"
"3781"	"t"	"Tvai"	""	"mean<ca>(v.)"
"3782"	"t"	"Tvau"	""	"swing<ca>(v.)"
"3783"	"t"	"Tvaya"	""	"swing<ca>(n.)"
"3784"	"t"	"Tvelkau"	""	"tune<ca>(v., radio, musical instrument, etc.)"
"3785"	"t"	"Tveshu"	""	"origin"
"3786"	"t"	"Tvi-, Tvik"	""	"inner, interior, internal<ca>(adj.)"
"3787"	"t"	"Tvi-dash"	""	"internal injury"
"3788"	"t"	"Tvi-ha-velik"	""	"in vivo"
"3789"	"t"	"Tvi-kaluk"	""	"inner ear"
"3790"	"t"	"Tvi-kovtra"	""	"mantle<ca>(geol.)"
"3791"	"t"	"Tvi-nafeklar"	""	"internal organs"
"3792"	"t"	"Tvi-samuyek"	""	"intercooler"
"3793"	"t"	"Tvi-sau-pi'nafek"	""	"endocrine gland"
"3794"	"t"	"Tvi-sau-tal"	""	"endocrinology"
"3795"	"t"	"Tvi-sau-torektra"	""	"endocrine system"
"3796"	"t"	"Tvi-shal--(TGV)ï¿½"	""	"chamber, room, atrium"
"3797"	"t"	"Tvi-shitik"	""	"in situ<ca>(med.)"
"3798"	"t"	"Tvi-stukh"	""	"interstice"
