"FRST_LETTER"	"fse"	"domain"	"vulcan"
"13626"	"s"	"Sculpt"	NA	"shid-shuk-tor"
"13627"	"s"	"Sculptor"	NA	"shid-tanafsu"
"13628"	"s"	"Sculpture"	NA	"shid-tanaf; shid-vel"
"13629"	"s"	"Scupper"	NA	"sahalit-smashau-razh"
"13630"	"s"	"Scurry"	"v."	"ipasahr-tor"
"13631"	"s"	"Scurvy"	"n."	"skuhrvi |has t'sihtruhs-yep-fam|"
"13632"	"s"	"Scuttle"	"v."	"lof-ne'hal-tor"
"13633"	"s"	"Scythe"	NA	"urokesor, yartinesh-mor"
"13634"	"s"	"Sea"	NA	"masutra"
"13635"	"s"	"Sea breeze"	NA	"masutra-pi'salan"
"13636"	"s"	"Sea cliff"	NA	"masutra-menal"
"13637"	"s"	"Sea cock"	NA	"vukh-spunek"
"13638"	"s"	"Sea level"	NA	"masutra-vok"
"13639"	"s"	"Sea level rise"	NA	"masutra-vok-shen"
"13640"	"s"	"Sea monster"	"myth."	"masutral'esk"
"13641"	"s"	"The Sea of Japan"	NA	"Nipan-Masutra"
"13642"	"s"	"Sea serpent"	"myth."	"masutra-vashraluk"
"13643"	"s"	"Seaborgium"	NA	"leh-dah-tukh"
"13644"	"s"	"Seafloor"	NA	"masutra-tol"
"13645"	"s"	"Seal"	NA	"fen(n.), fen-tor(v.); fen-vel(item used on sealing wax or clay)"
"13646"	"s"	"Sealant"	NA	"fen-tukh"
"13647"	"s"	"Sealed"	"adj."	"fenyan-, fenyanik"
"13648"	"s"	"Sealing wax"	NA	"fen-fnath"
"13649"	"s"	"Seam"	"n."	"fenul"
"13650"	"s"	"Seaman"	NA	"masutrasu"
"13651"	"s"	"Seamount"	NA	"masutra-kunel"
"13652"	"s"	"Seamster"	NA	"sa-ogsu"
"13653"	"s"	"Seamstress"	NA	"ko-ogsu"
"13654"	"s"	"S_ance"	NA	"tevanu-shoretan"
"13655"	"s"	"Seaplane"	NA	"masutra-sov-hashek, masutra-sov-hali"
"13656"	"s"	"Search"	NA	"psthan(n.), pstha(v.)"
"13657"	"s"	"Search and rescue "	"SAR"	"psthan heh korsaya"
"13658"	"s"	"Searchlight"	NA	"psthan-ha'gelet"
"13659"	"s"	"Seashell"	NA	"masutra-fo"
"13660"	"s"	"Seashore"	NA	"masutra-gef"
"13661"	"s"	"Seasick, Sea-sick"	NA	"masutra-has-bosh"
"13662"	"s"	"Seasickness, Sea-sickness"	NA	"masutra-has-mar"
"13663"	"s"	"Season"	"n."	"tevun-yonuk(1/4 of the year); wak-krus(period of time)"
"13664"	"s"	"Seat"	"n."	"ku-san(chair); shi'nukuyaya(part of clothing where one sits)"
"13665"	"s"	"Seated, to be"	"v."	"pukuyau"
"13666"	"s"	"Seawall"	NA	"masutra-temok"
"13667"	"s"	"Seawater"	"n."	"masutra-tukh"
"13668"	"s"	"Seaweed"	NA	"masutra-vedik"
"13669"	"s"	"Seaworthy"	NA	"masu|tra|-ek'maik"
"13670"	"s"	"Sebaceous"	NA	"wadi-thel'asu-, wadi-thel'asuyik"
"13671"	"s"	"Sebaceous cyst"	NA	"wadi-thel'asu-shaf"
"13672"	"s"	"Sebaceous gland"	NA	"wadi-thel'asu-pi'nafek"
"13673"	"s"	"Sebum"	NA	"wadi-thel'asu"
"13674"	"s"	"Secant"	NA	"weht-sfek-aus"
"13675"	"s"	"Secede"	NA	"sadahshau"
"13676"	"s"	"Secession"	NA	"sadahshaya"
"13677"	"s"	"Second"	NA	"dahr-, dah'rak(adj.); dah'veh(n.); mapi'wakru(time)"
"13678"	"s"	"Second base"	NA	"dahr-nen"
"13679"	"s"	"Second hand"	"clock/watch"	"mapi'wakru-elek"
"13680"	"s"	"Second Ka'Tann Conference"	NA	"Dahr-Teretarun t'Ka'Tann"
"13681"	"s"	"Secondary"	"adj."	"dahr-, dahrik"
"13682"	"s"	"Secondary command processor"	NA	"dahr-khartau-patorayek"
"13683"	"s"	"Secondary hull"	NA	"dahr-vukh"
"13684"	"s"	"Secondary mineral"	NA	"dahr-ek'tukh"
"13685"	"s"	"Secondary power grid"	NA	"dahr-tepul-vis"
"13686"	"s"	"Secondary structure"	NA	"thurai-velek"
"13687"	"s"	"Secrecy"	NA	"tsat'es"
"13688"	"s"	"Secret"	NA	"tsat-, tsatik(adj.); tsat(n.)"
"13689"	"s"	"Secret agent"	NA	"tsat-svisolaisu"
"13690"	"s"	"Secret identity"	NA	"tsat-sha'es"
"13691"	"s"	"Secret mission"	NA	"tsat-skrol"
"13692"	"s"	"Secret police"	NA	"tsat-to-mesksutra"
"13693"	"s"	"Secret Service"	NA	"Tsat-Dvintra"
"13694"	"s"	"Secret weapon"	NA	"tsat-wun"
"13695"	"s"	"Secretary"	NA	"zup-pi'shal-golsu(office assistant), kisev-golsu(keeper of correspondence/documents), spanekhartausu(gov't)"
"13696"	"s"	"Secretary general"	NA	"kharpa-kus-lansu"
"13697"	"s"	"Secretary of commerce"	NA	"pamahrtra-kus-lansu"
"13698"	"s"	"Secretary of defense"	NA	"fosh-kus-lansu"
"13699"	"s"	"Secretary of health"	NA	"muhl'es-kus-lansu"
"13700"	"s"	"Secretary of state"	NA	"shasol-kus-lansu"
"13701"	"s"	"Secretary of the air force"	NA	"kus-lansu t'sov-halitra"
"13702"	"s"	"Secretary of the army"	NA	"ask'er-kus-lansu"
"13703"	"s"	"Secretary of the interior"	NA	"solektra-kus-lansu"
"13704"	"s"	"Secretary of the navy"	NA	"masu'er-kus-lansu"
"13705"	"s"	"Secretary of the treasury"	NA	"odontra-kus-lansu"
"13706"	"s"	"Secrete"	NA	"sayuhgonau"
"13707"	"s"	"Secretion"	NA	"sayuhgonaya"
"13708"	"s"	"Sect"	NA	"kruvek"
"13709"	"s"	"Section"	"n."	"krus; fna-krus"
"13710"	"s"	"Sector"	NA	"krusat"
"13711"	"s"	"Secure"	NA	"shara-, sharaik(adj.), shar-tor(v.)"
"13712"	"s"	"Security"	NA	"shar'es"
"13713"	"s"	"Security armor"	NA	"shar-fo-wein"
"13714"	"s"	"Security camera"	NA	"shar'es-glayek"
"13715"	"s"	"Security clearance"	NA	"shar-kalal'es"
"13716"	"s"	"Security code"	NA	"shar-kiht"
"13717"	"s"	"Security guard"	NA	"shar'es-klashausu"
"13718"	"s"	"Security officer"	NA	"shar'es-lansu"
"13719"	"s"	"Security scan"	NA	"shar-glashaya"
"13720"	"s"	"Sedative"	NA	"mevok-tukh"
"13721"	"s"	"Sediment"	NA	"ne'ti-tukh"
"13722"	"s"	"Sedimentary rock"	NA	"ne'ti-kov"
"13723"	"s"	"See"	NA	"gla-tor"
"13724"	"s"	"Seed"	"n."	"nei"
"13725"	"s"	"Seedling"	NA	"kas-tehk"
"13726"	"s"	"Seek"	NA	"psau"
"13727"	"s"	"Seeker"	NA	"psausu"
"13728"	"s"	"Seem"	NA	"sauyau"
"13729"	"s"	"Seen, to be"	NA	"pugla-tor"
"13730"	"s"	"Seer"	NA	"fa-wak-glansu"
"13731"	"s"	"Segment"	NA	"krus"
"13732"	"s"	"Seiche"	NA	"ri-mashen-nawaflaya"
"13733"	"s"	"Seine"	NA	"ikun-vis"
"13734"	"s"	"Seismic"	"adj."	"solektra-hataya-, solektra-hutauk"
"13735"	"s"	"Seismic activity"	NA	"solektra-hataya-toran"
"13736"	"s"	"Seismic event"	NA	"solektra-hataya-pavek"
"13737"	"s"	"Seismic sea wave"	"tsunami"	"solektra-hutauk masutra-pral"
"13738"	"s"	"Seismicity"	NA	"solektra-hutau'es"
"13739"	"s"	"Seismogram"	NA	"solektra-hutaya-besan"
"13740"	"s"	"Seismograph"	NA	"solektra-hutaya-besek"
"13741"	"s"	"Seismologist"	NA	"solektra-hutaya-talsu"
"13742"	"s"	"Seismology"	NA	"solektra-hutaya-tal"
"13743"	"s"	"Seismometer"	NA	"solektra-hutaya-thonek"
"13744"	"s"	"Seize"	NA	"zebraskau"
"13745"	"s"	"Seizure"	"med."	"mahai"
"13746"	"s"	"Seldonite microfiber"	NA	"numo-slah t'seldon-tukh"
"13747"	"s"	"Select"	"v."	"dvel-tor"
"13748"	"s"	"Selection"	NA	"dvel"
"13749"	"s"	"Selection panel"	NA	"dvel-math"
"13750"	"s"	"Selection pressure"	NA	"dvel-vihish"
"13751"	"s"	"Selector"	NA	"dvelek"
"13752"	"s"	"Selenium"	NA	"volak-tukh"
"13753"	"s"	"Selenology"	NA	"aikum-tal"
"13754"	"s"	"Self"	NA	"shai"
"13755"	"s"	"Self-contained breathing apparatus "	"SCBA"	"tikop-esh-zuvel |TEZ|"
"13756"	"s"	"Self-contained underwater breathing apparatus "	"SCUBA"	"tikopik nemasu-esh-zuvel |TNEZ|"
"13757"	"s"	"Self-control"	NA	"shaula"
"13758"	"s"	"Self-defense"	"n."	"shai-fosh"
"13759"	"s"	"Self-destruct"	"n."	"shai-vashaya"
"13760"	"s"	"Self-destruct system"	NA	"shai-vashau-torektra"
"13761"	"s"	"Self-fertilization"	NA	"shai-vikantaya"
"13762"	"s"	"Self-pollination"	NA	"shai-kas-vikantaya"
"13763"	"s"	"Self-replicating mine"	NA	"shai-nel'ashauk ip-thorshek"
"13764"	"s"	"Self-rule"	NA	"shai-abukhaya"
"13765"	"s"	"Self-sacrifice"	"n."	"shai-oslauvolaya"
"13766"	"s"	"Self-sustaining holo-emitter"	NA	"shai-potunik reh-bikuv-sayek"
"13767"	"s"	"Sell"	NA	"makau"
"13768"	"s"	"Semen"	NA	"sa-nei-masu"
"13769"	"s"	"Semicircle"	NA	"ulef-da-kuv"
"13770"	"s"	"Semiconductor"	"n."	"ulef-spayek"
"13771"	"s"	"Seminal vesicle"	NA	"pi'nafek t'sa-nei-masu"
"13772"	"s"	"Seminiferous tubule"	NA	"sa-nei-pi'mev"
"13773"	"s"	"Senate"	NA	"abu-tospanakel"
"13774"	"s"	"Senator"	NA	"ko-abu-tospanakelsu(female), sa-abu-tospanakelsu(male)"
"13775"	"s"	"Send"	NA	"satau"
"13776"	"s"	"Seneschal"	NA	"te'kelek-ekhartausu"
"13777"	"s"	"Sensation"	NA	"kashan"
"13778"	"s"	"Sense"	NA	"kash-ral(n.); kash-tor(v.)"
"13779"	"s"	"Sensitivity"	NA	"kashov'es"
"13780"	"s"	"Sensitize"	NA	"kashovau"
"13781"	"s"	"Sensor"	NA	"kashek"
"13782"	"s"	"Sensor array"	NA	"kashek-zehlaya"
"13783"	"s"	"Sensor feed"	NA	"kashek-yemek"
"13784"	"s"	"Sensor focusing coil"	NA	"kashek-thakau-pakuv"
"13785"	"s"	"Sensor log"	NA	"kashek-faikunap"
"13786"	"s"	"Sensory nerve"	NA	"kash-ral-wel"
"13787"	"s"	"Sentence"	"n., grammar"	"zhit-bal"
"13788"	"s"	"Sentinel, Sentry"	NA	"paluklashnausu(person), paluklashnayek(thing)"
"13789"	"s"	"Sepal"	NA	"svai-mor"
"13790"	"s"	"Separate"	NA	"k'wuhli; dahshauk(adj.); dahshau(v.)"
"13791"	"s"	"Separation"	NA	"dahshaya"
"13792"	"s"	"Separatist"	"n."	"dahshaunsu"
"13793"	"s"	"Separator"	NA	"dahshayek"
"13794"	"s"	"Septagon"	NA	"steh-vla"
"13795"	"s"	"Septahedron"	NA	"steh-muk"
"13796"	"s"	"Septet"	NA	"stehek"
"13797"	"s"	"Septic tank"	NA	"guhsh-masu-skautuhlek"
"13798"	"s"	"Septicemia"	NA	"khaf-gisaman"
"13799"	"s"	"Septum"	NA	"temok"
"13800"	"s"	"Septuplet"	NA	"t'stehsu"
"13801"	"s"	"Sequence"	NA	"zehlanaya(n.), zehlanau(v.)"
"13802"	"s"	"Sequencer"	NA	"zehlanayek"
"13803"	"s"	"Serenity"	NA	"hayal'es"
"13804"	"s"	"Serf"	NA	"sol'zhusu"
"13805"	"s"	"Sergeant"	"army/marines/police"	"traveksu"
"13806"	"s"	"Sergeant, First"	NA	"dah-traveksu"
"13807"	"s"	"Sergeant, Gunnery"	NA	"wuh-traveksu"
"13808"	"s"	"Sergeant, Master"	NA	"reh-traveksu"
"13809"	"s"	"Sergeant, Platoon"	NA	"nen-traveksu"
"13810"	"s"	"Sergeant, Staff"	NA	"wuh-traveksu"
"13811"	"s"	"Sergeant, Technical"	NA	"mish-traveksu"
"13812"	"s"	"Sergeant Major"	NA	"keh-traveksu"
"13813"	"s"	"Serial killer"	NA	"weizehl-stausu"
"13814"	"s"	"Series"	NA	"weizehl(sequence); zehl-gluvaya(episodic show)"
"13815"	"s"	"Serious"	NA	"khat-, khatik"
"13816"	"s"	"Sermon"	NA	"dvaribenan"
"13817"	"s"	"Serpent"	NA	"oluhk"
"13818"	"s"	"Serrated"	NA	"zudlar-shidik"
"13819"	"s"	"Serum"	NA	"nen-khaf-masu(anat.), tormasu(all else)"
"13820"	"s"	"Servant"	NA	"dvinsu"
"13821"	"s"	"Serve"	"v."	"dvin-tor"
"13822"	"s"	"Service"	"n."	"dvin(providing something to); van-tu(church)"
"13823"	"s"	"Service entrance"	NA	"dvin-svin"
"13824"	"s"	"Servo-mechanism"	NA	"dvin-tor-vel"
"13825"	"s"	"Sesamoid bone"	NA	"mal-nef-hinek"
"13826"	"s"	"Sesquiplane"	NA	"dah-rala-hali k'weh-pi nuk-rala"
"13827"	"s"	"Set"	"n."	"eku(collection, group); ek'perskaf(filming location)"
"13828"	"s"	"Set"	"v."	"tev-tor(as the sun); dvolau(adjust)"
"13829"	"s"	"Set of tools"	NA	"raul-eku"
"13830"	"s"	"Setting"	"n."	"dvolaya(electr., mech.); shitun(gemology)"
"13831"	"s"	"Settle"	NA	"fiferhanau"
"13832"	"s"	"Settlement"	NA	"shi'fiferhanaun"
"13833"	"s"	"Settler"	NA	"fiferhanausu"
"13834"	"s"	"Seven"	NA	"steh|kuh|; steh-"
"13835"	"s"	"Seventeen"	NA	"leh-steh; leh-steh-"
"13836"	"s"	"Seventeenth"	NA	"leh-stehr-, leh-steh'rak(adj.); leh-steh'veh(n.)"
"13837"	"s"	"Seventh"	NA	"stehr-, steh'rak(adj.); steh'veh(n.)"
"13838"	"s"	"Seventieth"	NA	"steh-lehr-, steh-leh'rak(adj.); steh-leh'veh(n.)"
"13839"	"s"	"Seventy"	NA	"steh-leh; steh-leh-"
"13840"	"s"	"Several"	NA	"pohl|-|"
"13841"	"s"	"Several people"	NA	"wuhslu(anc.)"
"13842"	"s"	"Severe"	"adj."	"wahdzh-, wahdzhik"
"13843"	"s"	"Severe thunderstorm"	NA	"wahdzh-rahm-sahriv"
"13844"	"s"	"Sew"	NA	"og-tor"
"13845"	"s"	"Sewage"	NA	"guhsh-masu"
"13846"	"s"	"Sewer"	NA	"guhsh-masu-mevtra"
"13847"	"s"	"Sewer main"	NA	"guhsh-masu-ek'mev"
"13848"	"s"	"Sewing kit"	NA	"og-lesk"
"13849"	"s"	"Sewing machine"	NA	"og-vel"
"13850"	"s"	"Sex"	"n., gender"	"guv"
"13851"	"s"	"Sex chromosome"	NA	"guv-toltra"
"13852"	"s"	"Sex hormone"	NA	"guv-dau-tukh"
"13853"	"s"	"Sextant"	NA	"sheh'nuk-thonek"
"13854"	"s"	"Sextet"	NA	"shehek"
"13855"	"s"	"Sextuplet"	NA	"t'shehsu"
"13856"	"s"	"Sexual dimorphism"	NA	"guv-dah-shid'es"
"13857"	"s"	"Sexual discrimination"	NA	"guv-sakathilaya"
"13858"	"s"	"Sexual favors"	NA	"dihrf"
"13859"	"s"	"Sexual harassment"	NA	"guv-smertaya"
"13860"	"s"	"Sexual predator"	NA	"guv-skyemausu"
"13861"	"s"	"Sexual reproduction"	NA	"guv-kanashivaya"
"13862"	"s"	"Shackle"	NA	"moos(n.); moos-tor(v.)"
"13863"	"s"	"Shade"	NA	"duvek(n.); duv-tor(v.)"
"13864"	"s"	"Shadow"	"n."	"duv"
"13865"	"s"	"Shadowgraph"	NA	"el'ru-duv-glakuv"
"13866"	"s"	"Shadowgrapher"	NA	"el'ru-duv-tanafsu"
"13867"	"s"	"Shadowgraphy"	NA	"el'ru-duv-tanaf"
"13868"	"s"	"Shady"	"adj."	"duvyan-, duvyanik"
"13869"	"s"	"Shaggy"	NA	"wu-isachyal-, wu-isachyalik"
"13870"	"s"	"Shake"	NA	"hutaya(n.); hutau(v.)"
"13871"	"s"	"Shake hands"	NA	"el'ru-hutau"
"13872"	"s"	"Shaky"	"adj."	"hutayan-, hutayanik"
"13873"	"s"	"Shale"	NA	"tin-kov"
"13874"	"s"	"Shall"	NA	"dungi|-|"
"13875"	"s"	"Shallow"	"adj."	"gan|-|"
"13876"	"s"	"Shaman"	NA	"haseretsu"
"13877"	"s"	"Shame"	"n."	"mesh"
"13878"	"s"	"Shape"	"n."	"shid"
"13879"	"s"	"Shape-shifter"	NA	"shid-rubahek(non-sentient), shid-rubahsu(sentient)"
"13880"	"s"	"Share"	NA	"vuhrgwaya(n.), vuhrgwau(v.)"
"13881"	"s"	"Shark"	NA	"shark"
"13882"	"s"	"Shark repellent"	NA	"shark-sakwisatau-tukh"
"13883"	"s"	"Sharp"	"honed"	"nas-, nasik"
"13884"	"s"	"Sharpen"	NA	"nas-tor"
"13885"	"s"	"Sharpener"	NA	"nasek"
"13886"	"s"	"Sharpshooter"	NA	"naa-pohshausu"
"13887"	"s"	"Shatter"	NA	"zarahk-tor"
"13888"	"s"	"Shave"	"v."	"hohl-tor"
"13889"	"s"	"Shaver"	"device"	"hohlek"
"13890"	"s"	"Shaving cream"	NA	"hohl-krim"
"13891"	"s"	"Shear"	"meteor., aero."	"eitaya(n.), eitau(v.)"
"13892"	"s"	"Shears"	"n."	"ras-el'neshek"
"13893"	"s"	"Shed"	NA	"tsor-veli-kel(n., structure); foshuhl(v., anc.)"
"13894"	"s"	"Shedding"	"n."	"fosha"
"13895"	"s"	"Sheen"	NA	"grak"
"13896"	"s"	"Sheep"	NA	"ship|lar|"
"13897"	"s"	"Sheet"	NA	"thalv(anc.)"
"13898"	"s"	"Sheet music"	NA	"thalv-ralash-tanaf"
"13899"	"s"	"Shelf"	NA	"nef"
"13900"	"s"	"Shelf ice"	NA	"izh-le-suma"
"13901"	"s"	"Shell"	"n."	"fo(egg, etc.); mopoh(weaponry)"
"13902"	"s"	"Shellac"	NA	"shelahk(n.), shelahk-tor(v.)"
"13903"	"s"	"Shelter"	NA	"rau-nol(n.), rau-tor(v.)"
"13904"	"s"	"Shepherd"	NA	"ship-fulagsu(person), ship-fulagfa(dog); treit-fulagsu(leader of others)"
"13905"	"s"	"Shepherd moon"	NA	"mokuv-aikum"
"13906"	"s"	"Sheriff"	NA	"to-gav-feihan"
"13907"	"s"	"Sheriff's department"	NA	"ekebi t'to-gav-feihan"
"13908"	"s"	"Sheriff's deputy"	NA	"neto-gav-feihan"
"13909"	"s"	"Sheriff's station"	NA	"laskat t'ekebi t'to-gav-feihan"
"13910"	"s"	"Shield"	"n."	"fo-dan(anc.)"
"13911"	"s"	"Shield emitter"	NA	"fo-dan-sayek"
"13912"	"s"	"Shielding"	NA	"fo-danan"
"13913"	"s"	"Shift"	NA	"izaya(n.), izau(v.)"
"13914"	"s"	"Shifter"	NA	"izayek"
"13915"	"s"	"Shilling"	NA	"shihling"
"13916"	"s"	"Shin"	NA	"ne-mal"
"13917"	"s"	"Shin bone"	NA	"ne-mal-hinek"
"13918"	"s"	"Shine"	NA	"graya(n.), grau(v.)"
"13919"	"s"	"Shingle"	"n."	"kambus"
"13920"	"s"	"Shiny"	NA	"grayik"
"13921"	"s"	"Ship"	NA	"masu-hali(n., TGV), mashali(n., MGV)|MH|; baihalisatau(v.)"
"13922"	"s"	"Ship's doctor/surgeon"	NA	"hassu t'MH"
"13923"	"s"	"Ship's nurse"	NA	"has-golsu t'MH, has-gol'nevsu t'MH"
"13924"	"s"	"Shipbuilder"	NA	"masu-hali-torvausu(TGV), mashali-torvausu(MGV)|MH-torvausu|"
"13925"	"s"	"Shipfitter"	NA	"MH-ek'zupsu"
"13926"	"s"	"Shipmaster"	NA	"hali-trensu"
"13927"	"s"	"Shipmate"	NA	"hali-katravahsu"
"13928"	"s"	"Shipping container"	NA	"baihalisatau-tuhlek"
"13929"	"s"	"Shipping line"	NA	"MH-krozhak"
"13930"	"s"	"Shipwreck"	"n."	"masu-hali-kwuhsh(TGV), mashali-kwuhsh(MGV)"
"13931"	"s"	"Shipwright"	NA	"masu-hali-torsu(TGV), mashali-torsu(TGV)|MH-torsu|"
"13932"	"s"	"Shipyard"	NA	"shi'masu-hali-torvaya(TGV), shi'mashali-torvaya(MGV)"
"13933"	"s"	"Shirt"	NA	"sav'el"
"13934"	"s"	"Shoal"	NA	"ne'ti-hoknaya"
"13935"	"s"	"Shock"	NA	"kolaya(n.); kolau(v.)"
"13936"	"s"	"Shock absorber"	NA	"kolaya-viseshayek"
"13937"	"s"	"Shock wave"	NA	"kolau-pral"
"13938"	"s"	"Shoe"	"n."	"ash'el, ash-vel (obs.)"
"13939"	"s"	"Shoe horn, Shoeing horn"	NA	"ash'el-naseshau-vel"
"13940"	"s"	"Shoe lace"	NA	"ash'el-elakh"
"13941"	"s"	"Shoe style"	NA	"ash'el-kuhz"
"13942"	"s"	"Shoe tree"	NA	"ash'el-lapek"
"13943"	"s"	"Shoemaker"	NA	"ash'el-torsu"
"13944"	"s"	"Shoot"	"v."	"pohshau"
"13945"	"s"	"Shoot down"	NA	"nupohshau"
"13946"	"s"	"Shooter"	NA	"pohshausu"
"13947"	"s"	"Shooting range"	NA	"pohshau-wu-shal"
"13948"	"s"	"Shooting victim"	NA	"pohshal-kyesu"
"13949"	"s"	"Shootout"	"n."	"epa-pohshaya"
"13950"	"s"	"Shop"	NA	"klep-kel(n.); klepovau(v.)"
"13951"	"s"	"Shopkeeper"	NA	"klei-kelsu"
"13952"	"s"	"Shoplift"	NA	"mahr-vazgau"
"13953"	"s"	"Shoplifter"	NA	"mahr-vazgausu"
"13954"	"s"	"Shoplifting"	NA	"mahr-vazgaun"
"13955"	"s"	"Shopping mall"	NA	"wehk-ramakurai"
"13956"	"s"	"Shore"	"n."	"gef"
"13957"	"s"	"Shore leave"	NA	"sahali-el-wak"
"13958"	"s"	"Shoreline"	NA	"gef-zehl"
"13959"	"s"	"Shoring"	"n."	"nushau-fo-danan |na'zehl-razhlar heh van-razhlar|"
"13960"	"s"	"Short"	"adj."	"pen|-|"
"13961"	"s"	"Short-term"	"adj."	"pen'nil-, pen'nilik"
"13962"	"s"	"Short-term memory"	NA	"pen'nil-vokaya"
"13963"	"s"	"Short-wave radio"	NA	"pen-pral-sauribayek"
"13964"	"s"	"Shortage"	NA	"penak"
"13965"	"s"	"Shortcut"	"n."	"pamutau-yut"
"13966"	"s"	"Shorten"	NA	"pen-tor"
"13967"	"s"	"Shot"	"n."	"pohshaya(act of shooting); poh(pellet)"
"13968"	"s"	"Shotgun"	NA	"poh-pohshayek(TGV), poh-pohshek(MGV)"
"13969"	"s"	"Shoulder"	"n."	"tipan"
"13970"	"s"	"Shoulder blade"	NA	"tipan-hinek"
"13971"	"s"	"Shoulder harness"	NA	"tipan-kuzhet"
"13972"	"s"	"Shoulder holster"	NA	"el'ru-pohshayek-mesk t'tipan(TGV), el'ru-pohshek-mesk t'tipan(MGV)"
"13973"	"s"	"Shoulder pad"	NA	"tipan-klash"
"13974"	"s"	"Shoulder strap"	NA	"tipan-zhel"
"13975"	"s"	"Shout"	NA	"saul(n.), saul-tor(v.)"
"13976"	"s"	"Shovel"	NA	"hilek(n.), hilekau(v.)"
"13977"	"s"	"Show"	NA	"gluvaya(n.), gluvau(v.)"
"13978"	"s"	"Shower"	"n."	"mashulayek(washing); pen-tevan(rain)"
"13979"	"s"	"Shower curtain"	NA	"mashulayek-skahan"
"13980"	"s"	"Shower head"	NA	"mashulayek-saplayek"
"13981"	"s"	"Shrapnel"	NA	"thorsh-karf"
"13982"	"s"	"Shred"	NA	"tresahk-tor"
"13983"	"s"	"Shredder"	NA	"tresahk-vel"
"13984"	"s"	"Shrine"	NA	"oshi"
"13985"	"s"	"Shrink"	"v."	"piyau"
"13986"	"s"	"Shrub"	NA	"labah"
"13987"	"s"	"Shrunken head"	NA	"piyal-patam"
"13988"	"s"	"Shuffle"	"cards"	"panoprish(n., panoprish-tor(v."
"13989"	"s"	"Shut"	NA	"ikapal-, ikapalik(adj.); ikap-tor(v.)"
"13990"	"s"	"Shut down"	"v."	"ek'ipehkau"
"13991"	"s"	"Shutdown"	"n."	"ek'ipehkaya"
"13992"	"s"	"Shutter"	"n."	"fo-wein(cover); krani-fo-wein(window); ha'wein(camera)"
"13993"	"s"	"Shuttle"	"craft"	"shan-hali"
"13994"	"s"	"Shuttle"	"craft"	"shan-hali-sutauk"
"13995"	"s"	"Shuttle"	"craft"	"hali-kel t'shan-halilar"
"13996"	"s"	"Shuttlepod"	NA	"pi'shan-hali"
"13997"	"s"	"Shy"	NA	"fusik"
"13998"	"s"	"Sibling"	NA	"kaisu"
"13999"	"s"	"Sick"	"adj."	"has-bosh|-|"
"14000"	"s"	"Sickbay"	NA	"has-sutauk"
"14001"	"s"	"Sicker"	"adj."	"weh-has-bosh"
"14002"	"s"	"Sickest"	"adj."	"dan-has-bosh"
"14003"	"s"	"Sickle"	NA	"el'urokesor"
"14004"	"s"	"Sickness"	NA	"has-mar"
"14005"	"s"	"Side"	"n."	"vla"
"14006"	"s"	"Side-wheeler"	NA	"vla-halek-mashali"
"14007"	"s"	"Sidearm"	NA	"vla-wun"
"14008"	"s"	"Sidecar"	NA	"vla-pi'hali"
"14009"	"s"	"Sidereal time"	NA	"yel-wak"
"14010"	"s"	"Siderite"	NA	"sovnol-reh-eshu t'shek-tukh"
"14011"	"s"	"Sidewalk"	NA	"vla-yut"
"14012"	"s"	"Sideways"	NA	"vla'le"
"14013"	"s"	"Siding"	"n."	"vla-wein(general term), vla-shefek-yut(railroad)"
"14014"	"s"	"Siege"	"n."	"tvifostan"
"14015"	"s"	"Siege tower"	NA	"tvifostan-kispek"
"14016"	"s"	"Sieve"	NA	"kol'wihfelek"
"14017"	"s"	"Sight"	"n."	"glan"
"14018"	"s"	"Sight rule"	"surveying"	"dah-glanekik pa'ash-pasu-skothonek"
"14019"	"s"	"Sighting"	NA	"glanan"
"14020"	"s"	"Sign"	"n."	"glat"
"14021"	"s"	"Sign language"	NA	"el'ru-gen-lis"
"14022"	"s"	"Signal"	NA	"glantokaya(n.), glantokau(v.); glantokayek(n., device)"
"14023"	"s"	"Signal beacon"	NA	"glantokau-glaribek"
"14024"	"s"	"Signal flag"	NA	"glantokau-haifan"
"14025"	"s"	"Signal generator"	NA	"glantokau-ferek"
"14026"	"s"	"Signal light"	NA	"glantokau-ha'gelet"
"14027"	"s"	"Signal rocket"	NA	"glantokau-yon-hashek"
"14028"	"s"	"Signal subprocessor"	NA	"glantokau-ne-patorayek"
"14029"	"s"	"Signal-to-noise ratio "	"SNR"	"glantokaya-ralash-tavat"
"14030"	"s"	"Silence"	"n."	"ralash-fam'es"
"14031"	"s"	"Silencer"	NA	"ralash-famek"
"14032"	"s"	"Silent"	"adj."	"ralash-fam-, ralash-famik"
"14033"	"s"	"Silica"	NA	"mazhu"
"14034"	"s"	"Silicification"	NA	"mazhutaya"
"14035"	"s"	"Silicified wood"	NA	"mazhutal-lapan"
"14036"	"s"	"Silicify"	NA	"mazhutau"
"14037"	"s"	"Silicon"	NA	"mazhiv-tukh"
"14038"	"s"	"Silk"	NA	"sihlk(VTW)"
"14039"	"s"	"Sill"	NA	"shal-zul-kov(geol.); sku(window)"
"14040"	"s"	"Silly"	"adj."	"bahst-, bahstik"
"14041"	"s"	"Silt"	"n."	"kitek"
"14042"	"s"	"Silurian Period"	NA	"Sailuriatik Wak-Krus |t'Terra|"
"14043"	"s"	"Silver"	NA	"haul-kur(color); haul-tukh(metal)"
