"FRST_LETTER"	"vulcan"	"variety"	"pos"	"croftian_crossling_concepts"	"fse"
"3267"	"s"	"Stek "	"MGV"	"n."	"OBJ.CONC"	"clamp"
"3268"	"s"	"Stivan "	"MGV"	"n."	"OBJ.CONC"	"phenomenon"
"3269"	"s"	"Stonal "	"MGV"	"n."	"OBJ.CONC"	"(musical) horn"
"3270"	"s"	"Stonn "	"MGV"	"n."	"OBJ.CONC"	"animal horn, antler"
"3271"	"s"	"Stor-, Storik "	"MGV"	"adj."	"PROP.CONC"	"developed"
"3272"	"s"	"Storau "	"MGV"	"v."	"ACT.CONC"	"develop"
"3273"	"s"	"Storaya "	"MGV"	"n."	"OBJ.CONC"	"development"
"3274"	"s"	"Storil|-| "	"MGV"	"adj."	"PROP.CONC"	"advanced"
"3275"	"s"	"Stron "	"MGV"	"n."	"OBJ.CONC"	"escape"
"3276"	"s"	"Stron-tor "	"MGV"	"v."	"ACT.CONC"	"escape"
"3277"	"s"	"Stron-threshan "	"MGV"	"n."	"OBJ.CONC"	"escape velocity"
"3278"	"s"	"Stron-thro-svep "	"MGV"	"n."	"OBJ.CONC"	"escape hatch"
"3279"	"s"	"Stronsu "	"MGV"	"n."	"OBJ.CONC"	"escapee"
"3280"	"s"	"Stukh "	"MGV"	"n."	"OBJ.CONC"	"(outer) space"
"3281"	"s"	"Stukh-hali "	"MGV"	"n."	"OBJ.CONC"	"spacecraft, spaceship"
"3282"	"s"	"Stukh-hash "	"MGV"	"n."	"OBJ.CONC"	"spaceflight"
"3283"	"s"	"Stukh-laskat "	"MGV"	"n."	"OBJ.CONC"	"space station"
"3284"	"s"	"Stukh-saikhut "	"MGV"	"n."	"OBJ.CONC"	"spacesuit"
"3285"	"s"	"Stukh-shan-hali "	"MGV"	"n."	"OBJ.CONC"	"space shuttle"
"3286"	"s"	"Stukhtra "	"MGV"	"n."	"OBJ.CONC"	"universe"
"3287"	"s"	"Su'el-tor "	"MGV"	"v."	"ACT.CONC"	"emancipate"
"3288"	"s"	"Su'elan "	"MGV"	"n."	"OBJ.CONC"	"emancipation"
"3289"	"s"	"Su'elsu "	"MGV"	"n."	"OBJ.CONC"	"emancipator"
"3290"	"s"	"Su'us "	"MGV"	"n."	"OBJ.CONC"	"number"
"3291"	"s"	"Su-lak "	"MGV"	"n."	"OBJ.CONC"	"third party (person)"
"3292"	"s"	"Su-plisek "	"MGV"	"n."	"OBJ.CONC"	"hang glider"
"3293"	"s"	"Sudef "	"MGV"	"n."	"OBJ.CONC"	"womb, uterus"
"3294"	"s"	"Sudef t'Yon "	"MGV"	"n."	"OBJ.CONC"	"'The Womb of Fire'"
"3295"	"s"	"Sufnuvau "	"MGV"	"v."	"ACT.CONC"	"abhor, detest, loathe"
"3296"	"s"	"Suk, Suk' "	"MGV"	"adj."	"PROP.CONC"	"big, large"
"3297"	"s"	"Suk-payon "	"MGV"	"n."	"OBJ.CONC"	"inferno"
"3298"	"s"	"Sukhlop "	"MGV"	"n."	"OBJ.CONC"	"statue"
"3299"	"s"	"Sunil"	"anc."	"n."	"OBJ.CONC"	"pan"
"3300"	"s"	"Sura'Kahr "	"MGV"	"n."	"OBJ.CONC"	"a Vulcan city"
"3301"	"s"	"Sut "	"MGV"	"n."	"OBJ.CONC"	"ache"
"3302"	"s"	"Sutor-, Sutorik "	"MGV"	"adj."	"PROP.CONC"	"artificial"
"3303"	"s"	"Sutor-aikum "	"MGV"	"n."	"OBJ.CONC"	"artificial satellite"
"3304"	"s"	"Sutor-kash-tok'es "	"MGV"	"n."	"OBJ.CONC"	"artificial intelligence (AI)"
"3305"	"s"	"Sutor-nu-seshan "	"MGV"	"n."	"OBJ.CONC"	"artificial gravity"
"3306"	"s"	"Sutorik kapol-nafek "	"MGV"	"n."	"OBJ.CONC"	"artificial kidney"
"3307"	"s"	"Sutorik khaf-spol "	"MGV"	"n."	"OBJ.CONC"	"artificial heart"
"3308"	"s"	"Sutorik sa-neitaya "	"MGV"	"n."	"OBJ.CONC"	"artificial insemination"
"3309"	"s"	"Sutra "	"MGV"	"n."	"OBJ.CONC"	"crew, staff, faculty"
"3310"	"s"	"Sutravek "	"MGV"	"n."	"OBJ.CONC"	"team"
"3311"	"s"	"Suus Mahna"	"anc."	"n."	"OBJ.CONC"	"a Vulcan martial art discipline which takes years to master"
"3312"	"s"	"Suyu "	"MGV"	"n."	"OBJ.CONC"	"crew, faculty, personnel"
"3313"	"s"	"Sva' "	"MGV"	"prep."	"SITU.MOD"	"between"
"3314"	"s"	"Svai "	"MGV"	"n."	"OBJ.CONC"	"flower"
"3315"	"s"	"Svai-zehlausu "	"MGV"	"n."	"OBJ.CONC"	"floral arranger"
"3316"	"s"	"Svai-zhuksu "	"MGV"	"n."	"OBJ.CONC"	"florist"
"3317"	"s"	"Svail "	"MGV"	"n."	"OBJ.CONC"	"fragrance"
"3318"	"s"	"Svailik "	"MGV"	"n."	"OBJ.CONC"	"fragrant"
"3319"	"s"	"Sval "	"MGV"	"n."	"OBJ.CONC"	"lesion"
"3320"	"s"	"Svekh "	"MGV"	"n."	"OBJ.CONC"	"cartridge"
"3321"	"s"	"Svep "	"MGV"	"n."	"OBJ.CONC"	"door"
"3322"	"s"	"Svi' "	"MGV"	"prep."	"SITU.MOD"	"among, in (the midst of)"
"3323"	"s"	"Svi'udish "	"MGV"	"adj."	"PROP.CONC"	"inside, internal"
"3324"	"s"	"Svi-shau "	"MGV"	"v."	"ACT.CONC"	"interrupt"
"3325"	"s"	"Svi-tor "	"MGV"	"v."	"ACT.CONC"	"enter"
"3326"	"s"	"Svi-wak "	"MGV"	"n."	"OBJ.CONC"	"interval"
"3327"	"s"	"Svik-tor "	"MGV"	"v."	"ACT.CONC"	"betray"
"3328"	"s"	"Svitan "	"MGV"	"n."	"OBJ.CONC"	"center, middle, core"
"3329"	"s"	"Svitasunezh "	"MGV"	"n."	"OBJ.CONC"	"club, group, association, membership"
"3330"	"s"	"Svizh-tor "	"MGV"	"v."	"ACT.CONC"	"pause"
"3331"	"s"	"Swana "	"MGV"	"n."	"OBJ.CONC"	"a rare and precious item"
"3332"	"t"	"T'an"	"anc."	"n."	"OBJ.CONC"	"rod used in kal-toh puzzle"
"3333"	"t"	"T'dahsu "	"MGV"	"n."	"OBJ.CONC"	"twin"
"3334"	"t"	"T'forti "	"MGV"	"adv."	"ACT.CONC.MOD"	"finally"
"3335"	"t"	"T'hai'la"	"NGS"	"n."	"OBJ.CONC"	"t'hy'la', someone like a brother, very close/intimate friend, lover"
"3336"	"t"	"T'kausu "	"MGV"	"n."	"OBJ.CONC"	"quintuplet"
"3337"	"t"	"T'kehsu "	"MGV"	"n."	"OBJ.CONC"	"quadruplet"
"3338"	"t"	"T'Khasi "	"MGV"	"n."	"OBJ.CONC"	"the native name for the Vulcan homeworld"
"3339"	"t"	"T'Khut "	"MGV"	"n."	"OBJ.CONC"	"a name for the twin world of T'Khasi"
"3340"	"t"	"T'Lai-tukh "	"MGV"	"n."	"OBJ.CONC"	"zirconium"
"3341"	"t"	"T'Lokan "	"MGV"	"n."	"OBJ.CONC"	"see \Sadahshaya t'Lokan\\\\"\""
"3342"	"t"	"T'rehsu "	"MGV"	"n."	"OBJ.CONC"	"triplet"
"3343"	"t"	"T'Rukh "	"MGV"	"n."	"OBJ.CONC"	"a name for the twin world of T'Khasi"
"3344"	"t"	"T'Rukhemai "	"MGV"	"n."	"OBJ.CONC"	"a name for T'Rukh's moon"
"3345"	"t"	"T'san s'at"	"NGS"	"n."	"OBJ.CONC"	"a process of eliminating emotions"
"3346"	"t"	"T'shehsu "	"MGV"	"n."	"OBJ.CONC"	"sextuplet"
"3347"	"t"	"T'stehsu "	"MGV"	"n."	"OBJ.CONC"	"septuplet"
"3348"	"t"	"Ta"	"MGV"	"pron."	"OBJ.CONC"	"that, which, who (not a question word)"
"3349"	"t"	"Ta'a"	"anc."	"n."	"OBJ.CONC"	"'taal', traditional Vulcan hand salute"
"3350"	"t"	"Ta'an"	"anc."	"n."	"OBJ.CONC"	"a very valuable gift"
"3351"	"t"	"Ta'bek "	"MGV"	"n."	"OBJ.CONC"	"drug"
"3352"	"t"	"Ta'gal "	"MGV"	"n."	"OBJ.CONC"	"neutron"
"3353"	"t"	"Ta'raf "	"MGV"	"adj."	"PROP.CONC"	"neutral"
"3354"	"t"	"Ta'Valsh "	"MGV"	"n."	"OBJ.CONC"	"an ancient Vulcan port facility"
"3355"	"t"	"Tab-ma"	"anc."	"adv."	"ACT.CONC.MOD"	"late"
"3356"	"t"	"Tabakau "	"MGV"	"v."	"ACT.CONC"	"regain"
"3357"	"t"	"Tadek-adir"	"anc."	"adj."	"PROP.CONC"	"absent"
"3358"	"t"	"Taflau "	"MGV"	"v."	"ACT.CONC"	"punish"
"3359"	"t"	"Taflaya "	"MGV"	"n."	"OBJ.CONC"	"punishment"
"3360"	"t"	"Tah|-| "	"MGV"	"adj."	"PROP.CONC"	"unobtainable"
"3361"	"t"	"Tahal|-| "	"MGV"	"adj."	"PROP.CONC"	"light(weight)"
"3362"	"t"	"Tahal-tukh "	"MGV"	"n."	"OBJ.CONC"	"helium"
"3363"	"t"	"Tahmoh "	"MGV"	"n."	"OBJ.CONC"	"resolution"
"3364"	"t"	"Tahsin-, Tahsinik "	"MGV"	"adj."	"ACT.CONC.MOD"	"intransigent, uncompromising"
"3365"	"t"	"Taik "	"MGV"	"n."	"OBJ.CONC"	"hat, cap"
"3366"	"t"	"Taik-luk "	"MGV"	"n."	"OBJ.CONC"	"mushroom"
"3367"	"t"	"Takau "	"MGV"	"v."	"ACT.CONC"	"beckon"
"3368"	"t"	"Takov|-| "	"MGV"	"adj."	"PROP.CONC"	"pretty"
"3369"	"t"	"Takurek "	"MGV"	"n."	"OBJ.CONC"	"prism"
"3370"	"t"	"Tal t'li"	"anc."	"n."	"OBJ.CONC"	"first meditation of adult training"
"3371"	"t"	"Tal'oth"	"NGS"	"n."	"OBJ.CONC"	"Vulcan young adult desert survival ritual"
"3372"	"t"	"Tal-kam "	"MGV"	"adj."	"PROP.CONC"	"dear"
"3373"	"t"	"Tal-muv "	"MGV"	"n."	"OBJ.CONC"	"key"
"3374"	"t"	"Tal-tor "	"MGV"	"v."	"ACT.CONC"	"find, discover"
"3375"	"t"	"Tala "	"MGV"	"n."	"OBJ.CONC"	"value"
"3376"	"t"	"Talal "	"MGV"	"n."	"OBJ.CONC"	"find, discovery"
"3377"	"t"	"Talash-, Talashik "	"MGV"	"adj."	"PROP.CONC"	"logarithmic"
"3378"	"t"	"Talash-ketil "	"MGV"	"n."	"OBJ.CONC"	"logarithmic integral"
"3379"	"t"	"Talash-kulan "	"MGV"	"n."	"OBJ.CONC"	"logarithmic spiral"
"3380"	"t"	"Talash-sagan "	"MGV"	"n."	"OBJ.CONC"	"logarithmic distribution"
"3381"	"t"	"Talash-su'us "	"MGV"	"n."	"OBJ.CONC"	"logarithmic number"
"3382"	"t"	"Talashenek "	"MGV"	"n."	"OBJ.CONC"	"logarithm"
"3383"	"t"	"Talik "	"MGV"	"adj."	"PROP.CONC"	"scientific"
"3384"	"t"	"Talkau "	"MGV"	"v."	"ACT.CONC"	"head"
"3385"	"t"	"Talu "	"MGV"	"n."	"OBJ.CONC"	"neck"
"3386"	"t"	"Talu-krik "	"MGV"	"n."	"OBJ.CONC"	"neck pinch"
"3387"	"t"	"Talu-shaya "	"MGV"	"n."	"OBJ.CONC"	"'tal-shaya', execution by breaking the neck"
"3388"	"t"	"Taluhk|-| "	"MGV"	"adj."	"PROP.CONC"	"precious, valuable"
"3389"	"t"	"Taluhk-tukh "	"MGV"	"n."	"OBJ.CONC"	"platinum"
"3390"	"t"	"Talupau "	"MGV"	"v."	"ACT.CONC"	"estimate"
"3391"	"t"	"Talvot "	"MGV"	"n."	"OBJ.CONC"	"bacterium, germ"
"3392"	"t"	"Tam-tor "	"MGV"	"v."	"ACT.CONC"	"dance"
"3393"	"t"	"Tam'a "	"MGV"	"n."	"OBJ.CONC"	"ghost, apparition, phantom, spirit"
"3394"	"t"	"Tamadau "	"MGV"	"v."	"ACT.CONC"	"abuse"
"3395"	"t"	"Tamadaya "	"MGV"	"n."	"OBJ.CONC"	"abuse"
"3396"	"t"	"Tamsu "	"MGV"	"n."	"OBJ.CONC"	"dancer"
"3397"	"t"	"Tan "	"MGV"	"n."	"OBJ.CONC"	"donation, gift, present"
"3398"	"t"	"Tan-tor "	"MGV"	"v."	"ACT.CONC"	"donate, gift, present with something"
"3399"	"t"	"Tanaf "	"MGV"	"n."	"OBJ.CONC"	"art"
"3400"	"t"	"Tanafsu "	"MGV"	"n."	"OBJ.CONC"	"artist"
"3401"	"t"	"Tangu "	"MGV"	"n."	"OBJ.CONC"	"ideal"
"3402"	"t"	"Tanilau "	"MGV"	"v."	"ACT.CONC"	"provide, supply"
"3403"	"t"	"Tanilkel "	"MGV"	"n."	"OBJ.CONC"	"warehouse"
"3404"	"t"	"Tanovau "	"MGV"	"v."	"ACT.CONC"	"equip, provision, fit out"
"3405"	"t"	"Tanovau-tukh "	"MGV"	"n."	"OBJ.CONC"	"equipment, gear, provisions"
"3406"	"t"	"Tansu "	"MGV"	"n."	"OBJ.CONC"	"donor, giver"
"3407"	"t"	"Tar-tor "	"MGV"	"n."	"OBJ.CONC"	"say"
"3408"	"t"	"Tarkiv "	"MGV"	"n."	"OBJ.CONC"	"crown"
"3409"	"t"	"Tasau "	"MGV"	"v."	"ACT.CONC"	"leak"
"3410"	"t"	"Tash "	"MGV"	"n."	"OBJ.CONC"	"control"
"3411"	"t"	"Tash-tor "	"MGV"	"v."	"ACT.CONC"	"control"
"3412"	"t"	"Tashal "	"MGV"	"n."	"OBJ.CONC"	"(control) console"
"3413"	"t"	"Tashek "	"MGV"	"n."	"OBJ.CONC"	"controller"
"3414"	"t"	"Tasmin"	"NGS"	"n."	"OBJ.CONC"	"Tasmeen', Autumn (season)"
"3415"	"t"	"Tau "	"MGV"	"n."	"OBJ.CONC"	"fever"
"3416"	"t"	"Tau-kath "	"MGV"	"n."	"OBJ.CONC"	"'fever healing'"
"3417"	"t"	"Tauf "	"MGV"	"n."	"OBJ.CONC"	"ridge"
"3418"	"t"	"Tauk "	"MGV"	"n."	"OBJ.CONC"	"cave"
"3419"	"t"	"Taul-tor "	"MGV"	"v."	"ACT.CONC"	"dive"
"3420"	"t"	"Taulik "	"MGV"	"adj."	"PROP.CONC"	"febrile, feverish"
"3421"	"t"	"Taulsu "	"MGV"	"n."	"OBJ.CONC"	"diver"
"3422"	"t"	"Taurau "	"MGV"	"v."	"ACT.CONC"	"amaze"
"3423"	"t"	"Tauvolau "	"MGV"	"v."	"ACT.CONC"	"incite, foment"
"3424"	"t"	"Tav "	"MGV"	"n."	"OBJ.CONC"	"rate"
"3425"	"t"	"Tavat "	"MGV"	"n."	"OBJ.CONC"	"ratio"
"3426"	"t"	"Tcha "	"MGV"	"n."	"OBJ.CONC"	"curl"
"3427"	"t"	"Tchachaik "	"MGV"	"adj."	"PROP.CONC"	"awkward"
"3428"	"t"	"Tchai "	"MGV"	"n."	"OBJ.CONC"	"tea (Earth-style)"
"3429"	"t"	"Tchakarya"	"NGS"	"n."	"OBJ.CONC"	"'chkariya' or 'ch'kariya', a ferret-like predator/scavenger"
"3430"	"t"	"Tchas "	"MGV"	"n."	"OBJ.CONC"	"warp"
"3431"	"t"	"Tchas-klai "	"MGV"	"n."	"OBJ.CONC"	"warp factor"
"3432"	"t"	"Tchas-mev "	"MGV"	"n."	"OBJ.CONC"	"warp conduit"
"3433"	"t"	"Tchas-mishu "	"MGV"	"n."	"OBJ.CONC"	"warp engine"
"3434"	"t"	"Tchas-threshan "	"MGV"	"n."	"OBJ.CONC"	"warp speed"
"3435"	"t"	"Tchas-tviyan "	"MGV"	"n."	"OBJ.CONC"	"warp core"
"3436"	"t"	"Tchas-vunai "	"MGV"	"n."	"OBJ.CONC"	"warp field"
"3437"	"t"	"Tchas-yeturek "	"MGV"	"n."	"OBJ.CONC"	"warp drive"
"3438"	"t"	"Tchef "	"MGV"	"n."	"OBJ.CONC"	"vortex"
"3439"	"t"	"Tchepnu "	"MGV"	"n."	"OBJ.CONC"	"dork, nerd"
"3440"	"t"	"Tchol "	"MGV"	"n."	"OBJ.CONC"	"bay"
"3441"	"t"	"Te "	"MGV"	"n."	"OBJ.CONC"	"structure"
"3442"	"t"	"Te'koshfet"	"anc."	"n."	"OBJ.CONC"	"architect"
"3443"	"t"	"Te'koshif"	"anc."	"n."	"OBJ.CONC"	"architecture"
"3444"	"t"	"Te'krul-, Te'krulik "	"MGV"	"adj."	"PROP.CONC"	"royal"
"3445"	"t"	"Te'krul-maat "	"MGV"	"n."	"OBJ.CONC"	"royal family"
"3446"	"t"	"Te'krultra "	"MGV"	"n."	"OBJ.CONC"	"royalty"
"3447"	"t"	"Te'krulyek "	"MGV"	"n."	"OBJ.CONC"	"royal house"
"3448"	"t"	"Te'Rikh, TeRikh "	"MGV"	"n."	"OBJ.CONC"	"a Vulcan city"
"3449"	"t"	"Tedvun-tor "	"MGV"	"v."	"ACT.CONC"	"flex"
"3450"	"t"	"Tedvunik "	"MGV"	"adj."	"PROP.CONC"	"flexible, pliable, pliant"
"3451"	"t"	"Tefosh'es "	"MGV"	"n."	"OBJ.CONC"	"immunity"
"3452"	"t"	"Tefosh-, Tefoshik "	"MGV"	"adj."	"PROP.CONC"	"immune"
"3453"	"t"	"Tefosh-kesaya "	"MGV"	"n."	"OBJ.CONC"	"immune response"
"3454"	"t"	"Tefosh-torektra "	"MGV"	"n."	"OBJ.CONC"	"immune system"
"3455"	"t"	"Tefuk "	"MGV"	"v."	"ACT.CONC"	"deliver"
"3456"	"t"	"Teh "	"MGV"	"num."	"SELEC.MOD"	"hundred (the number)"
"3457"	"t"	"Teh'rak, Tehr- "	"MGV"	"adj."	"PROP.CONC"	"hundredth"
"3458"	"t"	"Teh'veh "	"MGV"	"n."	"OBJ.CONC"	"hundredth"
"3459"	"t"	"Tehk "	"MGV"	"n."	"OBJ.CONC"	"sprout"
"3460"	"t"	"Tehnat "	"MGV"	"prep."	"SITU.MOD"	"against"
"3461"	"t"	"Tehnau "	"MGV"	"v."	"ACT.CONC"	"resist, stand up against"
"3462"	"t"	"Tehnyak "	"MGV"	"n."	"OBJ.CONC"	"override"
"3463"	"t"	"Tehrai "	"MGV"	"n."	"OBJ.CONC"	"goal"
"3464"	"t"	"Tehs "	"MGV"	"n."	"OBJ.CONC"	"deceit, fraud, deception, trickery"
"3465"	"t"	"Tehs-bosh "	"MGV"	"adj."	"PROP.CONC"	"deceitful, deceptive, fraudulent"
"3466"	"t"	"Tehs-tor "	"MGV"	"v."	"ACT.CONC"	"deceive, defraud, trick"
"3467"	"t"	"Tehvar "	"MGV"	"n."	"OBJ.CONC"	"danger"
"3468"	"t"	"Tehvarik "	"MGV"	"adj."	"PROP.CONC"	"dangerous"
"3469"	"t"	"Tekeret "	"MGV"	"n."	"OBJ.CONC"	"deviation"
"3470"	"t"	"Tekla "	"MGV"	"n."	"OBJ.CONC"	"a type of wood"
"3471"	"t"	"Tel "	"MGV"	"n."	"OBJ.CONC"	"bond"
"3472"	"t"	"Tel-tor "	"MGV"	"v."	"ACT.CONC"	"bond"
"3473"	"t"	"Tela'at"	"anc."	"n."	"OBJ.CONC"	"elder (title of respect for advanced age Kolinahru)"
"3474"	"t"	"Telsu "	"MGV"	"n."	"OBJ.CONC"	"one who is bonded, a married person"
"3475"	"t"	"Telv-tor "	"MGV"	"v."	"ACT.CONC"	"read"
"3476"	"t"	"Temep "	"MGV"	"n."	"OBJ.CONC"	"gate"
"3477"	"t"	"Temep-dvinsu "	"MGV"	"n."	"OBJ.CONC"	"gatekeeper"
"3478"	"t"	"Temep-kelek "	"MGV"	"n."	"OBJ.CONC"	"gatehouse"
"3479"	"t"	"Temep-lehk "	"MGV"	"n."	"OBJ.CONC"	"gatepost"
"3480"	"t"	"Temep-sharu "	"MGV"	"n."	"OBJ.CONC"	"gateway"
"3481"	"t"	"Temok "	"MGV"	"n."	"OBJ.CONC"	"wall"
"3482"	"t"	"Temok-weiwan "	"MGV"	"n."	"OBJ.CONC"	"plaster"
"3483"	"t"	"Ten "	"MGV"	"adv."	"ACT.CONC.MOD"	"less"
"3484"	"t"	"Ten-kan-bu"	"TGV"	"n."	"OBJ.CONC"	"embryo"
"3485"	"t"	"Ten-mal "	"MGV"	"adv."	"ACT.CONC.MOD"	"early"
"3486"	"t"	"Tenah "	"MGV"	"v."	"ACT.CONC"	"blame"
"3487"	"t"	"Tenkan "	"MGV"	"n."	"OBJ.CONC"	"fetus"
"3488"	"t"	"Teporilau "	"MGV"	"v."	"ACT.CONC"	"excite"
"3489"	"t"	"Tepuh "	"MGV"	"v."	"ACT.CONC"	"power"
"3490"	"t"	"Tepul "	"MGV"	"n."	"OBJ.CONC"	"energy, power"
"3491"	"t"	"Tepul-mev "	"MGV"	"n."	"OBJ.CONC"	"energy conduit, power conduit"
"3492"	"t"	"Tepul-nala "	"MGV"	"n."	"OBJ.CONC"	"energy cell, power cell"
"3493"	"t"	"Tepul-pak "	"MGV"	"n."	"OBJ.CONC"	"energy loss, power loss"
"3494"	"t"	"Tepul-rushanek "	"MGV"	"n."	"OBJ.CONC"	"power converter"
"3495"	"t"	"Tepul-sek "	"MGV"	"n."	"OBJ.CONC"	"power outlet"
"3496"	"t"	"Tepul-shan "	"MGV"	"n."	"OBJ.CONC"	"energy transfer, power transfer"
"3497"	"t"	"Tepul-smashaya "	"MGV"	"n."	"OBJ.CONC"	"energy drain, power drain"
"3498"	"t"	"Tepul-tanilayek "	"MGV"	"n."	"OBJ.CONC"	"power supply"
"3499"	"t"	"Tepul-tersayek "	"MGV"	"n."	"OBJ.CONC"	"power coupling"
"3500"	"t"	"Tepul-torvayek "	"MGV"	"n."	"OBJ.CONC"	"power plant"
"3501"	"t"	"Tepul-tral "	"MGV"	"n."	"OBJ.CONC"	"energy surge, power surge"
"3502"	"t"	"Tepul-vis "	"MGV"	"n."	"OBJ.CONC"	"power grid"
"3503"	"t"	"Tepul-vok "	"MGV"	"n."	"OBJ.CONC"	"energy level, power level"
"3504"	"t"	"Tepul-vunai "	"MGV"	"n."	"OBJ.CONC"	"energy field"
"3505"	"t"	"Tepulau "	"MGV"	"v."	"ACT.CONC"	"energize"
"3506"	"t"	"Ter-tor "	"MGV"	"v."	"ACT.CONC"	"compose"
"3507"	"t"	"Terau "	"MGV"	"v."	"ACT.CONC"	"federate, fasten, join together"
"3508"	"t"	"Teraya "	"MGV"	"n."	"OBJ.CONC"	"federation, fastening, joining together"
"3509"	"t"	"Teraya Kaunshuk t'Ek'tralar"	"LGV"	"n."	"OBJ.CONC"	"United Federation of Planets"
"3510"	"t"	"Terek "	"MGV"	"n."	"OBJ.CONC"	"affix"
"3511"	"t"	"Teresh-kah "	"MGV"	"n."	"OBJ.CONC"	"Vulcan 'silver-bird'"
"3512"	"t"	"Teretarun "	"MGV"	"n."	"OBJ.CONC"	"conference"
"3513"	"t"	"Teretau "	"MGV"	"v."	"ACT.CONC"	"converge"
"3514"	"t"	"Teretek "	"MGV"	"n."	"OBJ.CONC"	"coupler"
"3515"	"t"	"Teretuhr "	"MGV"	"n."	"OBJ.CONC"	"together, united, fused"
"3516"	"t"	"Terish-tor "	"MGV"	"v."	"ACT.CONC"	"combine"
"3517"	"t"	"Terk "	"MGV"	"n."	"OBJ.CONC"	"bolt"
"3518"	"t"	"Terpau "	"MGV"	"v."	"ACT.CONC"	"adhere"
"3519"	"t"	"Terpaya "	"MGV"	"n."	"OBJ.CONC"	"adhesion"
"3520"	"t"	"Terpayek "	"MGV"	"n."	"OBJ.CONC"	"adhesive"
"3521"	"t"	"Terra "	"MGV"	"n."	"OBJ.CONC"	"Earth"
"3522"	"t"	"Terrasu "	"MGV"	"n."	"OBJ.CONC"	"Terran, Earthling, Earther"
"3523"	"t"	"Terrupik "	"MGV"	"adj."	"PROP.CONC"	"Terran, earthly"
"3524"	"t"	"Tersau "	"MGV"	"v."	"ACT.CONC"	"connect"
"3525"	"t"	"Tersek "	"MGV"	"n."	"OBJ.CONC"	"buckle"
"3526"	"t"	"Tershau "	"MGV"	"v."	"ACT.CONC"	"collect"
"3527"	"t"	"Tersu "	"MGV"	"n."	"OBJ.CONC"	"partner"
"3528"	"t"	"Teruk "	"MGV"	"n."	"OBJ.CONC"	"corner"
"3529"	"t"	"Tesha "	"MGV"	"v."	"ACT.CONC"	"awe"
"3530"	"t"	"Tesihk "	"MGV"	"n."	"OBJ.CONC"	"albumin"
"3531"	"t"	"Teslau "	"MGV"	"v."	"ACT.CONC"	"repair, fix"
"3532"	"t"	"Tessau "	"MGV"	"v."	"ACT.CONC"	"addict"
"3533"	"t"	"Tessaya "	"MGV"	"n."	"OBJ.CONC"	"addiction"
"3534"	"t"	"Tetalaya "	"MGV"	"n."	"OBJ.CONC"	"friction"
"3535"	"t"	"Tetau "	"MGV"	"v."	"ACT.CONC"	"rub"
"3536"	"t"	"Tev'rak "	"MGV"	"n."	"OBJ.CONC.MOD"	"west"
"3537"	"t"	"Tev'rak-, Tev'rakik "	"MGV"	"adj."	"PROP.CONC"	"western, westerly"
"3538"	"t"	"Tev'raksu "	"MGV"	"n."	"OBJ.CONC"	"westerner"
"3539"	"t"	"Tev-tor "	"MGV"	"v."	"ACT.CONC"	"fall, descend; die"
"3540"	"t"	"Tev-yehat "	"MGV"	"adj."	"PROP.CONC"	"mortal"
"3541"	"t"	"Tevakh "	"MGV"	"n."	"OBJ.CONC"	"death"
"3542"	"t"	"Tevakh-fam "	"MGV"	"adj."	"PROP.CONC"	"deathless, immortal"
"3543"	"t"	"Tevakh-kahk "	"MGV"	"adv."	"ACT.CONC.MOD"	"deathly"
"3544"	"t"	"Teval-, Tevalik "	"MGV"	"adj."	"PROP.CONC"	"deadly"
"3545"	"t"	"Tevan "	"MGV"	"n."	"OBJ.CONC"	"descent, fall"
"3546"	"t"	"Tevanu "	"MGV"	"n."	"OBJ.CONC"	"the Dead"
"3547"	"t"	"Tevanu-prikel "	"MGV"	"n."	"OBJ.CONC"	"mortuary"
"3548"	"t"	"Tevanu-tsorkel "	"MGV"	"n."	"OBJ.CONC"	"morgue"
"3549"	"t"	"Tevik "	"MGV"	"adj."	"PROP.CONC"	"dead"
"3550"	"t"	"Tevun "	"MGV"	"n."	"OBJ.CONC"	"year"
"3551"	"t"	"Thak"	"MGV"	"n."	"OBJ.CONC"	"breast"
"3552"	"t"	"Thak-hayataya "	"MGV"	"n."	"OBJ.CONC"	"breast augmentation"
"3553"	"t"	"Thak-netakidaya "	"MGV"	"n."	"OBJ.CONC"	"breast reduction"
"3554"	"t"	"Thak-storau-palikaya "	"MGV"	"n."	"OBJ.CONC"	"thelarche"
"3555"	"t"	"Thak-vishi-vel "	"MGV"	"n."	"OBJ.CONC"	"breast implant"
"3556"	"t"	"Thak-yem-tor "	"MGV"	"n."	"OBJ.CONC"	"breastfeed"
"3557"	"t"	"Thakau "	"MGV"	"v."	"ACT.CONC"	"focus"
"3558"	"t"	"Thakaya "	"MGV"	"n."	"OBJ.CONC"	"focus"
"3559"	"t"	"Thal|-| "	"MGV"	"adj."	"PROP.CONC"	"loose"
"3560"	"t"	"Thal-tor "	"MGV"	"n."	"OBJ.CONC"	"loosen"
"3561"	"t"	"Thalv "	"MGV"	"n."	"OBJ.CONC"	"page, sheet"
"3562"	"t"	"Thanai "	"MGV"	"v."	"ACT.CONC"	"adopt"
"3563"	"t"	"Thas "	"MGV"	"n."	"OBJ.CONC"	"milk"
"3564"	"t"	"Thas-pi'nafek "	"MGV"	"n."	"OBJ.CONC"	"mammary gland"
