index	FRST_LETTER	vulcan	pronunciation	variety	pos	croftian_crossling_concepts	fse	misc
3559	t	Thakau 	NA	MGV	v.	ACT.CONC	focus	
3560	t	Thakaya 	NA	MGV	n.	OBJ.CONC	focus	
3561	t	Thal|-| 	NA	MGV	adj.	PROP.CONC	loose	
3562	t	Thal-tor 	NA	MGV	n.	OBJ.CONC	loosen	
3563	t	Thalv 	NA	MGV	n.	OBJ.CONC	page, sheet	
3564	t	Thanai 	NA	MGV	v.	ACT.CONC	adopt	
3565	t	Thas 	NA	MGV	n.	OBJ.CONC	milk	
3566	t	Thas-pi'nafek 	NA	MGV	n.	OBJ.CONC	mammary gland	anat.
3567	t	Thas-spol 	NA	MGV	n.	OBJ.CONC	breast pump	device
3568	t	Thasau 	NA	MGV	v.	ACT.CONC	lactate	med.
3569	t	Thasaya 	NA	MGV	n.	OBJ.CONC	lactation	med.
3570	t	Thask	NA	TGV	n.	OBJ.CONC	breast	anat.
3571	t	Thasnem-tor 	NA	MGV	v.	ACT.CONC	milk	
3572	t	Thasnemek 	NA	MGV	n.	OBJ.CONC	milking machine	device
3573	t	Thav 	NA	MGV	n.	OBJ.CONC	cone	bot.
3574	t	Thek 	NA	MGV	n.	OBJ.CONC	drop (rain, tear, etc.)	
3575	t	Thel'a 	NA	MGV	n.	OBJ.CONC	fat	
3576	t	Thel'a-di'kish-torek 	NA	MGV	n.	OBJ.CONC	fat metabolism	
3577	t	Thel'a-sash 	NA	MGV	n.	OBJ.CONC	fatty acid	
3578	t	Thel-, Thelik 	NA	MGV	adj.	PROP.CONC	fat, fatty	
3579	t	Theris 	NA	MGV	n.	OBJ.CONC	a Vulcan herb	Vulcan-specific term
3580	t	Theris-masu 	NA	MGV	n.	OBJ.CONC	tea(Vulcan-style)	Vulcan-specific term
3581	t	Thes-tor 	NA	MGV	v.	ACT.CONC	engrave	
3582	t	Theshau 	NA	MGV	v.	ACT.CONC	scrape	
3583	t	Thezh-tor 	NA	MGV	v.	ACT.CONC	drip	
3584	t	Thinoi 	NA	MGV	v.	ACT.CONC	waste	
3585	t	Thol|-| 	NA	MGV	adj.	PROP.CONC	noble	
3586	t	Tholsu 	NA	MGV	n.	OBJ.CONC	noble	
3587	t	Tholtra 	NA	MGV	n.	OBJ.CONC	nobility, aristocracy	
3588	t	Thon 	NA	MGV	n.	OBJ.CONC	measurement	
3589	t	Thon-tor 	NA	MGV	v.	ACT.CONC	measure	
3590	t	Thon-yehat 	NA	MGV	adj.	PROP.CONC	measurable	
3591	t	Thonau 	NA	MGV	v.	ACT.CONC	anguish	
3592	t	Thonek 	NA	MGV	n.	OBJ.CONC	meter, measuring device	device
3593	t	Thorau 	NA	MGV	v.	ACT.CONC	burst	
3594	t	Thoraya 	NA	MGV	n.	OBJ.CONC	burst	
3595	t	Thorsh-yel 	NA	MGV	n.	OBJ.CONC	nova	
3596	t	Thorshau 	NA	MGV	v.	ACT.CONC	explode	
3597	t	Thorshau-tukh 	NA	MGV	n.	OBJ.CONC	explosives	
3598	t	Thorshaya 	NA	MGV	n.	OBJ.CONC	explosion	
3599	t	Thorshek 	NA	MGV	n.	OBJ.CONC	bomb	
3600	t	Thorshun 	NA	MGV	n.	OBJ.CONC	cannon	
3601	t	Thrah 	NA	MGV	n.	OBJ.CONC	friend (general term)	
3602	t	Thraht-, Thrahtik 	NA	MGV	n.	OBJ.CONC	friendly	
3603	t	Thrakh 	NA	MGV	n.	OBJ.CONC	gneiss	geol.
3604	t	Thrap 	NA	MGV	n.	OBJ.CONC	offense	
3605	t	Thrap-tor 	NA	MGV	v.	ACT.CONC	offend	
3606	t	Thresh-tor 	NA	MGV	v.	ACT.CONC	split, cleave	
3607	t	Threshan 	NA	MGV	n.	OBJ.CONC	speed, velocity	
3608	t	Thro 	NA	MGV	n.	OBJ.CONC	access	
3609	t	Thro-tor 	NA	MGV	v.	ACT.CONC	access	
3610	t	Thro-wein 	NA	MGV	n.	OBJ.CONC	access panel	
3611	t	Thro-yehat 	NA	MGV	adj.	PROP.CONC	accessible	
3612	t	Throks 	NA	MGV	v.	ACT.CONC	give, share (with a superior)	
3613	t	Thruhk|-| 	NA	MGV	adj.	PROP.CONC	foul, offensive, loathsome, repulsive	
3614	t	Thu 	NA	MGV	conj.	CONNECTOR	then (next in sequence)	
3615	t	Thuhk 	NA	MGV	n.	OBJ.CONC	cheese	food
3616	t	Thurai 	NA	MGV	adv.	ACT.CONC.MOD	next	
3617	t	Thyar 	NA	MGV	n.	OBJ.CONC	butter	food
3618	t	Ti 	NA	MGV	v.	ACT.CONC	lay, lie (down)	
3619	t	Tik 	NA	MGV	adj.	SELEC.MOD	each	
3620	t	Tikap 	NA	MGV	n.	OBJ.CONC	method	
3621	t	Tikopah 	NA	MGV	n.	OBJ.CONC	independence	
3622	t	Tilau 	NA	MGV	v.	ACT.CONC	perforate, pierce	
3623	t	Tilek 	NA	MGV	n.	OBJ.CONC	spear	
3624	t	Timut 	NA	MGV	n.	OBJ.CONC	heel	anat.
3625	t	Tin 	NA	MGV	n.	OBJ.CONC	layer, stratum	
3626	t	Tinga 	NA	MGV	n.	OBJ.CONC	dimension (measurement)	
3627	t	Tipan 	NA	MGV	n.	OBJ.CONC	shoulder	anat.
3628	t	Tir-nuk	NA	anc.	n.	OBJ.CONC	a small Vulcan succulent tree that produces wood	Vulcan-specific term
3629	t	Tish 	NA	MGV	pron.	OBJ.CONC	to you	
3630	t	Tishau 	NA	MGV	v.	ACT.CONC	like	
3631	t	Tizh-tor 	NA	MGV	v.	ACT.CONC	enjoy	
3632	t	Tlingansu 	NA	MGV	n.	OBJ.CONC	Klingon	being/language
3633	t	To'ovau 	NA	MGV	v.	ACT.CONC	grow	
3634	t	To'oveh 	NA	MGV	n.	OBJ.CONC	adult	
3635	t	To-gav 	NA	MGV	n.	OBJ.CONC	law	
3636	t	To-gav-kel 	NA	MGV	n.	OBJ.CONC	courthouse	
3637	t	To-pal 	NA	MGV	n.	OBJ.CONC	coat	
3638	t	To-tanlar 	NA	MGV	n.	OBJ.CONC	rights	
3639	t	Tobeg-tor 	NA	MGV	v.	ACT.CONC	excuse	
3640	t	Todvel-tor 	NA	MGV	v.	ACT.CONC	elect	
3641	t	Toglantau 	NA	MGV	v.	ACT.CONC	(eye)witness	
3642	t	Toglantausu 	NA	MGV	n.	OBJ.CONC	(eye)witness	
3643	t	Togolau 	NA	MGV	v.	ACT.CONC	enforce	
3644	t	Togolausu 	NA	MGV	n.	OBJ.CONC	enforcer	
3645	t	Togolaya 	NA	MGV	n.	OBJ.CONC	enforcement	
3646	t	Tok-ti 	NA	MGV	adj.	PROP.CONC	fine	
3647	t	Tol 	NA	MGV	n.	OBJ.CONC	gene	
3648	t	Tol-, Tolik 	NA	MGV	n.	OBJ.CONC	genetic	
3649	t	Tol-has 	NA	MGV	n.	OBJ.CONC	genetic disease	
3650	t	Tol-kiht 	NA	MGV	n.	OBJ.CONC	genetic code	
3651	t	Tol-mish-tal 	NA	MGV	n.	OBJ.CONC	genetic engineering	
3652	t	Tol-patra 	NA	MGV	n.	OBJ.CONC	gene pool	
3653	t	Tol-tal 	NA	MGV	n.	OBJ.CONC	genetics	study
3654	t	Tol-ulidek 	NA	MGV	n.	OBJ.CONC	genetic marker	
3655	t	Tol-var 	NA	MGV	n.	OBJ.CONC	genome	
3656	t	Tol-ves 	NA	MGV	n.	OBJ.CONC	genotype	
3657	t	Tol-yumaya 	NA	MGV	n.	OBJ.CONC	gene flow	
3658	t	Tolasau 	NA	MGV	v.	ACT.CONC	clone	
3659	t	Toltra 	NA	MGV	n.	OBJ.CONC	chromosome	
3660	t	Tomasu 	NA	MGV	n.	OBJ.CONC	kinsman, relative	family
3661	t	Tomayeht-, Tomayehtik 	NA	MGV	adj.	PROP.CONC	ethical	
3662	t	Toper 	NA	MGV	n.	OBJ.CONC	act, deed	
3663	t	Tor 	NA	MGV	v.	ACT.CONC	do, make	
3664	t	Tor-tal 	NA	MGV	n.	OBJ.CONC	physics	study
3665	t	Tor-vel 	NA	MGV	n.	OBJ.CONC	mechanism	
3666	t	Tor-velsu 	NA	MGV	n.	OBJ.CONC	mechanic (person)	
3667	t	Tor-yatal	NA	NGS	n.	OBJ.CONC	'tor-ia-tal', challenge to death	Vulcan-specific term
3668	t	Tor-zhit 	NA	MGV	n.	OBJ.CONC	verb (grammar)	ling.
3669	t	Torah 	NA	MGV	v.	ACT.CONC	act, produce an effect	
3670	t	Torai 	NA	MGV	n.	OBJ.CONC	action	
3671	t	Toran 	NA	MGV	n.	OBJ.CONC	activity	
3672	t	Toranelek 	NA	MGV	n.	OBJ.CONC	dynamo	mech.
3673	t	Toranik 	NA	MGV	adj.	PROP.CONC	busy	
3674	t	Torek 	NA	MGV	n.	OBJ.CONC	process	
3675	t	Torektra 	NA	MGV	n.	OBJ.CONC	system	
3676	t	Torsh 	NA	MGV	n.	OBJ.CONC	feat, exploit	
3677	t	Toru-zhit 	NA	MGV	n.	OBJ.CONC	imperative (grammar)	ling.
3678	t	Torupik 	NA	MGV	adj.	PROP.CONC	active	
3679	t	Torupik dvun-zehl 	NA	MGV	n.	OBJ.CONC	active fault	
3680	t	Torupik |suk'|zul-kunel 	NA	MGV	n.	OBJ.CONC	active volcano	
3681	t	Torvau 	NA	MGV	v.	ACT.CONC	build, construct, produce	
3682	t	Torvel-zhit 	NA	MGV	n.	OBJ.CONC	gerund (grammar)	ling.
3683	t	Torvukh 	NA	MGV	n.	OBJ.CONC	sport	sport
3684	t	Tostau 	NA	MGV	n.	OBJ.CONC	execute, put to death	
3685	t	Totsu-k'hai	NA	NGS	n.	OBJ.CONC	"totsu'k'hy', a disabling nerve pitch\""	Vulcan-specific term"""	
3686	t	Tovek-tukh 	NA	MGV	n.	OBJ.CONC	germanium	
3687	t	Tra 	NA	MGV	n.	OBJ.CONC	mass, body, accumulation, assemblage	
3688	t	Tra-lan 	NA	MGV	n.	OBJ.CONC	major	army/marines
3689	t	Trahokna 	NA	MGV	n.	OBJ.CONC	institute	
3690	t	Trahokna t'Ek'Mishan T'Khasi 	NA	MGV	n.	OBJ.CONC	Vulcan Institute of Technology	Vulcan-specific term
3691	t	Trak 	NA	MGV	n.	OBJ.CONC	pillow	
3692	t	Tral 	NA	MGV	n.	OBJ.CONC	surge	
3693	t	Tran 	NA	MGV	v.	ACT.CONC	order (command)	
3694	t	Tran-tor 	NA	MGV	v.	ACT.CONC	order (to do something)	
3695	t	Tranush 	NA	MGV	n.	OBJ.CONC	patience	
3696	t	Trasha 	NA	MGV	v.	ACT.CONC	depart, leave	
3697	t	Trau 	NA	MGV	adj.	PROP.CONC	honest	
3698	t	Trau'es 	NA	MGV	n.	OBJ.CONC	honesty	
3699	t	Travek 	NA	MGV	n.	OBJ.CONC	group, set, platoon	
3700	t	Traveksu 	NA	MGV	n.	OBJ.CONC	sergeant, petty officer	
3701	t	Travilau 	NA	MGV	v.	ACT.CONC	compile	
3702	t	Trefei 	NA	MGV	v.	ACT.CONC	martyr	
3703	t	Trefem 	NA	MGV	n.	OBJ.CONC	martyr	
3704	t	Treit 	NA	MGV	n.	OBJ.CONC	flock	
3705	t	Tren-tor 	NA	MGV	v.	ACT.CONC	master	
3706	t	Trensu 	NA	MGV	n.	OBJ.CONC	master	
3707	t	Tres-tor 	NA	MGV	v.	ACT.CONC	rip, tear	
3708	t	Tresahk-tor 	NA	MGV	v.	ACT.CONC	rip into pieces, rend, shred	
3709	t	Tresahk-vel 	NA	MGV	n.	OBJ.CONC	shredder	
3710	t	Treshau 	NA	MGV	v.	ACT.CONC	crack, split open	
3711	t	Tri-zhar	NA	anc.	n.	OBJ.CONC	an invasive procedure	
3712	t	Trof	NA	anc.	n.	OBJ.CONC	week	
3713	t	Trufemu	NA	NGS	n.	OBJ.CONC	martyr	
3714	t	Truhk|-zehl| 	NA	MGV	n.	OBJ.CONC	latitude	geog.
3715	t	Tsa 	NA	MGV	n.	OBJ.CONC	curve	
3716	t	Tsat 	NA	MGV	n.	OBJ.CONC	secret	
3717	t	Tsat-, Tsatik 	NA	MGV	adj.	PROP.CONC	secret	
3718	t	Tsau-tukh 	NA	MGV	n.	OBJ.CONC	zinc	
3719	t	Tsautal-, Tsautalik 	NA	MGV	adj.	PROP.CONC	galvanized	
3720	t	Tsek 	NA	MGV	n.	OBJ.CONC	column	
3721	t	Tsel-, Tselik 	NA	MGV	adj.	PROP.CONC	mutant	
3722	t	Tsel-vel 	NA	MGV	n.	OBJ.CONC	mutant	thing
3723	t	Tselau 	NA	MGV	v.	ACT.CONC	mutate	
3724	t	Tselau-palikauk 	NA	MGV	adj.	PROP.CONC	mutagenic	
3725	t	Tselau-tav 	NA	MGV	n.	OBJ.CONC	mutation rate	
3726	t	Tselaya 	NA	MGV	n.	OBJ.CONC	mutation	
3727	t	Tselayek 	NA	MGV	n.	OBJ.CONC	mutagen	
3728	t	Tselfa 	NA	MGV	n.	OBJ.CONC	mutant (non-sentient being)	
3729	t	Tselsu 	NA	MGV	n.	OBJ.CONC	mutant (sentient being)	
3730	t	Tsokal 	NA	MGV	n.	OBJ.CONC	territory	
3731	t	Tsorau 	NA	MGV	v.	ACT.CONC	store, cache, save up	
3732	t	Tsorkel 	NA	MGV	n.	OBJ.CONC	storehouse	
3733	t	Tsuk|-| 	NA	MGV	adj.	PROP.CONC	common	
3734	t	Tsulaya 	NA	MGV	n.	OBJ.CONC	amplitude	
3735	t	Tsuri|-| 	NA	MGV	adj.	PROP.CONC	normal, regular, usual	
3736	t	Tsuri-fna-krus 	NA	MGV	n.	OBJ.CONC	normal section	
3737	t	Tsuri-kek 	NA	MGV	n.	OBJ.CONC	normal function	
3738	t	Tsuri-khaf-vihish 	NA	MGV	n.	OBJ.CONC	normotension	
3739	t	Tsuri-pa'ashtra 	NA	MGV	n.	OBJ.CONC	normal plane	
3740	t	Tsuri-sagan 	NA	MGV	n.	OBJ.CONC	normal distribution	
3741	t	Tsuri-shid 	NA	MGV	n.	OBJ.CONC	normal form	
3742	t	Tsuri-su'us 	NA	MGV	n.	OBJ.CONC	regular number	
3743	t	Tsuri-travek 	NA	MGV	n.	OBJ.CONC	normal group	
3744	t	Tsuri-vo'ihn 	NA	MGV	n.	OBJ.CONC	normal equation	
3745	t	Tsuri-vukharat 	NA	MGV	n.	OBJ.CONC	normal vector	
3746	t	Tsuri-wehk-vla 	NA	MGV	n.	OBJ.CONC	regular polygon	
3747	t	Tsuri-zehlanaya 	NA	MGV	n.	OBJ.CONC	regular sequence	
3748	t	Tsuri-zek 	NA	MGV	n.	OBJ.CONC	normal order	
3749	t	Tsurkan-, Tsurkanik 	NA	MGV	adj.	PROP.CONC	consistent	
3750	t	Tu 	NA	MGV	pron.	OBJ.CONC	you (after a vowel sound)	
3751	t	Tu'ash 	NA	MGV	v.	ACT.CONC	open	
3752	t	Tu-Dzharok	NA	NGS	n.	OBJ.CONC	"'The Way of Jarok'; mastery over 'The Inner Chorus' by embracing emotion"	Vulcan-specific term
3753	t	Tu-lan 	NA	MGV	n.	OBJ.CONC	Vulcan breathing exercise	Vulcan-specific term
3754	t	Tu-Surak	NA	NGS	n.	OBJ.CONC	'The Way of Surak'	Vulcan-specific term
3755	t	Tuf 	NA	MGV	n.	OBJ.CONC	chest, thorax	anat.
3756	t	Tuf-has-tal 	NA	MGV	n.	OBJ.CONC	thoracic medicine	med.
3757	t	Tuf-hinek 	NA	MGV	n.	OBJ.CONC	breast bone, sternum	anat.
3758	t	Tuf-wel 	NA	MGV	n.	OBJ.CONC	thoracic nerve	anat.
3759	t	Tuh 	NA	MGV	n.	OBJ.CONC	stack, pile, heap	
3760	t	Tuhk 	NA	MGV	n.	OBJ.CONC	dent	
3761	t	Tuhllar 	NA	MGV	n.	OBJ.CONC	contents	
3762	t	Tuhsau 	NA	MGV	v.	ACT.CONC	cross	
3763	t	Tukh 	NA	MGV	n.	OBJ.CONC	material, stuff, substance	
3764	t	Tum 	NA	MGV	n.	OBJ.CONC	count, tally	
3765	t	Tum-nentu 	NA	MGV	n.	OBJ.CONC	abacus	
3766	t	Tum-tor 	NA	MGV	v.	ACT.CONC	count, add up, tally	
3767	t	Tum-vel 	NA	MGV	n.	OBJ.CONC	computer	
3768	t	Tumak 	NA	MGV	n.	OBJ.CONC	(computer) program	
3769	t	Tumau 	NA	MGV	v.	ACT.CONC	program	
3770	t	Tun 	NA	MGV	n.	OBJ.CONC	care	
3771	t	Tupa 	NA	MGV	n.	OBJ.CONC	lesson	
3772	t	Tus-tor 	NA	MGV	v.	ACT.CONC	load	
3773	t	Tusa 	NA	MGV	v.	ACT.CONC	weep	
3774	t	Tushah 	NA	MGV	v.	ACT.CONC	grieve	
3775	t	Tushat 	NA	MGV	n.	OBJ.CONC	grief	
3776	t	Tushetik 	NA	MGV	adj.	PROP.CONC	apprehensive	
3777	t	Tusla 	NA	MGV	n.	OBJ.CONC	cargo	
3778	t	Tusla-masu-hali, Tusla-mashali 	NA	MGV	n.	OBJ.CONC	cargo ship, freighter	
3779	t	Tusok 	NA	MGV	n.	OBJ.CONC	exercise	
3780	t	Tuvel 	NA	MGV	n.	OBJ.CONC	(subject) matter	
3781	t	Tuwak 	NA	MGV	adj.	PROP.CONC	recent	
3782	t	Tvah 	NA	MGV	n.	OBJ.CONC	meaning	
3783	t	Tvai 	NA	MGV	v.	ACT.CONC	mean	
3784	t	Tvau 	NA	MGV	v.	ACT.CONC	swing	
3785	t	Tvaya 	NA	MGV	n.	OBJ.CONC	swing	
3786	t	Tvelkau 	NA	MGV	v.	ACT.CONC	tune (radio)	
3787	t	Tveshu 	NA	MGV	n.	OBJ.CONC	origin	
3788	t	Tvi-, Tvik 	NA	MGV	adj.	PROP.CONC	inner, interior, internal	
3789	t	Tvi-dash 	NA	MGV	n.	OBJ.CONC	internal injury	med.
3790	t	Tvi-ha-velik 	NA	MGV	adj.	PROP.CONC	in vivo	
3791	t	Tvi-kaluk 	NA	MGV	n.	OBJ.CONC	inner ear	anat.
3792	t	Tvi-kovtra 	NA	MGV	n.	OBJ.CONC	mantle	geol.
3793	t	Tvi-nafeklar 	NA	MGV	n.	OBJ.CONC	internal organs	anat.
3794	t	Tvi-samuyek 	NA	MGV	n.	OBJ.CONC	intercooler	
3795	t	Tvi-sau-pi'nafek 	NA	MGV	n.	OBJ.CONC	endocrine gland	anat.
3796	t	Tvi-sau-tal 	NA	MGV	n.	OBJ.CONC	endocrinology	study
3797	t	Tvi-sau-torektra 	NA	MGV	n.	OBJ.CONC	endocrine system	anat.
3798	t	Tvi-shal	NA	TGV	n.	OBJ.CONC	chamber, room, atrium	
3799	t	Tvi-shitik 	NA	MGV	adj.	PROP.CONC	in situ	med.
3800	t	Tvi-stukh 	NA	MGV	n.	OBJ.CONC	interstice	
3801	t	Tvi-sudefik 	NA	MGV	adj.	PROP.CONC	in utero	
3802	t	Tvi-sviribayek 	NA	MGV	n.	OBJ.CONC	intercom	
3803	t	Tvi-thro-svep 	NA	MGV	n.	OBJ.CONC	inner hatch	
3804	t	Tvi-tukh 	NA	MGV	n.	OBJ.CONC	endoplasm	
3805	t	Tvi-vulu 	NA	MGV	n.	OBJ.CONC	interior angle	
3806	t	Tvi-wek 	NA	MGV	n.	OBJ.CONC	interphase	
3807	t	Tvi-yontau-mishu 	NA	MGV	n.	OBJ.CONC	internal combustion engine	
3808	t	Tvi-zan-vel 	NA	MGV	n.	OBJ.CONC	endoscope	
3809	t	Tvi-zul 	NA	MGV	n.	OBJ.CONC	magma	
3810	t	Tvidon'es 	NA	MGV	n.	OBJ.CONC	enrichment	
3811	t	Tvidon-tor 	NA	MGV	v.	ACT.CONC	enrich	
3812	t	Tvihal	NA	MGV	n.	OBJ.CONC	chamber, room, atrium	
3813	t	Tvihanek 	NA	MGV	n.	OBJ.CONC	interface	
3814	t	Tviklachek 	NA	MGV	n.	OBJ.CONC	interlock	
3815	t	Tvimesau 	NA	MGV	v.	ACT.CONC	intersect	
3816	t	Tvimesaya 	NA	MGV	n.	OBJ.CONC	intersection	
3817	t	Tvisek 	NA	MGV	n.	OBJ.CONC	reflex	
3818	t	Tvitau 	NA	MGV	v.	ACT.CONC	line	
3819	t	Tvitaya 	NA	MGV	n.	OBJ.CONC	lining	
3820	t	Tviyan 	NA	MGV	n.	OBJ.CONC	core	
3821	u	U, U' 	NA	MGV	conj.	CONNECTOR	as	
3822	u	U'gal 	NA	MGV	n.	OBJ.CONC	electron	
3823	u	U'gal-glashaun 	NA	MGV	n.	OBJ.CONC	electron scanning	
3824	u	U'gal-ha'zehl 	NA	MGV	n.	OBJ.CONC	electron beam	
3825	u	U'gal-pohshek 	NA	MGV	n.	OBJ.CONC	electron gun	
3826	u	U'gal-salash 	NA	MGV	n.	OBJ.CONC	electron stream	
3827	u	U'gal-shivak 	NA	MGV	n.	OBJ.CONC	electron mass	
3828	u	U'gal-yumau-tal 	NA	MGV	n.	OBJ.CONC	electronics	study
3829	u	Ugalik numo-zan-vel 	NA	MGV	n.	OBJ.CONC	electron microscope	
3830	u	U'rak 	NA	MGV	n.	OBJ.CONC	negative (polarity)	
3831	u	Ub 	NA	MGV	n.	OBJ.CONC	dome	
3832	u	Udash|-| 	NA	MGV	adj.	PROP.CONC	cruel, mean, not nice (at all)	
3833	u	Uf 	NA	MGV	adv.	PREDIC.MOD	how	
3834	u	Ugau 	NA	MGV	v.	ACT.CONC	promise	
3835	u	Uk 	NA	MGV	n.	OBJ.CONC	digit (finger or toe)	anat.
3836	u	Ukhru-vishan 	NA	MGV	n.	OBJ.CONC	affair	
3837	u	Ukralau 	NA	MGV	v.	ACT.CONC	crawl	
3838	u	Ukraluk 	NA	MGV	n.	OBJ.CONC	reptile	
3839	u	Ul-wihka 	NA	MGV	n.	OBJ.CONC	hypothesis	
3840	u	Ulef 	NA	MGV	n.	OBJ.CONC	half	
3841	u	Ulidak 	NA	MGV	n.	OBJ.CONC	scarring	med.
3842	u	Ulidar 	NA	MGV	n.	OBJ.CONC	mark, scar	med.
3843	u	Ulidau 	NA	MGV	v.	ACT.CONC	mark, scar	med.
3844	u	Ulidau-glaribek 	NA	MGV	n.	OBJ.CONC	marker beacon	
3845	u	Ulidaya 	NA	MGV	n.	OBJ.CONC	marking	
3846	u	Ulidayek 	NA	MGV	n.	OBJ.CONC	marker buoy	
3847	u	Ulidek 	NA	MGV	n.	OBJ.CONC	marker	
3848	u	Um 	NA	MGV	n.	OBJ.CONC	tip, point	
3849	u	Un 	NA	MGV	n.	OBJ.CONC	digit	math.
3850	u	Ur 	NA	MGV	n.	OBJ.CONC	tunnel	
3851	u	Uralau 	NA	MGV	v.	ACT.CONC	sing	
3852	u	Uralausu 	NA	MGV	n.	OBJ.CONC	singer	
3853	u	Urgam 	NA	MGV	n.	OBJ.CONC	effort	
3854	u	Uroshal 	NA	MGV	n.	OBJ.CONC	farm	
3855	u	Uroshal-kelek 	NA	MGV	n.	OBJ.CONC	farmhouse	
3856	u	Uroshal-solektra 	NA	MGV	n.	OBJ.CONC	farmland	
3857	u	Uroshal-zupsu 	NA	MGV	n.	OBJ.CONC	farm hand, farm worker	
3858	u	Uroshalsu 	NA	MGV	n.	OBJ.CONC	farmer	
3859	u	Uroshitau 	NA	MGV	v.	ACT.CONC	farm	
3860	u	Uroshitausu 	NA	TGV	n.	OBJ.CONC	farmer	
3861	u	Urozh	NA	anc.	n.	OBJ.CONC	crop(s)	
3862	u	Ushek 	NA	MGV	n.	OBJ.CONC	basalt	
3863	u	Ushgul 	NA	MGV	n.	OBJ.CONC	a legendary werewolf-like being	myth.
3864	u	Utan 	NA	MGV	adj.	PROP.CONC	compassionate	
3865	u	Utan'es 	NA	MGV	n.	OBJ.CONC	compassion	
3866	u	Utvau 	NA	MGV	v.	ACT.CONC	reason	
3867	u	Uus 		MGV	n.	OBJ.CONC	icon	
3868	u	Uyed 	NA	MGV	n.	OBJ.CONC	emphatic particle (grammar)	ling.
3869	u	Uz 	NA	MGV	n.	OBJ.CONC	fee	
3870	u	Uzh|-| 	NA	MGV	adj.	PROP.CONC	new	
3871	u	Uzhau 	NA	MGV	v.	ACT.CONC	refresh, renew	
3872	v	V'hak	NA	anc.	n.	OBJ.CONC	elegy	
3873	v	V'Shar	NA	NGS	n.	OBJ.CONC	The Vulcan Security Force	Vulcan-specific term
3874	v	V'Tosh	NA	NGS	n.	OBJ.CONC	the people of Vulcan	Vulcan-specific term
3875	v	V'Tosh ka'tur	NA	NGS	n.	OBJ.CONC	Vulcans without logic	Vulcan-specific term
3876	v	Va'amau 	NA	MGV	v.	ACT.CONC	mimic	
3877	v	Va'asau 	NA	MGV	v.	ACT.CONC	copy	
3878	v	Va'ashiv 	NA	MGV	adv.	ACT.CONC.MOD	again	
3879	v	Va'num	NA	obs.	n.	OBJ.CONC	search	
3880	v	Va'prah 	NA	MGV	v.	ACT.CONC	replace	
3881	v	Vah 	NA	MGV	adj.	PROP.CONC	as (comparitive)	
3882	v	Vahl 	NA	MGV	v.	ACT.CONC	grant, bequeath	
3883	v	Vai 	NA	MGV	adj.	PROP.CONC	holy	
3884	v	Vaikar-, Vaikarik 	NA	MGV	adj.	PROP.CONC	devout	
3885	v	Vaikau 	NA	MGV	v.	ACT.CONC	devote	
3886	v	Vaikausu 	NA	MGV	n.	OBJ.CONC	devotee, fan	
3887	v	Vak-zehl 	NA	MGV	n.	OBJ.CONC	X-ray	med.
3888	v	Vakav'es 	NA	MGV	n.	OBJ.CONC	frequency	
3889	v	Vakav'es-fereikek 	NA	MGV	n.	OBJ.CONC	frequency synthesizer	
3890	v	Vakav'es-nakihtilaya 	NA	MGV	n.	OBJ.CONC	frequency modulation (FM)	
3891	v	Vakav'es-rushanek 	NA	MGV	n.	OBJ.CONC	frequency converter	
3892	v	Vakav'es-zhel 	NA	MGV	n.	OBJ.CONC	frequency band	
3893	v	Vakav-, Vakavik 	NA	MGV	adj.	PROP.CONC	frequent	
3894	v	Vakh-, Vakhik 	NA	MGV	adj.	PROP.CONC	bold	
3895	v	Vaksurik 	NA	MGV	adj.	PROP.CONC	beautiful	
3896	v	Val 	NA	MGV	n.	OBJ.CONC	chip	
3897	v	Valit 	NA	MGV	n.	OBJ.CONC	a Vulcan burrowing animal	Vulcan-specific term
3898	v	Vam 	NA	MGV	n.	OBJ.CONC	esteem	
3899	v	Van-kal	NA	anc.	n.	OBJ.CONC	ceremony	
3900	v	Van-razh 	NA	MGV	n.	OBJ.CONC	mine (shaft)	
3901	v	Van-tor 	NA	MGV	v.	ACT.CONC	mine, excavate, dig up	
3902	v	Van-tukh 	NA	MGV	n.	OBJ.CONC	ore	
3903	v	Vanu-, Vanuk 	NA	MGV	adj.	PROP.CONC	ceremonial	
3904	v	Var 	NA	MGV	n.	OBJ.CONC	tale, story	
3905	v	Var-tor 	NA	MGV	v.	ACT.CONC	tell (a story)	
3906	v	Varahmau 	NA	MGV	v.	ACT.CONC	address, speak directly to	
3907	v	Variben 	NA	MGV	v.	ACT.CONC	talk	
3908	v	Vas-tor 	NA	MGV	v.	ACT.CONC	relieve	
3909	v	Vash 	NA	MGV	n.	OBJ.CONC	terror	
3910	v	Vash-tor 	NA	MGV	v.	ACT.CONC	terrify	
3911	v	Vashau 	NA	MGV	v.	ACT.CONC	destroy	
3912	v	Vashaya 	NA	MGV	n.	OBJ.CONC	destruction	
3913	v	Vat 	NA	MGV	n.	OBJ.CONC	repository, temporary storage	
3914	v	Vath 	NA	MGV	adj.	SELEC.MOD	other	
3915	v	Vathru 	NA	MGV	adv.	ACT.CONC.MOD	otherwise	
3916	v	Vau-tukh 	NA	MGV	n.	OBJ.CONC	titanium	
3917	v	Vaukh 	NA	MGV	n.	OBJ.CONC	calf (leg)	anat.
