"FRST_LETTER"	"fse"	"vulcan"
"15062"	"t"	"Tantalite"	"t'khut|-tukh|-van"
"15063"	"t"	"Tantalum"	"t'khut-tukh"
"15064"	"t"	"Tap"	"masayuk(n., faucet); fnikuh(v., make a noise by hitting something)"
"15065"	"t"	"Tape(n.)"	"terzhel(adhesive strip); ralash-zhel(recording medium)"
"15066"	"t"	"Tape dispenser"	"terzhel-tanek"
"15067"	"t"	"Tape measure"	"zhel-thonek"
"15068"	"t"	"Tape recorder"	"ralash-zhel-vipladayek"
"15069"	"t"	"Taper"	"mihl(n.), mihl-tor(v.)"
"15070"	"t"	"Tapestry"	"temok-sai"
"15071"	"t"	"Tapetum"	"vek t'rikas-sa-nei"
"15072"	"t"	"Taphephobia"	"k'ha-visolektau-pthak"
"15073"	"t"	"Taphonomy(study)"	"pavesh-tal t'vesht-ha-vellar"
"15074"	"t"	"Tar(n.)"	"leralmin(TGV), ulm(MGV)"
"15075"	"t"	"Tar pit"	"leralmin-razh(TGV), ulm-razh(MGV)"
"15076"	"t"	"Tarantula"	"tuhrahnchuluh(VTW)"
"15077"	"t"	"Target"	"les(n.), les-tor(v.)"
"15078"	"t"	"Target angle"	"les-vulu"
"15079"	"t"	"Target weight"	"les-rasath"
"15080"	"t"	"Targeting sensor"	"les-kashek"
"15081"	"t"	"Targeting sweep"	"les-rafnashtaya"
"15082"	"t"	"Tarsal gland"	"bezhun-wein-pi'nafek"
"15083"	"t"	"Tart(pastry)"	"pi'torta"
"15084"	"t"	"Taser(n.)"	"kvihzek"
"15085"	"t"	"Task force"	"skrol-kebisutra"
"15086"	"t"	"Taste"	"zahvan(n.), zahv-tor(v.)"
"15087"	"t"	"Taste bud"	"zahvek"
"15088"	"t"	"Tattoo(n.)"	"wadi-tanaf"
"15089"	"t"	"Taupe(color)"	"khav-zhai-kur"
"15090"	"t"	"Tavern"	"naliveh-kel"
"15091"	"t"	"Tax(n.)"	"to'taluhvuhrg"
"15092"	"t"	"Tax assessor"	"to'taluhvuhrg-zamistanausu"
"15093"	"t"	"Tax collector"	"to'taluhvuhrg-tershausu"
"15094"	"t"	"Taxation"	"to'taluhsnem"
"15095"	"t"	"Taxi(cab)"	"vlitau-solektra-hali"
"15096"	"t"	"Taxon"	"ha-veltra"
"15097"	"t"	"Taxonomy"	"ha-veltra-tal"
"15098"	"t"	"Tea"	"tchai(Earth-style); theris-masu(Vulcan-style)"
"15099"	"t"	"Tea kettle"	"tchai-fal-tuhlek"
"15100"	"t"	"Teach"	"saven-tor"
"15101"	"t"	"Teacher"	"|o|savensu"
"15102"	"t"	"Teachings"	"savan-don-tak"
"15103"	"t"	"Teacher"	"|o|savensu"
"15104"	"t"	"Teal"	"yar-pla-kur(color); tiuhl(bird)"
"15105"	"t"	"Team(n.)"	"sutravek(people), fatravek(animals)"
"15106"	"t"	"Teapot"	"tchai-greindzh"
"15107"	"t"	"Tear(s)(n.)"	"bezhun-masu"
"15108"	"t"	"Tear drop"	"bezhun-masu-thek"
"15109"	"t"	"Tear duct"	"bezhun-masu-mev"
"15110"	"t"	"Tear gas"	"bezhun-mashaunik pa-tukh"
"15111"	"t"	"Teaspoon"	"tchai-floku"
"15112"	"t"	"Teat"	"thasek-gonaf"
"15113"	"t"	"Technetium"	"saran-tukh"
"15114"	"t"	"Technical"	"ek'mishu-, ek'mishupik"
"15115"	"t"	"Technician"	"tanel'mishek"
"15116"	"t"	"Techno music"	"ek'mish-ralash-tanaf"
"15117"	"t"	"Technology"	"ek'mishan"
"15118"	"t"	"Tectonic plate"	"solektra-dvun-math"
"15119"	"t"	"Tectonics"	"solektra-dvun-tal"
"15120"	"t"	"Teddy bear"	"tedi-ber"
"15121"	"t"	"Teenager"	"leh-ya'shakhuvsu"
"15122"	"t"	"Teething"	"zudaya"
"15123"	"t"	"Teflon tape"	"teflan-terzhel"
"15124"	"t"	"Tektite"	"makh-vihk"
"15125"	"t"	"Telegraph"	"raf-elakh-sviribayek"
"15126"	"t"	"Telegraph pole"	"lap t'raf-elakh-sviribayek"
"15127"	"t"	"Telegraph wire, Telegraph line"	"elakh t'raf-elakh-sviribayek"
"15128"	"t"	"Telegrapher, Telegraphist"	"raf-elakh-sviribausu"
"15129"	"t"	"Telegram"	"raf-elakh-skladan"
"15130"	"t"	"Telekinetic(n.)"	"irak-dvunsu"
"15131"	"t"	"Telekinesis"	"irak-dvunan"
"15132"	"t"	"Telemetry"	"irak-thonan"
"15133"	"t"	"Telepath"	"irak-nahansu"
"15134"	"t"	"Telepathy"	"irak-nahan"
"15135"	"t"	"Telephone(n.)"	"irak-varibek"
"15136"	"t"	"Telephone booth"	"irak-varibek-mapikel"
"15137"	"t"	"Telephone call"	"irak-varibek-vutaya"
"15138"	"t"	"Telephone pole"	"lap t'irak-varibek"
"15139"	"t"	"Telephone wire, Telephone line"	"elakh t'irak-varibek"
"15140"	"t"	"Teleport"	"hal'saudau"
"15141"	"t"	"Teleportation"	"hal'saudaya"
"15142"	"t"	"Telepresence"	"irak-tra-tash"
"15143"	"t"	"Telescope(n.)"	"irak-zan-vel"
"15144"	"t"	"Teletsunami"	"ir-khrash-pral(colloquial), ir-solektra-hutauk masutra-pral(sci.)"
"15145"	"t"	"Teletype"	"irak-mokezunek"
"15146"	"t"	"Television (TV)"	"irak-dvubikuvan |ID|"
"15147"	"t"	"Television broadcast"	"irak-dvubikuvan-sasaya"
"15148"	"t"	"Television camera"	"irak-dvubikuvan-glayek"
"15149"	"t"	"Television program"	"irak-dvubikuvan-glatumaya"
"15150"	"t"	"Television reporter"	"irak-dvubikuv-ro'ribetsu"
"15151"	"t"	"Television screen"	"irak-dvubikuvan-gluvayek"
"15152"	"t"	"Television set"	"irak-dvubikuvek"
"15153"	"t"	"Television station"	"irak-dvubikuv-laskat"
"15154"	"t"	"Tell"	"var-tor"
"15155"	"t"	"Tellarite"	"Tellarsu"
"15156"	"t"	"Tellurium"	"vnel-tukh"
"15157"	"t"	"Telocentric chromosome"	"shaht-toltra"
"15158"	"t"	"Temper(v., metal)"	"falkarau"
"15159"	"t"	"Temperature"	"falek'es"
"15160"	"t"	"Temple(building)"	"|suk-|shi'van-kal(ancient), |suk-|shi'kon(modern)"
"15161"	"t"	"Tempo(n.)"	"tor-dath(anc.)"
"15162"	"t"	"Temporal anomaly"	"wakiv-flekh'es"
"15163"	"t"	"Temporal field generator"	"wakiv-vunai-ferek"
"15164"	"t"	"Temporal narcosis"	"wakiv-ri'aret-nosh"
"15165"	"t"	"Temporal shield"	"wakiv-fo-dan"
"15166"	"t"	"Temporal transmitter"	"wakiv-sasayek"
"15167"	"t"	"Temporal transponder"	"wakiv-vavayek"
"15168"	"t"	"Temporary(adj.)"	"rikwon-, rikwonik"
"15169"	"t"	"Tempt"	"shabupotau"
"15170"	"t"	"Temptation"	"shabupotaya"
"15171"	"t"	"Ten"	"leh|kuh|"
"15172"	"t"	"Tenant"	"vlitau-ha'ausu"
"15173"	"t"	"Tend(care for)"	"palutunau"
"15174"	"t"	"Tender(adj.)"	"yos-, yosik"
"15175"	"t"	"Tenderizer"	"yosanayek"
"15176"	"t"	"Tendon"	"dvunek-tersayek"
"15177"	"t"	"Tendonitis"	"dvunek-tersayek-yonshaya"
"15178"	"t"	"Tenet"	"dvatai"
"15179"	"t"	"Tennis"	"rahket-dukal-torvukh"
"15180"	"t"	"Tennis ball"	"dukal t'rahket-dukal-torvukh"
"15181"	"t"	"Tennis court"	"mav-tol t'rahket-dukal-torvukh"
"15182"	"t"	"Tennis player"	"mavausu t'rahket-dukal-torvukh"
"15183"	"t"	"Tennis racket"	"rahket t'rahket-dukal-torvukh"
"15184"	"t"	"Tennis shoe"	"ash'el t'rahket-dukal-torvukh"
"15185"	"t"	"Tenodynia"	"dvunek-tersayek-kusut"
"15186"	"t"	"Tenon"	"valk"
"15187"	"t"	"Tenor"	"tenor-, tenorik(adj.); tenor(person)"
"15188"	"t"	"Tense"	"sebast-, sebastik(adj.); wis(n., linguistics)"
"15189"	"t"	"Tension"	"sebastak"
"15190"	"t"	"Tensioner"	"sebastek"
"15191"	"t"	"Tent(n.)"	"sai-kel"
"15192"	"t"	"Tentacle"	"riyeht-kar"
"15193"	"t"	"Tenth(adj.)"	"lehr-, lehrik"
"15194"	"t"	"Tepee, Tipi"	"ikun-wadi-kel"
"15195"	"t"	"Tephra"	"sadakhal-zul-tukh"
"15196"	"t"	"Terabyte"	"lehmoh-feivek"
"15197"	"t"	"Teratogenic coolant"	"stislak-samuyau-tukh"
"15198"	"t"	"Terbium"	"valsh-tukh"
"15199"	"t"	"Term(n.)"	"zhil"
"15200"	"t"	"Terminal(n.)"	"raflehk(battery); tremuhralehk(jewelry)"
"15201"	"t"	"Terminate"	"ek'shahtau"
"15202"	"t"	"Termination"	"ek'shahtaya"
"15203"	"t"	"Terminator"	"ek'shahtausu"
"15204"	"t"	"Terminology"	"zhilikam"
"15205"	"t"	"Ternary fission"	"nala-rehsaya"
"15206"	"t"	"Terrace"	"nef"
"15207"	"t"	"Terracotta(n.)"	"solkrizh'vi"
"15208"	"t"	"Terraform"	"ha'kiv-yehat-mesuvulau |ek'tra|"
"15209"	"t"	"Terraforming"	"ha'kiv-yehat-mesuvulaya |ek'tra|"
"15210"	"t"	"Terrestrial planet"	"Terra-kahk-ek'tra"
"15211"	"t"	"Terricolous"	"fi-solek-to'ovauk"
"15212"	"t"	"Terrier"	"wizhitaufa"
"15213"	"t"	"Terrified(adj.)"	"vashal-, vashalik"
"15214"	"t"	"Terrify"	"vash-tor"
"15215"	"t"	"Terrifying"	"vashyan-, vashyanik"
"15216"	"t"	"Territory"	"tsokal"
"15217"	"t"	"Terror"	"vash"
"15218"	"t"	"Terrorism"	"vash-tor'es"
"15219"	"t"	"Terrorist"	"vash-torsu"
"15220"	"t"	"Tertiary Period"	"Rehr-Tuwakik Wak-Krus |t'Terra|"
"15221"	"t"	"Tesseract"	"maweh-sheh-muk"
"15222"	"t"	"Test"	"nisan(n.); nis-tor(v.)"
"15223"	"t"	"Test animal"	"nis-aushfa"
"15224"	"t"	"Test audience"	"nis-glantautra"
"15225"	"t"	"Test flight"	"nis-hashalan"
"15226"	"t"	"Test pattern"	"nis-nel-dath"
"15227"	"t"	"Test pilot"	"nis-hashsu"
"15228"	"t"	"Test stand"	"nis-skaf"
"15229"	"t"	"Test subject(person)"	"nis-veh"
"15230"	"t"	"Testa"	"nei-wein"
"15231"	"t"	"Testament"	"stardvayan"
"15232"	"t"	"Tester"	"nisek(device); nissu(person)"
"15233"	"t"	"Testicular cancer"	"sakal-rasahtra"
"15234"	"t"	"Testing(n.)"	"nisyan"
"15235"	"t"	"Testis"	"sakal"
"15236"	"t"	"Testosterone"	"sa-dau-tukh"
"15237"	"t"	"Tether(n.)"	"elsaku"
"15238"	"t"	"Tether coupling"	"elsaku-tersayek"
"15239"	"t"	"Tetradecagon"	"keh-leh-vla"
"15240"	"t"	"Tetradecahedron"	"keh-leh-muk"
"15241"	"t"	"Tetragon"	"keh-vla"
"15242"	"t"	"Tetragram"	"keh-sfek-yel"
"15243"	"t"	"Tetrahedron"	"keh-muk"
"15244"	"t"	"Tetrahexahedron"	"keh-sheh-muk"
"15245"	"t"	"Tetrakaidecagon"	"leh-keh-vla"
"15246"	"t"	"Tetrakaidecahedron"	"leh-keh-muk"
"15247"	"t"	"Tetramer"	"keh-ketek"
"15248"	"t"	"Tetramerous"	"keh-krusik"
"15249"	"t"	"Text"	"kitutra"
"15250"	"t"	"Textbook"	"oren-dunap"
"15251"	"t"	"Textile"	"sail"
"15252"	"t"	"Textile mill"	"sail-zhuk-om"
"15253"	"t"	"Textile worker"	"sail-zupsu"
"15254"	"t"	"Texture"	"lef'es"
"15255"	"t"	"Thalamus"	"zhaitra"
"15256"	"t"	"Thallium"	"yad-tukh"
"15257"	"t"	"Thallophyte"	"rinatilau-kastik"
"15258"	"t"	"Thallose"	"rinatilau-kasik"
"15259"	"t"	"Thallus"	"rinatilau-vukhut"
"15260"	"t"	"Than"	"do"
"15261"	"t"	"Thanar Sea"	"Masutra t'Thanar"
"15262"	"t"	"Thank(v.)"	"itaren"
"15263"	"t"	"Thankful"	"itar-bosh|-|"
"15264"	"t"	"Thanksgiving"	"Thahnks'gihving |Itaren-Tan-Toran|"
"15265"	"t"	"That"	"ish(adj., adv.); ta(conj., pron.)"
"15266"	"t"	"That one"	"ish-veh"
"15267"	"t"	"Thatched roof"	"yaral-kamu"
"15268"	"t"	"Thatcher"	"kamu-yarausu"
"15269"	"t"	"Thaw"	"aklimtaya(n.), aklimtau(v.)"
"15270"	"t"	"Theater, Theatre"	"shi'torperan"
"15271"	"t"	"Theft"	"vazgaya"
"15272"	"t"	"Thelarche"	"thak-storau-palikaya"
"15273"	"t"	"Them"	"au"
"15274"	"t"	"Then"	"thu(adv.); yi(n.)"
"15275"	"t"	"Theology"	"odva-tal"
"15276"	"t"	"Theorem"	"kek'yed(anc.)"
"15277"	"t"	"Theory"	"wihka"
"15278"	"t"	"Therapist"	"ben-gunsu"
"15279"	"t"	"Therapy"	"ben-gun"
"15280"	"t"	"There"	"tra, tra'"
"15281"	"t"	"Thermal biology"	"falek-ha-ek'torek"
"15282"	"t"	"Thermal conductivity"	"falek-spa'es"
"15283"	"t"	"Thermal expansion"	"falek-sa'ovaya"
"15284"	"t"	"Thermal guidance sensor"	"falek-kakhartau-kashek"
"15285"	"t"	"Thermal imaging camera"	"falek-glakuvau-glayek"
"15286"	"t"	"Thermal insulation"	"falek-falfosh"
"15287"	"t"	"Thermal resistance"	"falek-tehnaya"
"15288"	"t"	"Thermal shock"	"falek-kolaya"
"15289"	"t"	"Thermalgesia"	"safalek-kusut|-nosh|"
"15290"	"t"	"Thermocline"	"masu-falek-tin"
"15291"	"t"	"Thermocouple"	"falek-mokrubabek"
"15292"	"t"	"Thermoduric"	"falek-rishupik"
"15293"	"t"	"Thermodynamics"	"|ek'|falek-tal"
"15294"	"t"	"Thermographic scan"	"falek-besan-glashaya"
"15295"	"t"	"Thermographic scanner"	"falek-besan-glashayek"
"15296"	"t"	"Thermometer"	"falek'es-thonek"
"15297"	"t"	"Thermophile"	"falek'es-ashausu"
"15298"	"t"	"Thermosphere"	"si-falek-ek'shal"
"15299"	"t"	"Thermostat"	"falek'es-dvelek"
"15300"	"t"	"These"	"aifa"
"15301"	"t"	"They"	"au"
"15302"	"t"	"Thiamine"	"wuh-bin-tukh"
"15303"	"t"	"Thick(adj.)"	"bali|-|"
"15304"	"t"	"Thicker(adj.)"	"weh-bali|-|"
"15305"	"t"	"Thickest(adj.)"	"dan-bali|-|"
"15306"	"t"	"Thicket"	"pi'laptra"
"15307"	"t"	"Thickness"	"bali'es"
"15308"	"t"	"Thief"	"vazgausu"
"15309"	"t"	"Thigh"	"abru-mal"
"15310"	"t"	"Thighbone"	"abru-mal-hinek"
"15311"	"t"	"Thigmotaxis"	"esta-sadvun"
"15312"	"t"	"Thimble"	"kaur-ozh-paklash"
"15313"	"t"	"Thin"	"wonil|-|(adj.); wonil-tor(v.)"
"15314"	"t"	"Thing"	"vel"
"15315"	"t"	"Think(v.)"	"nah-tor"
"15316"	"t"	"Thinner(adj.)"	"weh-wonil|-|"
"15317"	"t"	"Thinnest(adj.)"	"dan-wonil|-|"
"15318"	"t"	"Third"	"rehr-, reh'rak(adj.); reh'veh(n.)"
"15319"	"t"	"Thirteen"	"leh-reh; leh-reh-"
"15320"	"t"	"Thirteenth"	"leh-rehr-, leh-reh'rak(adj.); leh-reh'veh(n.)"
"15321"	"t"	"Thirtieth"	"reh-lehr-, reh-leh'rak(adj.); reh-leh'veh(n.)"
"15322"	"t"	"Thirty"	"reh-leh; reh-leh-"
"15323"	"t"	"Thirty-second note"	"reh-leh dah'nuk-pitoh"
"15324"	"t"	"35mm camera"	"35-milimeterik glayek"
"15325"	"t"	"Thirst(n.)"	"mag"
"15326"	"t"	"Thirsty"	"k'mag(TGV), mag-bosh(MGV)"
"15327"	"t"	"This"	"nash"
"15328"	"t"	"This here"	"fasei"
"15329"	"t"	"This one"	"nash-veh"
"15330"	"t"	"This very one"	"fasei"
"15331"	"t"	"Thoracic medicine"	"tuf-has-tal"
"15332"	"t"	"Thoracic nerve"	"tuf-wel"
"15333"	"t"	"Thoracic vertebra"	"abu-pla'dor-hinek"
"15334"	"t"	"Thoracocentesis"	"tuf-masu-nisan"
"15335"	"t"	"Thorax"	"tuf"
"15336"	"t"	"Thorium"	"bogush-tukh"
"15337"	"t"	"Thorn"	"kaslisfek"
"15338"	"t"	"Thoron"	"thor'gal"
"15339"	"t"	"Thoron particle-beam rifle"	"kar-pohshayek t'thor'galik pi'gal-zehl"
"15340"	"t"	"Thoron shock emitter"	"thor'gal-kolau-sayek"
"15341"	"t"	"Thoroughfare"	"hal-yut"
"15342"	"t"	"Those"	"eifa"
"15343"	"t"	"Though"	"yed"
"15344"	"t"	"Thought(s)"	"nahp(anc.)"
"15345"	"t"	"Thousand"	"leh-teh; leh-teh-"
"15346"	"t"	"Thread"	"og-elakh(n.); vi'elakhau(v.)"
"15347"	"t"	"Threat"	"nan"
"15348"	"t"	"Threaten"	"nan-tor"
"15349"	"t"	"Threatened(adj.)"	"nanal-, nanalik"
"15350"	"t"	"Three"	"reh|kuh|; reh-"
"15351"	"t"	"Three-dimensional"	"reh-retuka-, reh-retukaik"
"15352"	"t"	"Threshold"	"svepihk"
"15353"	"t"	"Throat(n.)"	"drahk"
"15354"	"t"	"Throb"	"gaya(n.), gau(v.)"
"15355"	"t"	"Thrombectomy"	"khaf-vihk-snem"
"15356"	"t"	"Thrombocyte"	"vihk-nala"
"15357"	"t"	"Thrombocytosis"	"wehk-nosh t'vihk-nalalar"
"15358"	"t"	"Thrombus"	"shi-klotau-vel"
"15359"	"t"	"Throne"	"ofulag-ku-san"
"15360"	"t"	"Throne room"	"shi'ofulag-ku-san"
"15361"	"t"	"Throttle(n.)"	"threshyu-tashek"
"15362"	"t"	"Throttle down(v.)"	"nuthresha"
"15363"	"t"	"Throttle up(v.)"	"abuthresha"
"15364"	"t"	"Through(prep.)"	"fna'; k'kvai(TGV only, rare); bai'(TGV only, rare)"
"15365"	"t"	"Through which"	"k'kvai'ei(TGV), k'kvayei(MGV)"
"15366"	"t"	"Throw"	"lehm(n.), lehm-tor(v.)"
"15367"	"t"	"Throw up(vomit)"	"pluhk-tor"
"15368"	"t"	"Throwing knife"	"lehm-lipau"
"15369"	"t"	"Thrust"	"kwit(n.), kwit-tor(v.)"
"15370"	"t"	"Thrust chamber"	"kwit-tvi-shal"
"15371"	"t"	"Thrust decay"	"kwit-nehaya"
"15372"	"t"	"Thrust equalizer"	"kwit-kaikayek"
"15373"	"t"	"Thrust fault"	"kwit-dvun-zehl"
"15374"	"t"	"Thrust generator"	"kwit-ferek"
"15375"	"t"	"Thrust initiator"	"kwit-palikayek"
"15376"	"t"	"Thrust plate"	"kwit-math"
"15377"	"t"	"Thruster"	"kwitek"
"15378"	"t"	"Thruster array"	"kwitek-zehlaya"
"15379"	"t"	"Thruster pack"	"su-kwitek"
"15380"	"t"	"Thruster suit"	"kwitek-saikhut"
"15381"	"t"	"Thulium"	"irhin-tukh"
"15382"	"t"	"Thumb(n.)"	"kaur-ozh"
"15383"	"t"	"Thumbprint"	"kaur-ozhidar"
"15384"	"t"	"Thumbprint scanner"	"kaur-ozhidar-glashayek"
"15385"	"t"	"Thumbscrew"	"kaur-ozh-dwuhrk"
"15386"	"t"	"Thump"	"vluhdaya(n.), vluhdau(v.)"
"15387"	"t"	"Thunder"	"rahm(n.), rahm-tor(v.)"
"15388"	"t"	"Thunderbolt"	"rahm-tevul"
"15389"	"t"	"Thunderstorm"	"rahm-sahriv"
"15390"	"t"	"Thursday"	"Thuhrz'dei"
"15391"	"t"	"Thymus"	"tuf-pi'nafek"
"15392"	"t"	"Thyroid gland"	"drahk-pi'nafek"
"15393"	"t"	"Tiara"	"pi-tarkiv"
"15394"	"t"	"Tibia"	"ne-mal-hinek"
"15395"	"t"	"Ticket(n.)"	"fabedun(concert, movie, etc.); faudun(airline, subway, train, etc.); tehnodun(police citation)"
"15396"	"t"	"Ticket(n.)"	"fabedun"
"15397"	"t"	"Ticket booth"	"fabedun-mapikel"
"15398"	"t"	"Ticket taker"	"fabedun-nemsu"
"15399"	"t"	"Tickle"	"hi'ilaya(n.), hi'ilau(v.)"
"15400"	"t"	"Tidal current"	"mashen-pilash"
"15401"	"t"	"Tidal flat"	"mashen-eiktra"
"15402"	"t"	"\"Tidal wave\""	"khrash-pral(colloquial), solektra-hutauk masutra-pral(scientific)"
"15403"	"t"	"Tide(n.)"	"mashen(ancient contraction of \"masu-shen\")"
"15404"	"t"	"Tie"	"skor-tor(v., knot/lace); ne-tuhs-zeh(n., railroad)"
"15405"	"t"	"Tie down"	"nuskor-tor"
"15406"	"t"	"Tie up"	"paskor-tor"
"15407"	"t"	"Tight(adj.)"	"wuf-, wufik"
"15408"	"t"	"Tighten"	"wufkau"
"15409"	"t"	"Tightener"	"wufkayek"
"15410"	"t"	"Tighter(adj.)"	"weh-wuf-, weh-wufik"
"15411"	"t"	"Tightest(adj.)"	"dan-wuf-, dan-wufik"
"15412"	"t"	"Tights"	"wuf-mal-weinu"
"15413"	"t"	"Tile(n.)"	"kulk"
"15414"	"t"	"Tiller(boat)"	"lahrn-el'rek"
"15415"	"t"	"Tilt"	"ayaya(n.), ayau(v.)"
"15416"	"t"	"Tilth"	"sokasitau-solek-nosh"
"15417"	"t"	"Tiltmeter"	"ayau-thonek"
"15418"	"t"	"Tiltrotor"	"ayau-datayek-hali"
"15419"	"t"	"Timber(material)"	"lap-tukh"
"15420"	"t"	"Time(n.)"	"wak"
"15421"	"t"	"Time capsule"	"vokaya-wak-natuhn"
"15422"	"t"	"Time clock"	"shi'ar'kadan-wak-vel"
"15423"	"t"	"Time machine"	"wak-mish-vel"
"15424"	"t"	"Time travel"	"wak-halovaya"
"15425"	"t"	"Time traveler"	"wak-halovausu"
"15426"	"t"	"Timeline"	"wak-zehl"
"15427"	"t"	"Timepiece"	"wak-vel"
"15428"	"t"	"Timer"	"wakek(device); waksu, wak-potausu(person)"
"15429"	"t"	"Tin"	"zhai-tukh"
"15430"	"t"	"Tine"	"zunn"
"15431"	"t"	"Tinfoil(n.)"	"zhai-tukh-thalv"
"15432"	"t"	"Tinker(n.)"	"fas-greink-teslausu"
"15433"	"t"	"Tinnitus"	"kaluk-kusan"
"15434"	"t"	"Tinsmith"	"zhai-tukh-zupsu"
"15435"	"t"	"Tip(n.)"	"um"
"15436"	"t"	"Tire"	"kleimalek(n.); zung-tor(v.)"
"15437"	"t"	"Tired"	"k'zung(TGV), zung-bosh|-|(MGV)"
"15438"	"t"	"Tissue(biol., med.)"	"nalatra"
"15439"	"t"	"Tissue paper"	"ma'wonil-dun"
"15440"	"t"	"Tissue regenerator"	"nalatra-vaferek"
"15441"	"t"	"Titanium"	"vau-tukh"
"15442"	"t"	"Tithe"	"lehr-tanan(n.), lehr-tan-tor(v.)"
"15443"	"t"	"Title(n.)"	"pid-ahm"
"15444"	"t"	"Toast(bread, etc.)"	"faskhaval-kap-fnaneshat(n.); faskhavau(v.)"
"15445"	"t"	"Toaster"	"faskhavayek"
"15446"	"t"	"Tobacco"	"tuh'bahko"
"15447"	"t"	"Today"	"nash-gad"
"15448"	"t"	"Toe(n.)"	"gof"
"15449"	"t"	"Toenail"	"gof-felu"
"15450"	"t"	"Toenail clippers"	"gof-felu-penneshek"
"15451"	"t"	"Together"	"teretuhr(anc.)"
"15452"	"t"	"Toilet"	"snem-razhek"
"15453"	"t"	"Tolerance"	"wivel'es"
"15454"	"t"	"Tolerate"	"wivelau"
"15455"	"t"	"Tomahawk"	"tamuh'haak(VTW)"
"15456"	"t"	"Tomato"	"tomeito"
"15457"	"t"	"Tomato juice"	"tomeito-masu"
"15458"	"t"	"Tomato ketchup, Tomato catsup"	"tomeito-kamun"
"15459"	"t"	"Tomato paste"	"tomeito-mosmunuk"
"15460"	"t"	"Tomato sauce"	"tomeito-mun"
"15461"	"t"	"Tomb"	"brag"
"15462"	"t"	"Tomb builder"	"brag-torvausu"
"15463"	"t"	"Tomb robber"	"brag-snikausu"
"15464"	"t"	"Tombstone"	"brag-ulidek"
"15465"	"t"	"Tomorrow"	"fa-gad"
"15466"	"t"	"Tone(n.)"	"molu(sound); rovukhid(physical condition)"
"15467"	"t"	"Tongs"	"el'abrashayek"
"15468"	"t"	"Tongue(n.)"	"lahv"
"15469"	"t"	"Tonsilectomy"	"snem t'drahk-pi'nafeklar"
"15470"	"t"	"Tonsilitis"	"yonshaya t'drahk-pi'nafeklar"
"15471"	"t"	"Tonsils"	"drahk-pi'nafeklar"
"15472"	"t"	"Too"	"isha(also); nuh'(adv.)"
"15473"	"t"	"Too busy"	"nuh'toranik"
"15474"	"t"	"Too few"	"nuh'zamik"
"15475"	"t"	"Too many"	"nuh'wehk"
"15476"	"t"	"Too much"	"nuh'mau"
"15477"	"t"	"Too often"	"nuh'k'ashiv"
"15478"	"t"	"Too seldom"	"nuh'riwehat"
"15479"	"t"	"Tool(n.)"	"raul"
"15480"	"t"	"Toolbox"	"raul-natuhn"
"15481"	"t"	"Toolmaker"	"raul-torsu"
"15482"	"t"	"Tooth"	"zud"
"15483"	"t"	"Toothache"	"zud-sut"
"15484"	"t"	"Toothbrush"	"zud-achut"
"15485"	"t"	"Toothpaste"	"zud-pu-tukh"
"15486"	"t"	"Toothpick"	"zud-mapi'fek"
"15487"	"t"	"Top(n.)"	"fik(uppermost part); abu-sai-vel(clothing)"
"15488"	"t"	"Top-heavy(adj.)"	"fik-rasathal-, fik-rasathalik"
"15489"	"t"	"Top secret(adj.)"	"fik-tsat-, fik-tsatik"
"15490"	"t"	"Topaz"	"gorm-khush"
"15491"	"t"	"Topgallant mast"	"rehr-lap"
"15492"	"t"	"Topgallant sail"	"rehr-mashalo-thalv"
"15493"	"t"	"Topiary"	"shid-zupal-kastik"
"15494"	"t"	"Topmast"	"dahr-lap"
"15495"	"t"	"Topographer"	"ek'satin-besausu"
"15496"	"t"	"Topographic map"	"ek'satin-besan"
"15497"	"t"	"Topography"	"ek'satin"
"15498"	"t"	"Topping lift"	"abufik-elakh"
"15499"	"t"	"Topsail"	"dahr-mashalo-thalv"
"15500"	"t"	"Topsoil"	"skonn-solek"
"15501"	"t"	"Tor"	"fnehk"
"15502"	"t"	"Torch(n., open flame)"	"yon-fek"
"15503"	"t"	"Tornado"	"da-eshu'a(TGV), igen-dayek(MGV)"
"15504"	"t"	"Tornado damage"	"da-eshu'a-zakar(TGV), igen-dayek-zakar(MGV)"
"15505"	"t"	"Tornado warning"	"da-eshu'a-vikaya(TGV), igen-dayek-vikaya(MGV)"
"15506"	"t"	"Tornado watch"	"da-eshu'a-glantaya(TGV), igen-dayek-glantaya(MGV)"
"15507"	"t"	"Torpedo(n.)"	"lushun"
"15508"	"t"	"Torpedo tube"	"lushun-mev"
"15509"	"t"	"Torpedoman"	"lushunsu"
"15510"	"t"	"Torque(n.)"	"danseshaya"
"15511"	"t"	"Torque converter"	"danseshau-rushanek"
"15512"	"t"	"Torque wrench"	"danseshau-mish-raul"
"15513"	"t"	"Torture"	"agreibaya(n.), agreibau(v.)"
"15514"	"t"	"Torus"	"kap-kuv"
"15515"	"t"	"Toss"	"lehm(n.), lehm-tor(v.)"
"15516"	"t"	"Total"	"ovsotuhl(adj.); ovus(n.); ovsotu(v.)"
"15517"	"t"	"Totalitarian"	"ovsotashan-, ovsotashanik"
"15518"	"t"	"Totem"	"|pi'|maat-aushfebihk(animal), |pi'|maat-sehtebihk(object)"
"15519"	"t"	"Totem pole"	"|pi'|maat-aushfebihk-fek"
