"FRST_LETTER"	"vulcan"	"pronunciation"	"variety"	"fse"	"domain"
"3280"	"s"	"Stukh "	NA	"MGV"	" "	"outer"
"3281"	"s"	"Stukh-hali "	NA	"MGV"	" spacecraft, spaceship"	NA
"3282"	"s"	"Stukh-hash "	NA	"MGV"	" spaceflight"	NA
"3283"	"s"	"Stukh-laskat "	NA	"MGV"	" space station"	NA
"3284"	"s"	"Stukh-saikhut "	NA	"MGV"	" spacesuit"	NA
"3285"	"s"	"Stukh-shan-hali "	NA	"MGV"	" space shuttle"	NA
"3286"	"s"	"Stukhtra "	NA	"MGV"	" universe"	NA
"3287"	"s"	"Su'el-tor "	NA	"MGV"	" emancipate"	NA
"3288"	"s"	"Su'elan "	NA	"MGV"	" emancipation"	NA
"3289"	"s"	"Su'elsu "	NA	"MGV"	" emancipator"	NA
"3290"	"s"	"Su'us "	NA	"MGV"	" number"	"n."
"3291"	"s"	"Su-lak "	NA	"MGV"	" third party"	"person"
"3292"	"s"	"Su-plisek "	NA	"MGV"	" hang glider"	NA
"3293"	"s"	"Sudef "	NA	"MGV"	" womb, uterus"	NA
"3294"	"s"	"Sudef t'Yon "	NA	"MGV"	" \"The Womb of Fire\""	NA
"3295"	"s"	"Sufnuvau "	NA	"MGV"	" abhor, detest, loathe"	NA
"3296"	"s"	"Suk, Suk' "	NA	"MGV"	" big, large"	NA
"3297"	"s"	"Suk-payon "	NA	"MGV"	" inferno"	NA
"3298"	"s"	"Sukhlop "	NA	"MGV"	" statue"	NA
"3299"	"s"	"Sunil"	NA	"anc."	" pan"	"n."
"3300"	"s"	"Sura'Kahr "	NA	"MGV"	" a Vulcan city"	NA
"3301"	"s"	"Sut "	NA	"MGV"	" ache"	"n."
"3302"	"s"	"Sutor-, Sutorik "	NA	"MGV"	" artificial"	NA
"3303"	"s"	"Sutor-aikum "	NA	"MGV"	" artificial satellite"	NA
"3304"	"s"	"Sutor-kash-tok'es "	NA	"MGV"	" artificial intelligence "	"AI"
"3305"	"s"	"Sutor-nu-seshan "	NA	"MGV"	" artificial gravity"	NA
"3306"	"s"	"Sutorik kapol-nafek "	NA	"MGV"	" artificial kidney"	NA
"3307"	"s"	"Sutorik khaf-spol "	NA	"MGV"	" artificial heart"	NA
"3308"	"s"	"Sutorik sa-neitaya "	NA	"MGV"	" artificial insemination"	NA
"3309"	"s"	"Sutra "	NA	"MGV"	" crew, staff, faculty"	NA
"3310"	"s"	"Sutravek "	NA	"MGV"	" team"	"n."
"3311"	"s"	"Suus Mahna"	NA	"anc."	" a Vulcan martial art discipline which takes years to master"	NA
"3312"	"s"	"Suyu "	NA	"MGV"	" crew, faculty, personnel"	NA
"3313"	"s"	"Sva' "	NA	"MGV"	" between"	"prep."
"3314"	"s"	"Svai "	NA	"MGV"	" flower"	"n."
"3315"	"s"	"Svai-zehlausu "	NA	"MGV"	" floral arranger"	NA
"3316"	"s"	"Svai-zhuksu "	NA	"MGV"	" florist"	NA
"3317"	"s"	"Svail "	NA	"MGV"	" fragrance"	NA
"3318"	"s"	"Svailik "	NA	"MGV"	" fragrant"	NA
"3319"	"s"	"Sval "	NA	"MGV"	" lesion"	NA
"3320"	"s"	"Svekh "	NA	"MGV"	" cartridge"	NA
"3321"	"s"	"Svep "	NA	"MGV"	" door"	NA
"3322"	"s"	"Svi' "	NA	"MGV"	" among, in "	"the midst of"
"3323"	"s"	"Svi'udish "	NA	"MGV"	" inside, internal"	NA
"3324"	"s"	"Svi-shau "	NA	"MGV"	" interrupt"	NA
"3325"	"s"	"Svi-tor "	NA	"MGV"	" enter"	NA
"3326"	"s"	"Svi-wak "	NA	"MGV"	" interval"	NA
"3327"	"s"	"Svik-tor "	NA	"MGV"	" betray"	NA
"3328"	"s"	"Svitan "	NA	"MGV"	" center, middle, core"	NA
"3329"	"s"	"Svitasunezh "	NA	"MGV"	" club, group, association, membership"	NA
"3330"	"s"	"Svizh-tor "	NA	"MGV"	" pause"	"v."
"3331"	"s"	"Swana "	NA	"MGV"	" a rare and precious item"	NA
"3332"	"t"	"T'an"	NA	"anc."	" rod used in kal-toh puzzle"	NA
"3333"	"t"	"T'dahsu "	NA	"MGV"	" twin"	NA
"3334"	"t"	"T'forti "	NA	"MGV"	" finally"	NA
"3335"	"t"	"T'hai'la"	NA	"NGS"	" \"t'hy'la\", someone like a brother, very close/intimate friend, lover"	NA
"3336"	"t"	"T'kausu "	NA	"MGV"	" quintuplet"	NA
"3337"	"t"	"T'kehsu "	NA	"MGV"	" quadruplet"	NA
"3338"	"t"	"T'Khasi "	NA	"MGV"	" the native name for the Vulcan homeworld"	NA
"3339"	"t"	"T'Khut "	NA	"MGV"	" a name for the twin world of T'Khasi"	NA
"3340"	"t"	"T'Lai-tukh "	NA	"MGV"	" zirconium"	NA
"3341"	"t"	"T'Lokan "	NA	"MGV"	"see \"Sadahshaya t'Lokan\""	NA
"3342"	"t"	"T'rehsu "	NA	"MGV"	" triplet"	NA
"3343"	"t"	"T'Rukh "	NA	"MGV"	" a name for the twin world of T'Khasi"	NA
"3344"	"t"	"T'Rukhemai "	NA	"MGV"	" a name for T'Rukh's moon"	NA
"3345"	"t"	"T'san s'at"	NA	"NGS"	" a process of eliminating emotions"	NA
"3346"	"t"	"T'shehsu "	NA	"MGV"	" sextuplet"	NA
"3347"	"t"	"T'stehsu "	NA	"MGV"	" septuplet"	NA
"3348"	"t"	"Ta"	NA	"MGV"	" that, which, who"	"not a question word"
"3349"	"t"	"Ta'a"	NA	"anc."	" \"taal\", traditional Vulcan hand salute"	NA
"3350"	"t"	"Ta'an"	NA	"anc."	" a very valuable gift"	NA
"3351"	"t"	"Ta'bek "	NA	"MGV"	" drug"	"n."
"3352"	"t"	"Ta'gal "	NA	"MGV"	" neutron"	NA
"3353"	"t"	"Ta'raf "	NA	"MGV"	" neutral"	NA
"3354"	"t"	"Ta'Valsh "	NA	"MGV"	" an ancient Vulcan port facility"	NA
"3355"	"t"	"Tab-ma"	NA	"anc."	" late"	NA
"3356"	"t"	"Tabakau "	NA	"MGV"	" regain"	NA
"3357"	"t"	"Tadek-adir"	NA	"anc."	" absent"	NA
"3358"	"t"	"Taflau "	NA	"MGV"	" punish"	NA
"3359"	"t"	"Taflaya "	NA	"MGV"	" punishment"	NA
"3360"	"t"	"Tah|-| "	NA	"MGV"	" unobtainable"	NA
"3361"	"t"	"Tahal|-| "	NA	"MGV"	" light"	"weight"
"3362"	"t"	"Tahal-tukh "	NA	"MGV"	" helium"	NA
"3363"	"t"	"Tahmoh "	NA	"MGV"	" resolution"	NA
"3364"	"t"	"Tahsin-, Tahsinik "	NA	"MGV"	" intransigent, uncompromising"	NA
"3365"	"t"	"Taik "	NA	"MGV"	" hat, cap"	NA
"3366"	"t"	"Taik-luk "	NA	"MGV"	" mushroom"	NA
"3367"	"t"	"Takau "	NA	"MGV"	" beckon"	NA
"3368"	"t"	"Takov|-| "	NA	"MGV"	" pretty"	NA
"3369"	"t"	"Takurek "	NA	"MGV"	" prism"	NA
"3370"	"t"	"Tal t'li"	NA	"anc."	" first meditation of adult training"	NA
"3371"	"t"	"Tal'oth"	NA	"NGS"	" Vulcan young adult desert survival ritual"	NA
"3372"	"t"	"Tal-kam "	NA	"MGV"	" dear"	NA
"3373"	"t"	"Tal-muv "	NA	"MGV"	" key"	"n."
"3374"	"t"	"Tal-tor "	NA	"MGV"	" find, discover"	NA
"3375"	"t"	"Tala "	NA	"MGV"	" value"	"n."
"3376"	"t"	"Talal "	NA	"MGV"	" find, discovery"	NA
"3377"	"t"	"Talash-, Talashik "	NA	"MGV"	" logarithmic"	NA
"3378"	"t"	"Talash-ketil "	NA	"MGV"	" logarithmic integral"	NA
"3379"	"t"	"Talash-kulan "	NA	"MGV"	" logarithmic spiral"	NA
"3380"	"t"	"Talash-sagan "	NA	"MGV"	" logarithmic distribution"	NA
"3381"	"t"	"Talash-su'us "	NA	"MGV"	" logarithmic number"	NA
"3382"	"t"	"Talashenek "	NA	"MGV"	" logarithm"	NA
"3383"	"t"	"Talik "	NA	"MGV"	" scientific"	NA
"3384"	"t"	"Talkau "	NA	"MGV"	" head"	"v."
"3385"	"t"	"Talu "	NA	"MGV"	" neck"	"n."
"3386"	"t"	"Talu-krik "	NA	"MGV"	" neck pinch"	NA
"3387"	"t"	"Talu-shaya "	NA	"MGV"	" \"tal-shaya\", execution by breaking the neck"	NA
"3388"	"t"	"Taluhk|-| "	NA	"MGV"	" precious, valuable"	NA
"3389"	"t"	"Taluhk-tukh "	NA	"MGV"	" platinum"	NA
"3390"	"t"	"Talupau "	NA	"MGV"	" estimate"	"v."
"3391"	"t"	"Talvot "	NA	"MGV"	" bacterium, germ"	NA
"3392"	"t"	"Tam-tor "	NA	"MGV"	" dance"	"v."
"3393"	"t"	"Tam'a "	NA	"MGV"	" ghost, apparition, phantom, spirit"	NA
"3394"	"t"	"Tamadau "	NA	"MGV"	" abuse"	"v."
"3395"	"t"	"Tamadaya "	NA	"MGV"	" abuse"	"n."
"3396"	"t"	"Tamsu "	NA	"MGV"	" dancer"	NA
"3397"	"t"	"Tan "	NA	"MGV"	" donation, gift, present"	NA
"3398"	"t"	"Tan-tor "	NA	"MGV"	" donate, gift, present with something"	NA
"3399"	"t"	"Tanaf "	NA	"MGV"	" art"	NA
"3400"	"t"	"Tanafsu "	NA	"MGV"	" artist"	NA
"3401"	"t"	"Tangu "	NA	"MGV"	" ideal"	"n."
"3402"	"t"	"Tanilau "	NA	"MGV"	" provide, supply"	NA
"3403"	"t"	"Tanilkel "	NA	"MGV"	" warehouse"	"n."
"3404"	"t"	"Tanovau "	NA	"MGV"	" equip, provision, fit out"	NA
"3405"	"t"	"Tanovau-tukh "	NA	"MGV"	" equipment, gear, provisions"	NA
"3406"	"t"	"Tansu "	NA	"MGV"	" donor, giver"	NA
"3407"	"t"	"Tar-tor "	NA	"MGV"	" say"	NA
"3408"	"t"	"Tarkiv "	NA	"MGV"	" crown"	"n."
"3409"	"t"	"Tasau "	NA	"MGV"	" leak"	"v."
"3410"	"t"	"Tash "	NA	"MGV"	" control"	"n."
"3411"	"t"	"Tash-tor "	NA	"MGV"	" control"	"v."
"3412"	"t"	"Tashal "	NA	"MGV"	" "	"control"
"3413"	"t"	"Tashek "	NA	"MGV"	" controller"	NA
"3414"	"t"	"Tasmin"	NA	"NGS"	" \"Tasmeen\", Autumn"	"season"
"3415"	"t"	"Tau "	NA	"MGV"	" fever"	NA
"3416"	"t"	"Tau-kath "	NA	"MGV"	" \"fever healing\""	NA
"3417"	"t"	"Tauf "	NA	"MGV"	" ridge "	"geol."
"3418"	"t"	"Tauk "	NA	"MGV"	" cave"	NA
"3419"	"t"	"Taul-tor "	NA	"MGV"	" dive"	"v."
"3420"	"t"	"Taulik "	NA	"MGV"	" febrile, feverish"	"adj."
"3421"	"t"	"Taulsu "	NA	"MGV"	" diver"	NA
"3422"	"t"	"Taurau "	NA	"MGV"	" amaze"	NA
"3423"	"t"	"Tauvolau "	NA	"MGV"	" incite, foment"	NA
"3424"	"t"	"Tav "	NA	"MGV"	" rate"	"n."
"3425"	"t"	"Tavat "	NA	"MGV"	" ratio"	NA
"3426"	"t"	"Tcha "	NA	"MGV"	" curl"	"n."
"3427"	"t"	"Tchachaik "	NA	"MGV"	" awkward"	NA
"3428"	"t"	"Tchai "	NA	"MGV"	" tea"	"Earth-style"
"3429"	"t"	"Tchakarya"	NA	"NGS"	" \"chkariya\" or \"ch'kariya\", a ferret-like predator/scavenger"	NA
"3430"	"t"	"Tchas "	NA	"MGV"	" warp"	"n."
"3431"	"t"	"Tchas-klai "	NA	"MGV"	" warp factor"	NA
"3432"	"t"	"Tchas-mev "	NA	"MGV"	" warp conduit"	NA
"3433"	"t"	"Tchas-mishu "	NA	"MGV"	" warp engine"	NA
"3434"	"t"	"Tchas-threshan "	NA	"MGV"	" warp speed"	NA
"3435"	"t"	"Tchas-tviyan "	NA	"MGV"	" warp core"	NA
"3436"	"t"	"Tchas-vunai "	NA	"MGV"	" warp field"	NA
"3437"	"t"	"Tchas-yeturek "	NA	"MGV"	" warp drive"	NA
"3438"	"t"	"Tchef "	NA	"MGV"	" vortex"	NA
"3439"	"t"	"Tchepnu "	NA	"MGV"	" dork, nerd"	NA
"3440"	"t"	"Tchol "	NA	"MGV"	" bay"	NA
"3441"	"t"	"Te "	NA	"MGV"	" structure"	NA
"3442"	"t"	"Te'koshfet"	NA	"anc."	" architect"	NA
"3443"	"t"	"Te'koshif"	NA	"anc."	" architecture"	NA
"3444"	"t"	"Te'krul-, Te'krulik "	NA	"MGV"	" royal"	"adj."
"3445"	"t"	"Te'krul-maat "	NA	"MGV"	" royal family"	NA
"3446"	"t"	"Te'krultra "	NA	"MGV"	" royalty"	NA
"3447"	"t"	"Te'krulyek "	NA	"MGV"	" royal house"	NA
"3448"	"t"	"Te'Rikh, TeRikh "	NA	"MGV"	" a Vulcan city"	NA
"3449"	"t"	"Tedvun-tor "	NA	"MGV"	" flex"	"v."
"3450"	"t"	"Tedvunik "	NA	"MGV"	" flexible, pliable, pliant"	NA
"3451"	"t"	"Tefosh'es "	NA	"MGV"	" immunity"	NA
"3452"	"t"	"Tefosh-, Tefoshik "	NA	"MGV"	" immune"	NA
"3453"	"t"	"Tefosh-kesaya "	NA	"MGV"	" immune response"	NA
"3454"	"t"	"Tefosh-torektra "	NA	"MGV"	" immune system"	NA
"3455"	"t"	"Tefuk "	NA	"MGV"	" deliver"	"v."
"3456"	"t"	"Teh "	NA	"MGV"	" hundred"	"the number"
"3457"	"t"	"Teh'rak, Tehr- "	NA	"MGV"	" hundredth"	"adj."
"3458"	"t"	"Teh'veh "	NA	"MGV"	" hundredth"	"n."
"3459"	"t"	"Tehk "	NA	"MGV"	" sprout"	"n."
"3460"	"t"	"Tehnat "	NA	"MGV"	" against"	NA
"3461"	"t"	"Tehnau "	NA	"MGV"	" resist, stand up against"	NA
"3462"	"t"	"Tehnyak "	NA	"MGV"	" override"	"n."
"3463"	"t"	"Tehrai "	NA	"MGV"	" goal"	NA
"3464"	"t"	"Tehs "	NA	"MGV"	" deceit, fraud, deception, trickery"	NA
"3465"	"t"	"Tehs-bosh "	NA	"MGV"	" deceitful, deceptive, fraudulent"	NA
"3466"	"t"	"Tehs-tor "	NA	"MGV"	" deceive, defraud, trick"	"v."
"3467"	"t"	"Tehvar "	NA	"MGV"	" danger"	NA
"3468"	"t"	"Tehvarik "	NA	"MGV"	" dangerous"	NA
"3469"	"t"	"Tekeret "	NA	"MGV"	" deviation"	NA
"3470"	"t"	"Tekla "	NA	"MGV"	" a type of wood"	NA
"3471"	"t"	"Tel "	NA	"MGV"	" bond"	"n."
"3472"	"t"	"Tel-tor "	NA	"MGV"	" bond"	"v."
"3473"	"t"	"Tela'at"	NA	"anc."	" elder"	"title of respect for advanced age Kolinahru"
"3474"	"t"	"Telsu "	NA	"MGV"	" one who is bonded, a married person"	NA
"3475"	"t"	"Telv-tor "	NA	"MGV"	" read"	"v."
"3476"	"t"	"Temep "	NA	"MGV"	" gate"	NA
"3477"	"t"	"Temep-dvinsu "	NA	"MGV"	" gatekeeper"	NA
"3478"	"t"	"Temep-kelek "	NA	"MGV"	" gatehouse"	NA
"3479"	"t"	"Temep-lehk "	NA	"MGV"	" gatepost"	NA
"3480"	"t"	"Temep-sharu "	NA	"MGV"	" gateway"	NA
"3481"	"t"	"Temok "	NA	"MGV"	" wall"	NA
"3482"	"t"	"Temok-weiwan "	NA	"MGV"	" plaster"	"n."
"3483"	"t"	"Ten "	NA	"MGV"	" less"	NA
"3484"	"t"	"Ten-kan-bu"	NA	"TGV"	" embryo"	NA
"3485"	"t"	"Ten-mal "	NA	"MGV"	" early"	NA
"3486"	"t"	"Tenah "	NA	"MGV"	" blame"	"v."
"3487"	"t"	"Tenkan "	NA	"MGV"	" fetus"	NA
"3488"	"t"	"Teporilau "	NA	"MGV"	" excite"	"v."
"3489"	"t"	"Tepuh "	NA	"MGV"	" power"	"v."
"3490"	"t"	"Tepul "	NA	"MGV"	" energy, power"	NA
"3491"	"t"	"Tepul-mev "	NA	"MGV"	" energy conduit, power conduit"	NA
"3492"	"t"	"Tepul-nala "	NA	"MGV"	" energy cell, power cell"	NA
"3493"	"t"	"Tepul-pak "	NA	"MGV"	" energy loss, power loss"	NA
"3494"	"t"	"Tepul-rushanek "	NA	"MGV"	" power converter"	NA
"3495"	"t"	"Tepul-sek "	NA	"MGV"	" power outlet"	NA
"3496"	"t"	"Tepul-shan "	NA	"MGV"	" energy transfer, power transfer"	NA
"3497"	"t"	"Tepul-smashaya "	NA	"MGV"	" energy drain, power drain"	NA
"3498"	"t"	"Tepul-tanilayek "	NA	"MGV"	" power supply"	NA
"3499"	"t"	"Tepul-tersayek "	NA	"MGV"	" power coupling"	NA
"3500"	"t"	"Tepul-torvayek "	NA	"MGV"	" power plant"	NA
"3501"	"t"	"Tepul-tral "	NA	"MGV"	" energy surge, power surge"	NA
"3502"	"t"	"Tepul-vis "	NA	"MGV"	" power grid"	NA
"3503"	"t"	"Tepul-vok "	NA	"MGV"	" energy level, power level"	NA
"3504"	"t"	"Tepul-vunai "	NA	"MGV"	" energy field"	NA
"3505"	"t"	"Tepulau "	NA	"MGV"	" energize"	NA
"3506"	"t"	"Ter-tor "	NA	"MGV"	" compose"	"v."
"3507"	"t"	"Terau "	NA	"MGV"	" federate, fasten, join together"	NA
"3508"	"t"	"Teraya "	NA	"MGV"	" federation, fastening, joining together"	NA
"3509"	"t"	"Teraya Kaunshuk t'Ek'tralar"	NA	"LGV"	" United Federation of Planets"	NA
"3510"	"t"	"Terek "	NA	"MGV"	" affix"	"n."
"3511"	"t"	"Teresh-kah "	NA	"MGV"	" Vulcan \"silver-bird\""	NA
"3512"	"t"	"Teretarun "	NA	"MGV"	" conference"	NA
"3513"	"t"	"Teretau "	NA	"MGV"	" converge"	NA
"3514"	"t"	"Teretek "	NA	"MGV"	" coupler"	NA
"3515"	"t"	"Teretuhr "	NA	"MGV"	" together, united, fused"	NA
"3516"	"t"	"Terish-tor "	NA	"MGV"	" combine"	"v."
"3517"	"t"	"Terk "	NA	"MGV"	" bolt"	"n."
"3518"	"t"	"Terpau "	NA	"MGV"	" adhere"	NA
"3519"	"t"	"Terpaya "	NA	"MGV"	" adhesion"	NA
"3520"	"t"	"Terpayek "	NA	"MGV"	" adhesive"	"n."
"3521"	"t"	"Terra "	NA	"MGV"	" Earth"	NA
"3522"	"t"	"Terrasu "	NA	"MGV"	" Terran, Earthling, Earther"	NA
"3523"	"t"	"Terrupik "	NA	"MGV"	" Terran, earthly"	"adj."
"3524"	"t"	"Tersau "	NA	"MGV"	" connect"	NA
"3525"	"t"	"Tersek "	NA	"MGV"	" buckle"	"n."
"3526"	"t"	"Tershau "	NA	"MGV"	" collect"	NA
"3527"	"t"	"Tersu "	NA	"MGV"	" partner"	"n."
"3528"	"t"	"Teruk "	NA	"MGV"	" corner"	"n."
"3529"	"t"	"Tesha "	NA	"MGV"	" awe"	"v."
"3530"	"t"	"Tesihk "	NA	"MGV"	" albumin"	NA
"3531"	"t"	"Teslau "	NA	"MGV"	" repair, fix"	"v."
"3532"	"t"	"Tessau "	"- '"	"MGV"	" addict"	"v."
"3533"	"t"	"Tessaya "	NA	"MGV"	" addiction"	NA
"3534"	"t"	"Tetalaya "	NA	"MGV"	" friction"	NA
"3535"	"t"	"Tetau "	NA	"MGV"	" rub"	"v."
"3536"	"t"	"Tev'rak "	NA	"MGV"	" west"	NA
"3537"	"t"	"Tev'rak-, Tev'rakik "	NA	"MGV"	" western, westerly"	NA
"3538"	"t"	"Tev'raksu "	NA	"MGV"	" westerner"	NA
"3539"	"t"	"Tev-tor "	NA	"MGV"	" fall, descend; die"	NA
"3540"	"t"	"Tev-yehat "	NA	"MGV"	" mortal"	"adj."
"3541"	"t"	"Tevakh "	NA	"MGV"	" death"	NA
"3542"	"t"	"Tevakh-fam "	NA	"MGV"	" deathless, immortal"	"adj."
"3543"	"t"	"Tevakh-kahk "	NA	"MGV"	" deathly"	NA
"3544"	"t"	"Teval-, Tevalik "	NA	"MGV"	" deadly"	NA
"3545"	"t"	"Tevan "	NA	"MGV"	" descent, fall"	NA
"3546"	"t"	"Tevanu "	NA	"MGV"	" the Dead"	NA
"3547"	"t"	"Tevanu-prikel "	NA	"MGV"	" mortuary"	"n."
"3548"	"t"	"Tevanu-tsorkel "	NA	"MGV"	" morgue"	NA
"3549"	"t"	"Tevik "	NA	"MGV"	" dead"	"adj."
"3550"	"t"	"Tevun "	NA	"MGV"	" year"	NA
"3551"	"t"	"Thak"	NA	"MGV"	" breast"	NA
"3552"	"t"	"Thak-hayataya "	NA	"MGV"	" breast augmentation"	NA
"3553"	"t"	"Thak-netakidaya "	NA	"MGV"	" breast reduction"	NA
"3554"	"t"	"Thak-storau-palikaya "	NA	"MGV"	" thelarche"	NA
"3555"	"t"	"Thak-vishi-vel "	NA	"MGV"	" breast implant"	NA
"3556"	"t"	"Thak-yem-tor "	NA	"MGV"	" breastfeed"	NA
"3557"	"t"	"Thakau "	NA	"MGV"	" focus"	"v."
"3558"	"t"	"Thakaya "	NA	"MGV"	" focus"	"n."
"3559"	"t"	"Thal|-| "	NA	"MGV"	" loose"	"adj."
"3560"	"t"	"Thal-tor "	NA	"MGV"	" loosen"	NA
"3561"	"t"	"Thalv "	NA	"MGV"	" page, sheet"	NA
"3562"	"t"	"Thanai "	NA	"MGV"	" adopt"	NA
"3563"	"t"	"Thas "	NA	"MGV"	" milk"	"n."
"3564"	"t"	"Thas-pi'nafek "	NA	"MGV"	" mammary gland"	NA
"3565"	"t"	"Thas-spol "	NA	"MGV"	" breast pump"	NA
"3566"	"t"	"Thasau "	NA	"MGV"	" lactate"	NA
"3567"	"t"	"Thasaya "	NA	"MGV"	" lactation"	NA
"3568"	"t"	"Thask"	NA	"TGV"	" breast"	NA
"3569"	"t"	"Thasnem-tor "	NA	"MGV"	" milk"	"v."
"3570"	"t"	"Thasnemek "	NA	"MGV"	" milking machine"	NA
"3571"	"t"	"Thav "	NA	"MGV"	" cone"	"bot."
"3572"	"t"	"Thek "	NA	"MGV"	" drop"	"rain, tear, etc."
"3573"	"t"	"Thel'a "	NA	"MGV"	" fat"	"n."
"3574"	"t"	"Thel'a-di'kish-torek "	NA	"MGV"	" fat metabolism"	NA
"3575"	"t"	"Thel'a-sash "	NA	"MGV"	" fatty acid"	NA
"3576"	"t"	"Thel-, Thelik "	NA	"MGV"	" fat, fatty"	"adj."
"3577"	"t"	"Theris "	NA	"MGV"	" a Vulcan herb"	NA
"3578"	"t"	"Theris-masu "	NA	"MGV"	" tea"	"Vulcan-style"
"3579"	"t"	"Thes-tor "	NA	"MGV"	" engrave"	NA
"3580"	"t"	"Theshau "	NA	"MGV"	" scrape"	"v."
"3581"	"t"	"Thezh-tor "	NA	"MGV"	" drip"	"v."
"3582"	"t"	"Thinoi "	NA	"MGV"	" waste"	"v."
"3583"	"t"	"Thol|-| "	NA	"MGV"	" noble"	"adj."
"3584"	"t"	"Tholsu "	NA	"MGV"	" noble"	"n."
"3585"	"t"	"Tholtra "	NA	"MGV"	" nobility, aristocracy"	NA
"3586"	"t"	"Thon "	NA	"MGV"	" measurement"	NA
"3587"	"t"	"Thon-tor "	NA	"MGV"	" measure"	"v."
"3588"	"t"	"Thon-yehat "	NA	"MGV"	" measurable"	NA
"3589"	"t"	"Thonau "	NA	"MGV"	" anguish"	"v."
"3590"	"t"	"Thonek "	NA	"MGV"	" meter, measuring device"	NA
"3591"	"t"	"Thorau "	NA	"MGV"	" burst"	"v."
"3592"	"t"	"Thoraya "	NA	"MGV"	" burst"	"n."
"3593"	"t"	"Thorsh-yel "	NA	"MGV"	" nova"	NA
"3594"	"t"	"Thorshau "	NA	"MGV"	" explode"	"v."
"3595"	"t"	"Thorshau-tukh "	NA	"MGV"	" explosives"	NA
"3596"	"t"	"Thorshaya "	NA	"MGV"	" explosion"	NA
"3597"	"t"	"Thorshek "	NA	"MGV"	" bomb"	NA
"3598"	"t"	"Thorshun "	NA	"MGV"	" cannon"	NA
"3599"	"t"	"Thrah "	NA	"MGV"	" friend"	"general term"
"3600"	"t"	"Thraht-, Thrahtik "	NA	"MGV"	" friendly"	NA
"3601"	"t"	"Thrakh "	NA	"MGV"	" gneiss"	NA
"3602"	"t"	"Thrap "	NA	"MGV"	" offense"	NA
"3603"	"t"	"Thrap-tor "	NA	"MGV"	" offend"	NA
"3604"	"t"	"Thresh-tor "	NA	"MGV"	" split, cleave"	NA
"3605"	"t"	"Threshan "	NA	"MGV"	" speed, velocity"	NA
"3606"	"t"	"Thro "	NA	"MGV"	" access"	"n."
"3607"	"t"	"Thro-tor "	NA	"MGV"	" access"	"v."
"3608"	"t"	"Thro-wein "	NA	"MGV"	" access panel"	NA
"3609"	"t"	"Thro-yehat "	NA	"MGV"	" accessible"	NA
"3610"	"t"	"Throks "	NA	"MGV"	" give, share"	"with a superior"
"3611"	"t"	"Thruhk|-| "	NA	"MGV"	" foul, offensive, loathsome, repulsive"	NA
"3612"	"t"	"Thu "	NA	"MGV"	" then"	"next in sequence"
"3613"	"t"	"Thuhk "	NA	"MGV"	" cheese"	NA
"3614"	"t"	"Thurai "	NA	"MGV"	" next"	NA
"3615"	"t"	"Thyar "	NA	"MGV"	" butter"	"n."
"3616"	"t"	"Ti "	NA	"MGV"	" lay, lie "	"down"
"3617"	"t"	"Tik "	NA	"MGV"	" each"	NA
"3618"	"t"	"Tikap "	NA	"MGV"	" method"	NA
"3619"	"t"	"Tikopah "	NA	"MGV"	" independence"	NA
"3620"	"t"	"Tilau "	NA	"MGV"	" perforate, pierce"	NA
"3621"	"t"	"Tilek "	NA	"MGV"	" spear"	"n."
"3622"	"t"	"Timut "	NA	"MGV"	" heel"	NA
"3623"	"t"	"Tin "	NA	"MGV"	" layer, stratum"	NA
"3624"	"t"	"Tinga "	NA	"MGV"	" dimension"	"measurement"
"3625"	"t"	"Tipan "	NA	"MGV"	" shoulder"	NA
"3626"	"t"	"Tir-nuk"	NA	"anc."	" a small Vulcan succulent tree that produces wood"	NA
"3627"	"t"	"Tish "	NA	"MGV"	" to you"	NA
"3628"	"t"	"Tishau "	NA	"MGV"	" like"	"v."
"3629"	"t"	"Tizh-tor "	NA	"MGV"	" enjoy"	"v."
"3630"	"t"	"Tlingansu "	NA	"MGV"	" Klingon"	"being/language"
"3631"	"t"	"To'ovau "	NA	"MGV"	" grow"	"v."
"3632"	"t"	"To'oveh "	NA	"MGV"	" adult"	"n."
"3633"	"t"	"To-gav "	NA	"MGV"	" law"	NA
"3634"	"t"	"To-gav-kel "	NA	"MGV"	" courthouse"	NA
"3635"	"t"	"To-pal "	NA	"MGV"	" coat"	"n."
"3636"	"t"	"To-tanlar "	NA	"MGV"	" rights"	NA
"3637"	"t"	"Tobeg-tor "	NA	"MGV"	" excuse"	"v."
"3638"	"t"	"Todvel-tor "	NA	"MGV"	" elect"	"v."
"3639"	"t"	"Toglantau "	NA	"MGV"	" "	"eye"
"3640"	"t"	"Toglantausu "	NA	"MGV"	" "	"eye"
"3641"	"t"	"Togolau "	NA	"MGV"	" enforce"	NA
"3642"	"t"	"Togolausu "	NA	"MGV"	" enforcer"	NA
"3643"	"t"	"Togolaya "	NA	"MGV"	" enforcement"	NA
"3644"	"t"	"Tok-ti "	NA	"MGV"	" fine"	"adj."
"3645"	"t"	"Tol "	NA	"MGV"	" gene"	NA
"3646"	"t"	"Tol-, Tolik "	NA	"MGV"	" genetic"	NA
"3647"	"t"	"Tol-has "	NA	"MGV"	" genetic disease"	NA
"3648"	"t"	"Tol-kiht "	NA	"MGV"	" genetic code"	NA
"3649"	"t"	"Tol-mish-tal "	NA	"MGV"	" genetic engineering"	NA
