"FRST_LETTER"	"voicing"	"vulcan"	"variety"	"pos"	"croftian_crossling_concepts"	"fse"
"3662"	"t"	"voiceless"	"Tsuri-shid "	"MGV"	"n."	"OBJ.CONC"	"normal form"
"3663"	"t"	"voiceless"	"Tsuri-su'us "	"MGV"	"n."	"OBJ.CONC"	"regular number"
"3664"	"t"	"voiceless"	"Tsuri-travek "	"MGV"	"n."	"OBJ.CONC"	"normal group"
"3665"	"t"	"voiceless"	"Tsuri-vo'ihn "	"MGV"	"n."	"OBJ.CONC"	"normal equation"
"3666"	"t"	"voiceless"	"Tsuri-vukharat "	"MGV"	"n."	"OBJ.CONC"	"normal vector"
"3667"	"t"	"voiceless"	"Tsuri-wehk-vla "	"MGV"	"n."	"OBJ.CONC"	"regular polygon"
"3668"	"t"	"voiceless"	"Tsuri-zehlanaya "	"MGV"	"n."	"OBJ.CONC"	"regular sequence"
"3669"	"t"	"voiceless"	"Tsuri-zek "	"MGV"	"n."	"OBJ.CONC"	"normal order"
"3670"	"t"	"voiceless"	"Tsurkan-, Tsurkanik "	"MGV"	"adj."	"PROP.CONC"	"consistent"
"3671"	"t"	"voiceless"	"Tu "	"MGV"	"pron."	"OBJ.CONC"	"you (after a vowel sound)"
"3672"	"t"	"voiceless"	"Tu'ash "	"MGV"	"v."	"ACT.CONC"	"open"
"3673"	"t"	"voiceless"	"Tu-lan "	"MGV"	"n."	"OBJ.CONC"	"Vulcan breathing exercise"
"3674"	"t"	"voiceless"	"Tuf "	"MGV"	"n."	"OBJ.CONC"	"chest, thorax"
"3675"	"t"	"voiceless"	"Tuf-has-tal "	"MGV"	"n."	"OBJ.CONC"	"thoracic medicine"
"3676"	"t"	"voiceless"	"Tuf-hinek "	"MGV"	"n."	"OBJ.CONC"	"breast bone, sternum"
"3677"	"t"	"voiceless"	"Tuf-wel "	"MGV"	"n."	"OBJ.CONC"	"thoracic nerve"
"3678"	"t"	"voiceless"	"Tuh "	"MGV"	"n."	"OBJ.CONC"	"stack, pile, heap"
"3679"	"t"	"voiceless"	"Tuhk "	"MGV"	"n."	"OBJ.CONC"	"dent"
"3680"	"t"	"voiceless"	"Tuhllar "	"MGV"	"n."	"OBJ.CONC"	"contents"
"3681"	"t"	"voiceless"	"Tuhsau "	"MGV"	"v."	"ACT.CONC"	"cross"
"3682"	"t"	"voiceless"	"Tukh "	"MGV"	"n."	"OBJ.CONC"	"material, stuff, substance"
"3683"	"t"	"voiceless"	"Tum "	"MGV"	"n."	"OBJ.CONC"	"count, tally"
"3684"	"t"	"voiceless"	"Tum-nentu "	"MGV"	"n."	"OBJ.CONC"	"abacus"
"3685"	"t"	"voiceless"	"Tum-tor "	"MGV"	"v."	"ACT.CONC"	"count, add up, tally"
"3686"	"t"	"voiceless"	"Tum-vel "	"MGV"	"n."	"OBJ.CONC"	"computer"
"3687"	"t"	"voiceless"	"Tumak "	"MGV"	"n."	"OBJ.CONC"	"(computer) program"
"3688"	"t"	"voiceless"	"Tumau "	"MGV"	"v."	"ACT.CONC"	"program"
"3689"	"t"	"voiceless"	"Tun "	"MGV"	"n."	"OBJ.CONC"	"care"
"3690"	"t"	"voiceless"	"Tupa "	"MGV"	"n."	"OBJ.CONC"	"lesson"
"3691"	"t"	"voiceless"	"Tus-tor "	"MGV"	"v."	"ACT.CONC"	"load"
"3692"	"t"	"voiceless"	"Tusa "	"MGV"	"v."	"ACT.CONC"	"weep"
"3693"	"t"	"voiceless"	"Tushah "	"MGV"	"v."	"ACT.CONC"	"grieve"
"3694"	"t"	"voiceless"	"Tushat "	"MGV"	"n."	"OBJ.CONC"	"grief"
"3695"	"t"	"voiceless"	"Tushetik "	"MGV"	"adj."	"PROP.CONC"	"apprehensive"
"3696"	"t"	"voiceless"	"Tusla "	"MGV"	"n."	"OBJ.CONC"	"cargo"
"3697"	"t"	"voiceless"	"Tusla-masu-hali, Tusla-mashali "	"MGV"	"n."	"OBJ.CONC"	"cargo ship, freighter"
"3698"	"t"	"voiceless"	"Tusok "	"MGV"	"n."	"OBJ.CONC"	"exercise"
"3699"	"t"	"voiceless"	"Tuvel "	"MGV"	"n."	"OBJ.CONC"	"(subject) matter"
"3700"	"t"	"voiceless"	"Tuwak "	"MGV"	"adj."	"PROP.CONC"	"recent"
"3701"	"t"	"voiceless"	"Tvah "	"MGV"	"n."	"OBJ.CONC"	"meaning"
"3702"	"t"	"voiceless"	"Tvai "	"MGV"	"v."	"ACT.CONC"	"mean"
"3703"	"t"	"voiceless"	"Tvau "	"MGV"	"v."	"ACT.CONC"	"swing"
"3704"	"t"	"voiceless"	"Tvaya "	"MGV"	"n."	"OBJ.CONC"	"swing"
"3705"	"t"	"voiceless"	"Tvelkau "	"MGV"	"v."	"ACT.CONC"	"tune (radio)"
"3706"	"t"	"voiceless"	"Tveshu "	"MGV"	"n."	"OBJ.CONC"	"origin"
"3707"	"t"	"voiceless"	"Tvi-, Tvik "	"MGV"	"adj."	"PROP.CONC"	"inner, interior, internal"
"3708"	"t"	"voiceless"	"Tvi-dash "	"MGV"	"n."	"OBJ.CONC"	"internal injury"
"3709"	"t"	"voiceless"	"Tvi-ha-velik "	"MGV"	"adj."	"PROP.CONC"	"in vivo"
"3710"	"t"	"voiceless"	"Tvi-kaluk "	"MGV"	"n."	"OBJ.CONC"	"inner ear"
"3711"	"t"	"voiceless"	"Tvi-kovtra "	"MGV"	"n."	"OBJ.CONC"	"mantle"
"3712"	"t"	"voiceless"	"Tvi-nafeklar "	"MGV"	"n."	"OBJ.CONC"	"internal organs"
"3713"	"t"	"voiceless"	"Tvi-samuyek "	"MGV"	"n."	"OBJ.CONC"	"intercooler"
"3714"	"t"	"voiceless"	"Tvi-sau-pi'nafek "	"MGV"	"n."	"OBJ.CONC"	"endocrine gland"
"3715"	"t"	"voiceless"	"Tvi-sau-tal "	"MGV"	"n."	"OBJ.CONC"	"endocrinology"
"3716"	"t"	"voiceless"	"Tvi-sau-torektra "	"MGV"	"n."	"OBJ.CONC"	"endocrine system"
"3717"	"t"	"voiceless"	"Tvi-shitik "	"MGV"	"adj."	"PROP.CONC"	"in situ"
"3718"	"t"	"voiceless"	"Tvi-stukh "	"MGV"	"n."	"OBJ.CONC"	"interstice"
"3719"	"t"	"voiceless"	"Tvi-sudefik "	"MGV"	"adj."	"PROP.CONC"	"in utero"
"3720"	"t"	"voiceless"	"Tvi-sviribayek "	"MGV"	"n."	"OBJ.CONC"	"intercom"
"3721"	"t"	"voiceless"	"Tvi-thro-svep "	"MGV"	"n."	"OBJ.CONC"	"inner hatch"
"3722"	"t"	"voiceless"	"Tvi-tukh "	"MGV"	"n."	"OBJ.CONC"	"endoplasm"
"3723"	"t"	"voiceless"	"Tvi-vulu "	"MGV"	"n."	"OBJ.CONC"	"interior angle"
"3724"	"t"	"voiceless"	"Tvi-wek "	"MGV"	"n."	"OBJ.CONC"	"interphase"
"3725"	"t"	"voiceless"	"Tvi-yontau-mishu "	"MGV"	"n."	"OBJ.CONC"	"internal combustion engine"
"3726"	"t"	"voiceless"	"Tvi-zan-vel "	"MGV"	"n."	"OBJ.CONC"	"endoscope"
"3727"	"t"	"voiceless"	"Tvi-zul "	"MGV"	"n."	"OBJ.CONC"	"magma"
"3728"	"t"	"voiceless"	"Tvidon'es "	"MGV"	"n."	"OBJ.CONC"	"enrichment"
"3729"	"t"	"voiceless"	"Tvidon-tor "	"MGV"	"v."	"ACT.CONC"	"enrich"
"3730"	"t"	"voiceless"	"Tvihal"	"MGV"	"n."	"OBJ.CONC"	"chamber, room, atrium"
"3731"	"t"	"voiceless"	"Tvihanek "	"MGV"	"n."	"OBJ.CONC"	"interface"
"3732"	"t"	"voiceless"	"Tviklachek "	"MGV"	"n."	"OBJ.CONC"	"interlock"
"3733"	"t"	"voiceless"	"Tvimesau "	"MGV"	"v."	"ACT.CONC"	"intersect"
"3734"	"t"	"voiceless"	"Tvimesaya "	"MGV"	"n."	"OBJ.CONC"	"intersection"
"3735"	"t"	"voiceless"	"Tvisek "	"MGV"	"n."	"OBJ.CONC"	"reflex"
"3736"	"t"	"voiceless"	"Tvitau "	"MGV"	"v."	"ACT.CONC"	"line"
"3737"	"t"	"voiceless"	"Tvitaya "	"MGV"	"n."	"OBJ.CONC"	"lining"
"3738"	"t"	"voiceless"	"Tviyan "	"MGV"	"n."	"OBJ.CONC"	"core"
"3739"	"u"	"voiced"	"U, U' "	"MGV"	"conj."	"CONNECTOR"	"as"
"3740"	"u"	"voiced"	"U'gal "	"MGV"	"n."	"OBJ.CONC"	"electron"
"3741"	"u"	"voiced"	"U'gal-glashaun "	"MGV"	"n."	"OBJ.CONC"	"electron scanning"
"3742"	"u"	"voiced"	"U'gal-ha'zehl "	"MGV"	"n."	"OBJ.CONC"	"electron beam"
"3743"	"u"	"voiced"	"U'gal-pohshek "	"MGV"	"n."	"OBJ.CONC"	"electron gun"
"3744"	"u"	"voiced"	"U'gal-salash "	"MGV"	"n."	"OBJ.CONC"	"electron stream"
"3745"	"u"	"voiced"	"U'gal-shivak "	"MGV"	"n."	"OBJ.CONC"	"electron mass"
"3746"	"u"	"voiced"	"U'gal-yumau-tal "	"MGV"	"n."	"OBJ.CONC"	"electronics"
"3747"	"u"	"voiced"	"Ugalik numo-zan-vel "	"MGV"	"n."	"OBJ.CONC"	"electron microscope"
"3748"	"u"	"voiced"	"U'rak "	"MGV"	"n."	"OBJ.CONC"	"negative (polarity)"
"3749"	"u"	"voiced"	"Ub "	"MGV"	"n."	"OBJ.CONC"	"dome"
"3750"	"u"	"voiced"	"Udash|-| "	"MGV"	"adj."	"PROP.CONC"	"cruel, mean, not nice (at all)"
"3751"	"u"	"voiced"	"Uf "	"MGV"	"adv."	"PREDIC.MOD"	"how"
"3752"	"u"	"voiced"	"Ugau "	"MGV"	"v."	"ACT.CONC"	"promise"
"3753"	"u"	"voiced"	"Uk "	"MGV"	"n."	"OBJ.CONC"	"digit (finger or toe)"
"3754"	"u"	"voiced"	"Ukhru-vishan "	"MGV"	"n."	"OBJ.CONC"	"affair"
"3755"	"u"	"voiced"	"Ukralau "	"MGV"	"v."	"ACT.CONC"	"crawl"
"3756"	"u"	"voiced"	"Ukraluk "	"MGV"	"n."	"OBJ.CONC"	"reptile"
"3757"	"u"	"voiced"	"Ul-wihka "	"MGV"	"n."	"OBJ.CONC"	"hypothesis"
"3758"	"u"	"voiced"	"Ulef "	"MGV"	"n."	"OBJ.CONC"	"half"
"3759"	"u"	"voiced"	"Ulidak "	"MGV"	"n."	"OBJ.CONC"	"scarring"
"3760"	"u"	"voiced"	"Ulidar "	"MGV"	"n."	"OBJ.CONC"	"mark, scar"
"3761"	"u"	"voiced"	"Ulidau "	"MGV"	"v."	"ACT.CONC"	"mark, scar"
"3762"	"u"	"voiced"	"Ulidau-glaribek "	"MGV"	"n."	"OBJ.CONC"	"marker beacon"
"3763"	"u"	"voiced"	"Ulidaya "	"MGV"	"n."	"OBJ.CONC"	"marking"
"3764"	"u"	"voiced"	"Ulidayek "	"MGV"	"n."	"OBJ.CONC"	"marker buoy"
"3765"	"u"	"voiced"	"Ulidek "	"MGV"	"n."	"OBJ.CONC"	"marker"
"3766"	"u"	"voiced"	"Um "	"MGV"	"n."	"OBJ.CONC"	"tip, point"
"3767"	"u"	"voiced"	"Un "	"MGV"	"n."	"OBJ.CONC"	"digit"
"3768"	"u"	"voiced"	"Ur "	"MGV"	"n."	"OBJ.CONC"	"tunnel"
"3769"	"u"	"voiced"	"Uralau "	"MGV"	"v."	"ACT.CONC"	"sing"
"3770"	"u"	"voiced"	"Uralausu "	"MGV"	"n."	"OBJ.CONC"	"singer"
"3771"	"u"	"voiced"	"Urgam "	"MGV"	"n."	"OBJ.CONC"	"effort"
"3772"	"u"	"voiced"	"Uroshal "	"MGV"	"n."	"OBJ.CONC"	"farm"
"3773"	"u"	"voiced"	"Uroshal-kelek "	"MGV"	"n."	"OBJ.CONC"	"farmhouse"
"3774"	"u"	"voiced"	"Uroshal-solektra "	"MGV"	"n."	"OBJ.CONC"	"farmland"
"3775"	"u"	"voiced"	"Uroshal-zupsu "	"MGV"	"n."	"OBJ.CONC"	"farm hand, farm worker"
"3776"	"u"	"voiced"	"Uroshalsu "	"MGV"	"n."	"OBJ.CONC"	"farmer"
"3777"	"u"	"voiced"	"Uroshitau "	"MGV"	"v."	"ACT.CONC"	"farm"
"3778"	"u"	"voiced"	"Urozh"	"anc."	"n."	"OBJ.CONC"	"crop(s)"
"3779"	"u"	"voiced"	"Ushek "	"MGV"	"n."	"OBJ.CONC"	"basalt"
"3780"	"u"	"voiced"	"Ushgul "	"MGV"	"n."	"OBJ.CONC"	"a legendary werewolf-like being"
"3781"	"u"	"voiced"	"Utan "	"MGV"	"adj."	"PROP.CONC"	"compassionate"
"3782"	"u"	"voiced"	"Utan'es "	"MGV"	"n."	"OBJ.CONC"	"compassion"
"3783"	"u"	"voiced"	"Utvau "	"MGV"	"v."	"ACT.CONC"	"reason"
"3784"	"u"	"voiced"	"Uus "	"MGV"	"n."	"OBJ.CONC"	"icon"
"3785"	"u"	"voiced"	"Uyed "	"MGV"	"n."	"OBJ.CONC"	"emphatic particle (grammar)"
"3786"	"u"	"voiced"	"Uz "	"MGV"	"n."	"OBJ.CONC"	"fee"
"3787"	"u"	"voiced"	"Uzh|-| "	"MGV"	"adj."	"PROP.CONC"	"new"
"3788"	"u"	"voiced"	"Uzhau "	"MGV"	"v."	"ACT.CONC"	"refresh, renew"
"3789"	"v"	"voiced"	"V'hak"	"anc."	"n."	"OBJ.CONC"	"elegy"
"3790"	"v"	"voiced"	"Va'amau "	"MGV"	"v."	"ACT.CONC"	"mimic"
"3791"	"v"	"voiced"	"Va'asau "	"MGV"	"v."	"ACT.CONC"	"copy"
"3792"	"v"	"voiced"	"Va'ashiv "	"MGV"	"adv."	"ACT.CONC.MOD"	"again"
"3793"	"v"	"voiced"	"Va'prah "	"MGV"	"v."	"ACT.CONC"	"replace"
"3794"	"v"	"voiced"	"Vah "	"MGV"	"adj."	"PROP.CONC"	"as (comparitive)"
"3795"	"v"	"voiced"	"Vahl "	"MGV"	"v."	"ACT.CONC"	"grant, bequeath"
"3796"	"v"	"voiced"	"Vai "	"MGV"	"adj."	"PROP.CONC"	"holy"
"3797"	"v"	"voiced"	"Vaikar-, Vaikarik "	"MGV"	"adj."	"PROP.CONC"	"devout"
"3798"	"v"	"voiced"	"Vaikau "	"MGV"	"v."	"ACT.CONC"	"devote"
"3799"	"v"	"voiced"	"Vaikausu "	"MGV"	"n."	"OBJ.CONC"	"devotee, fan"
"3800"	"v"	"voiced"	"Vak-zehl "	"MGV"	"n."	"OBJ.CONC"	"X-ray"
"3801"	"v"	"voiced"	"Vakav'es "	"MGV"	"n."	"OBJ.CONC"	"frequency"
"3802"	"v"	"voiced"	"Vakav'es-fereikek "	"MGV"	"n."	"OBJ.CONC"	"frequency synthesizer"
"3803"	"v"	"voiced"	"Vakav'es-nakihtilaya "	"MGV"	"n."	"OBJ.CONC"	"frequency modulation (FM)"
"3804"	"v"	"voiced"	"Vakav'es-rushanek "	"MGV"	"n."	"OBJ.CONC"	"frequency converter"
"3805"	"v"	"voiced"	"Vakav'es-zhel "	"MGV"	"n."	"OBJ.CONC"	"frequency band"
"3806"	"v"	"voiced"	"Vakav-, Vakavik "	"MGV"	"adj."	"PROP.CONC"	"frequent"
"3807"	"v"	"voiced"	"Vakh-, Vakhik "	"MGV"	"adj."	"PROP.CONC"	"bold"
"3808"	"v"	"voiced"	"Vaksurik "	"MGV"	"adj."	"PROP.CONC"	"beautiful"
"3809"	"v"	"voiced"	"Val "	"MGV"	"n."	"OBJ.CONC"	"chip"
"3810"	"v"	"voiced"	"Valit "	"MGV"	"n."	"OBJ.CONC"	"a Vulcan burrowing animal"
"3811"	"v"	"voiced"	"Vam "	"MGV"	"n."	"OBJ.CONC"	"esteem"
"3812"	"v"	"voiced"	"Van-kal"	"anc."	"n."	"OBJ.CONC"	"ceremony"
"3813"	"v"	"voiced"	"Van-razh "	"MGV"	"n."	"OBJ.CONC"	"mine (shaft)"
"3814"	"v"	"voiced"	"Van-tor "	"MGV"	"v."	"ACT.CONC"	"mine, excavate, dig up"
"3815"	"v"	"voiced"	"Van-tukh "	"MGV"	"n."	"OBJ.CONC"	"ore"
"3816"	"v"	"voiced"	"Vanu-, Vanuk "	"MGV"	"adj."	"PROP.CONC"	"ceremonial"
"3817"	"v"	"voiced"	"Var "	"MGV"	"n."	"OBJ.CONC"	"tale, story"
"3818"	"v"	"voiced"	"Var-tor "	"MGV"	"v."	"ACT.CONC"	"tell (a story)"
"3819"	"v"	"voiced"	"Varahmau "	"MGV"	"v."	"ACT.CONC"	"address, speak directly to"
"3820"	"v"	"voiced"	"Variben "	"MGV"	"v."	"ACT.CONC"	"talk"
"3821"	"v"	"voiced"	"Vas-tor "	"MGV"	"v."	"ACT.CONC"	"relieve"
"3822"	"v"	"voiced"	"Vash "	"MGV"	"n."	"OBJ.CONC"	"terror"
"3823"	"v"	"voiced"	"Vash-tor "	"MGV"	"v."	"ACT.CONC"	"terrify"
"3824"	"v"	"voiced"	"Vashau "	"MGV"	"v."	"ACT.CONC"	"destroy"
"3825"	"v"	"voiced"	"Vashaya "	"MGV"	"n."	"OBJ.CONC"	"destruction"
"3826"	"v"	"voiced"	"Vat "	"MGV"	"n."	"OBJ.CONC"	"repository, temporary storage"
"3827"	"v"	"voiced"	"Vath "	"MGV"	"adj."	"SELEC.MOD"	"other"
"3828"	"v"	"voiced"	"Vathru "	"MGV"	"adv."	"ACT.CONC.MOD"	"otherwise"
"3829"	"v"	"voiced"	"Vau-tukh "	"MGV"	"n."	"OBJ.CONC"	"titanium"
"3830"	"v"	"voiced"	"Vaukh "	"MGV"	"n."	"OBJ.CONC"	"calf (leg)"
"3831"	"v"	"voiced"	"Vaunah "	"MGV"	"n."	"OBJ.CONC"	"hesitation"
"3832"	"v"	"voiced"	"Vaunai "	"MGV"	"n."	"OBJ.CONC"	"hesitate"
"3833"	"v"	"voiced"	"Vava "	"MGV"	"n."	"OBJ.CONC"	"echo"
"3834"	"v"	"voiced"	"Vazgau "	"MGV"	"v."	"ACT.CONC"	"steal"
"3835"	"v"	"voiced"	"Vazh "	"MGV"	"n."	"OBJ.CONC"	"urine"
"3836"	"v"	"voiced"	"Vazh-ek'ur-tal "	"MGV"	"n."	"OBJ.CONC"	"urology"
"3837"	"v"	"voiced"	"Vazh-mev "	"MGV"	"n."	"OBJ.CONC"	"urethra"
"3838"	"v"	"voiced"	"Vazh-mev-yonshaya "	"MGV"	"n."	"OBJ.CONC"	"urethritis"
"3839"	"v"	"voiced"	"Vazhaf"	"MGV"	"n."	"OBJ.CONC"	"bladder"
"3840"	"v"	"voiced"	"Vazhau "	"MGV"	"v."	"ACT.CONC"	"urinate"
"3841"	"v"	"voiced"	"Vazhau-kusut|-nosh| "	"MGV"	"n."	"OBJ.CONC"	"urodynia"
"3842"	"v"	"voiced"	"Vazhaya "	"MGV"	"n."	"OBJ.CONC"	"urination"
"3843"	"v"	"voiced"	"Ved "	"MGV"	"adv."	"ACT.CONC.MOD"	"quite"
"3844"	"v"	"voiced"	"Vedik "	"MGV"	"n."	"OBJ.CONC"	"weed"
"3845"	"v"	"voiced"	"Vek "	"MGV"	"n."	"OBJ.CONC"	"(egg) yolk"
"3846"	"v"	"voiced"	"Vel "	"MGV"	"n."	"OBJ.CONC"	"thing, object, item"
"3847"	"v"	"voiced"	"Vel-zhit "	"MGV"	"n."	"OBJ.CONC"	"noun"
"3848"	"v"	"voiced"	"Velek "	"MGV"	"n."	"OBJ.CONC"	"structure"
"3849"	"v"	"voiced"	"Veli-, Velik "	"MGV"	"adj."	"PROP.CONC"	"simple, basic"
"3850"	"v"	"voiced"	"Veltra "	"MGV"	"n."	"OBJ.CONC"	"property"
"3851"	"v"	"voiced"	"Ven-dol-tar"	"anc."	"n."	"OBJ.CONC"	"philosophy"
"3852"	"v"	"voiced"	"Venek "	"MGV"	"n."	"OBJ.CONC"	"trend"
"3853"	"v"	"voiced"	"Venk "	"MGV"	"n."	"OBJ.CONC"	"idea"
"3854"	"v"	"voiced"	"Venlinahr"	"anc."	"n."	"OBJ.CONC"	"normal state of adult discipline"
"3855"	"v"	"voiced"	"Ver-tor "	"MGV"	"v."	"ACT.CONC"	"edit"
"3856"	"v"	"voiced"	"Versu "	"MGV"	"n."	"OBJ.CONC"	"editor"
"3857"	"v"	"voiced"	"Ves "	"MGV"	"n."	"OBJ.CONC"	"kind, type, ilk"
"3858"	"v"	"voiced"	"Vesh "	"MGV"	"adv."	"ACT.CONC.MOD"	"ago"
"3859"	"v"	"voiced"	"Veshau "	"MGV"	"v."	"ACT.CONC"	"elapse, pass"
"3860"	"v"	"voiced"	"Vesht "	"MGV"	"n."	"OBJ.CONC"	"past"
"3861"	"v"	"voiced"	"Vesht-aushfa-tal "	"MGV"	"n."	"OBJ.CONC"	"paleozoology"
"3862"	"v"	"voiced"	"Vesht-ek'nosh-tal "	"MGV"	"n."	"OBJ.CONC"	"paleoclimatology"
"3863"	"v"	"voiced"	"Vesht-ha-tal "	"MGV"	"n."	"OBJ.CONC"	"paleontology"
"3864"	"v"	"voiced"	"Vesht-kastik-tal "	"MGV"	"n."	"OBJ.CONC"	"paleobotany"
"3865"	"v"	"voiced"	"Vesht-koshtri "	"MGV"	"n."	"OBJ.CONC"	"paleospecies"
"3866"	"v"	"voiced"	"Vesht-var "	"MGV"	"n."	"OBJ.CONC"	"history"
"3867"	"v"	"voiced"	"Vesht-varik "	"MGV"	"adj."	"PROP.CONC"	"historic(al)"
"3868"	"v"	"voiced"	"Veshtau "	"MGV"	"v."	"ACT.CONC"	"experience"
"3869"	"v"	"voiced"	"Veshtaya "	"MGV"	"n."	"OBJ.CONC"	"experience"
"3870"	"v"	"voiced"	"Vesuhl"	"anc."	"n."	"OBJ.CONC"	"bitumen"
"3871"	"v"	"voiced"	"Vet "	"MGV"	"n."	"OBJ.CONC"	"doubt"
"3872"	"v"	"voiced"	"Vet-bosh "	"MGV"	"adj."	"PROP.CONC"	"doubtful, dubious"
"3873"	"v"	"voiced"	"Vet-fam "	"MGV"	"adj."	"PROP.CONC"	"doubtless"
"3874"	"v"	"voiced"	"Vi "	"MGV"	"pron."	"OBJ.CONC"	"who"
"3875"	"v"	"voiced"	"Vi-kwitau "	"MGV"	"v."	"ACT.CONC"	"intrude"
"3876"	"v"	"voiced"	"Vi-kwitaya "	"MGV"	"n."	"OBJ.CONC"	"intrusion"
"3877"	"v"	"voiced"	"Vi-seshau "	"MGV"	"v."	"ACT.CONC"	"absorb"
"3878"	"v"	"voiced"	"Vi-seshau'es "	"MGV"	"n."	"OBJ.CONC"	"absorbency"
"3879"	"v"	"voiced"	"Vi-seshau-kurtra "	"MGV"	"n."	"OBJ.CONC"	"absorption spectrum"
"3880"	"v"	"voiced"	"Vi-seshau-zehllar "	"MGV"	"n."	"OBJ.CONC"	"absorption lines"
"3881"	"v"	"voiced"	"Vi-seshau-zhel "	"MGV"	"n."	"OBJ.CONC"	"absorption band"
"3882"	"v"	"voiced"	"Vi-seshauk "	"MGV"	"adj."	"PROP.CONC"	"absorbent"
"3883"	"v"	"voiced"	"Vi-seshaya "	"MGV"	"n."	"OBJ.CONC"	"absorption"
"3884"	"v"	"voiced"	"Vi-seshayek "	"MGV"	"n."	"OBJ.CONC"	"absorbent"
"3885"	"v"	"voiced"	"Vihash-tor "	"MGV"	"v."	"ACT.CONC"	"fly in, arrive by aircraft"
"3886"	"v"	"voiced"	"Vihish "	"MGV"	"n."	"OBJ.CONC"	"pressure"
"3887"	"v"	"voiced"	"Vihish-fen "	"MGV"	"n."	"OBJ.CONC"	"pressure seal"
"3888"	"v"	"voiced"	"Vihish-mev "	"MGV"	"n."	"OBJ.CONC"	"pressurization duct"
"3889"	"v"	"voiced"	"Vihish-pakhartayek "	"MGV"	"n."	"OBJ.CONC"	"pressure regulator"
"3890"	"v"	"voiced"	"Vihish-sahish-torektra "	"MGV"	"n."	"OBJ.CONC"	"pressurization/depressurization system"
"3891"	"v"	"voiced"	"Vihish-tash-torektra "	"MGV"	"n."	"OBJ.CONC"	"pressure control system"
"3892"	"v"	"voiced"	"Vihish-tor "	"MGV"	"v."	"ACT.CONC"	"pressurize"
"3893"	"v"	"voiced"	"Vihishan "	"MGV"	"n."	"OBJ.CONC"	"pressurization"
"3894"	"v"	"voiced"	"Vihk "	"MGV"	"n."	"OBJ.CONC"	"blob, clod, clot, glob"
"3895"	"v"	"voiced"	"Vihpan "	"MGV"	"n."	"OBJ.CONC"	"block"
"3896"	"v"	"voiced"	"Vikau "	"MGV"	"v."	"ACT.CONC"	"warn"
"3897"	"v"	"voiced"	"Vikaya "	"MGV"	"n."	"OBJ.CONC"	"warning, alarm"
"3898"	"v"	"voiced"	"Vikayek "	"MGV"	"n."	"OBJ.CONC"	"alarm"
"3899"	"v"	"voiced"	"Vikuvau "	"MGV"	"v."	"ACT.CONC"	"encircle, surround"
"3900"	"v"	"voiced"	"Vil "	"MGV"	"n."	"OBJ.CONC"	"odor"
"3901"	"v"	"voiced"	"Vimashau "	"MGV"	"v."	"ACT.CONC"	"liquefy"
"3902"	"v"	"voiced"	"Vimashaya "	"MGV"	"n."	"OBJ.CONC"	"liquefication"
"3903"	"v"	"voiced"	"Vimevilau "	"MGV"	"v."	"ACT.CONC"	"induce"
"3904"	"v"	"voiced"	"Vimevilaya "	"MGV"	"n."	"OBJ.CONC"	"induction"
"3905"	"v"	"voiced"	"Vimevilayek "	"MGV"	"n."	"OBJ.CONC"	"inducer"
"3906"	"v"	"voiced"	"Vin'es "	"MGV"	"n."	"OBJ.CONC"	"maturity"
"3907"	"v"	"voiced"	"Vin-tor "	"MGV"	"v."	"ACT.CONC"	"mature"
"3908"	"v"	"voiced"	"Vinem "	"MGV"	"n."	"OBJ.CONC"	"assimilation"
"3909"	"v"	"voiced"	"Vinem-tor "	"MGV"	"v."	"ACT.CONC"	"assimilate"
"3910"	"v"	"voiced"	"Vinemalik, Vinemayik "	"MGV"	"adj."	"PROP.CONC"	"assimilated"
"3911"	"v"	"voiced"	"Vinik "	"MGV"	"adj."	"PROP.CONC"	"mature(d)"
"3912"	"v"	"voiced"	"Vipladau "	"MGV"	"v."	"ACT.CONC"	"record"
"3913"	"v"	"voiced"	"Vipladayek "	"MGV"	"n."	"OBJ.CONC"	"recorder"
"3914"	"v"	"voiced"	"Vis "	"MGV"	"n."	"OBJ.CONC"	"grid, net, web"
"3915"	"v"	"voiced"	"Visak'a"	"anc."	"n."	"OBJ.CONC"	"legacy"
"3916"	"v"	"voiced"	"Visatilau "	"MGV"	"v."	"ACT.CONC"	"encrypt"
"3917"	"v"	"voiced"	"Visatilaya "	"MGV"	"n."	"OBJ.CONC"	"encryption"
"3918"	"v"	"voiced"	"Vishau "	"MGV"	"v."	"ACT.CONC"	"insert"
"3919"	"v"	"voiced"	"Vishaya "	"MGV"	"n."	"OBJ.CONC"	"insertion"
"3920"	"v"	"voiced"	"Vishi-vel "	"MGV"	"n."	"OBJ.CONC"	"implant"
"3921"	"v"	"voiced"	"Vishitau "	"MGV"	"v."	"ACT.CONC"	"embed, implant, set into place"
"3922"	"v"	"voiced"	"Vishitaya "	"MGV"	"n."	"OBJ.CONC"	"embedding, implantation"
"3923"	"v"	"voiced"	"Vishizhukel "	"MGV"	"n."	"OBJ.CONC"	"foundry"
"3924"	"v"	"voiced"	"Viskulan "	"MGV"	"n."	"OBJ.CONC"	"matrix"
"3925"	"v"	"voiced"	"Visnuhpau "	"MGV"	"v."	"ACT.CONC"	"encroach"
"3926"	"v"	"voiced"	"Visnuhpaya "	"MGV"	"n."	"OBJ.CONC"	"encroachment"
