"FRST_LETTER"	"vulcan"	"pronunciation"	"variety"	"pos"	"fse"	"misc"
"3398"	"t"	"Tan-tor "	NA	"MGV"	NA	" donate, gift, present with something"	""
"3399"	"t"	"Tanaf "	NA	"MGV"	NA	" art"	""
"3400"	"t"	"Tanafsu "	NA	"MGV"	NA	" artist"	""
"3401"	"t"	"Tangu "	NA	"MGV"	"n."	" ideal"	""
"3402"	"t"	"Tanilau "	NA	"MGV"	NA	" provide, supply"	""
"3403"	"t"	"Tanilkel "	NA	"MGV"	"n."	" warehouse"	""
"3404"	"t"	"Tanovau "	NA	"MGV"	NA	" equip, provision, fit out"	""
"3405"	"t"	"Tanovau-tukh "	NA	"MGV"	NA	" equipment, gear, provisions"	""
"3406"	"t"	"Tansu "	NA	"MGV"	NA	" donor, giver"	""
"3407"	"t"	"Tar-tor "	NA	"MGV"	NA	" say"	""
"3408"	"t"	"Tarkiv "	NA	"MGV"	"n."	" crown"	""
"3409"	"t"	"Tasau "	NA	"MGV"	"v."	" leak"	""
"3410"	"t"	"Tash "	NA	"MGV"	"n."	" control"	""
"3411"	"t"	"Tash-tor "	NA	"MGV"	"v."	" control"	""
"3412"	"t"	"Tashal "	NA	"MGV"	NA	" "	"control"
"3413"	"t"	"Tashek "	NA	"MGV"	NA	" controller"	""
"3414"	"t"	"Tasmin"	NA	"NGS"	NA	" \"Tasmeen\", Autumn"	"season"
"3415"	"t"	"Tau "	NA	"MGV"	NA	" fever"	""
"3416"	"t"	"Tau-kath "	NA	"MGV"	NA	" \"fever healing\""	""
"3417"	"t"	"Tauf "	NA	"MGV"	NA	" ridge "	"geol."
"3418"	"t"	"Tauk "	NA	"MGV"	NA	" cave"	""
"3419"	"t"	"Taul-tor "	NA	"MGV"	"v."	" dive"	""
"3420"	"t"	"Taulik "	NA	"MGV"	"adj."	" febrile, feverish"	""
"3421"	"t"	"Taulsu "	NA	"MGV"	NA	" diver"	""
"3422"	"t"	"Taurau "	NA	"MGV"	NA	" amaze"	""
"3423"	"t"	"Tauvolau "	NA	"MGV"	NA	" incite, foment"	""
"3424"	"t"	"Tav "	NA	"MGV"	"n."	" rate"	""
"3425"	"t"	"Tavat "	NA	"MGV"	NA	" ratio"	""
"3426"	"t"	"Tcha "	NA	"MGV"	"n."	" curl"	""
"3427"	"t"	"Tchachaik "	NA	"MGV"	NA	" awkward"	""
"3428"	"t"	"Tchai "	NA	"MGV"	NA	" tea"	"Earth-style"
"3429"	"t"	"Tchakarya"	NA	"NGS"	NA	" \"chkariya\" or \"ch'kariya\", a ferret-like predator/scavenger"	""
"3430"	"t"	"Tchas "	NA	"MGV"	"n."	" warp"	""
"3431"	"t"	"Tchas-klai "	NA	"MGV"	NA	" warp factor"	""
"3432"	"t"	"Tchas-mev "	NA	"MGV"	NA	" warp conduit"	""
"3433"	"t"	"Tchas-mishu "	NA	"MGV"	NA	" warp engine"	""
"3434"	"t"	"Tchas-threshan "	NA	"MGV"	NA	" warp speed"	""
"3435"	"t"	"Tchas-tviyan "	NA	"MGV"	NA	" warp core"	""
"3436"	"t"	"Tchas-vunai "	NA	"MGV"	NA	" warp field"	""
"3437"	"t"	"Tchas-yeturek "	NA	"MGV"	NA	" warp drive"	""
"3438"	"t"	"Tchef "	NA	"MGV"	NA	" vortex"	""
"3439"	"t"	"Tchepnu "	NA	"MGV"	NA	" dork, nerd"	""
"3440"	"t"	"Tchol "	NA	"MGV"	NA	" bay"	""
"3441"	"t"	"Te "	NA	"MGV"	NA	" structure"	""
"3442"	"t"	"Te'koshfet"	NA	"anc."	NA	" architect"	""
"3443"	"t"	"Te'koshif"	NA	"anc."	NA	" architecture"	""
"3444"	"t"	"Te'krul-, Te'krulik "	NA	"MGV"	"adj."	" royal"	""
"3445"	"t"	"Te'krul-maat "	NA	"MGV"	NA	" royal family"	""
"3446"	"t"	"Te'krultra "	NA	"MGV"	NA	" royalty"	""
"3447"	"t"	"Te'krulyek "	NA	"MGV"	NA	" royal house"	""
"3448"	"t"	"Te'Rikh, TeRikh "	NA	"MGV"	NA	" a Vulcan city"	""
"3449"	"t"	"Tedvun-tor "	NA	"MGV"	"v."	" flex"	""
"3450"	"t"	"Tedvunik "	NA	"MGV"	NA	" flexible, pliable, pliant"	""
"3451"	"t"	"Tefosh'es "	NA	"MGV"	NA	" immunity"	""
"3452"	"t"	"Tefosh-, Tefoshik "	NA	"MGV"	NA	" immune"	""
"3453"	"t"	"Tefosh-kesaya "	NA	"MGV"	NA	" immune response"	""
"3454"	"t"	"Tefosh-torektra "	NA	"MGV"	NA	" immune system"	""
"3455"	"t"	"Tefuk "	NA	"MGV"	"v."	" deliver"	""
"3456"	"t"	"Teh "	NA	"MGV"	NA	" hundred"	"the number"
"3457"	"t"	"Teh'rak, Tehr- "	NA	"MGV"	"adj."	" hundredth"	""
"3458"	"t"	"Teh'veh "	NA	"MGV"	"n."	" hundredth"	""
"3459"	"t"	"Tehk "	NA	"MGV"	"n."	" sprout"	""
"3460"	"t"	"Tehnat "	NA	"MGV"	NA	" against"	""
"3461"	"t"	"Tehnau "	NA	"MGV"	NA	" resist, stand up against"	""
"3462"	"t"	"Tehnyak "	NA	"MGV"	"n."	" override"	""
"3463"	"t"	"Tehrai "	NA	"MGV"	NA	" goal"	""
"3464"	"t"	"Tehs "	NA	"MGV"	NA	" deceit, fraud, deception, trickery"	""
"3465"	"t"	"Tehs-bosh "	NA	"MGV"	NA	" deceitful, deceptive, fraudulent"	""
"3466"	"t"	"Tehs-tor "	NA	"MGV"	"v."	" deceive, defraud, trick"	""
"3467"	"t"	"Tehvar "	NA	"MGV"	NA	" danger"	""
"3468"	"t"	"Tehvarik "	NA	"MGV"	NA	" dangerous"	""
"3469"	"t"	"Tekeret "	NA	"MGV"	NA	" deviation"	""
"3470"	"t"	"Tekla "	NA	"MGV"	NA	" a type of wood"	""
"3471"	"t"	"Tel "	NA	"MGV"	"n."	" bond"	""
"3472"	"t"	"Tel-tor "	NA	"MGV"	"v."	" bond"	""
"3473"	"t"	"Tela'at"	NA	"anc."	NA	" elder"	"title of respect for advanced age Kolinahru"
"3474"	"t"	"Telsu "	NA	"MGV"	NA	" one who is bonded, a married person"	""
"3475"	"t"	"Telv-tor "	NA	"MGV"	"v."	" read"	""
"3476"	"t"	"Temep "	NA	"MGV"	NA	" gate"	""
"3477"	"t"	"Temep-dvinsu "	NA	"MGV"	NA	" gatekeeper"	""
"3478"	"t"	"Temep-kelek "	NA	"MGV"	NA	" gatehouse"	""
"3479"	"t"	"Temep-lehk "	NA	"MGV"	NA	" gatepost"	""
"3480"	"t"	"Temep-sharu "	NA	"MGV"	NA	" gateway"	""
"3481"	"t"	"Temok "	NA	"MGV"	NA	" wall"	""
"3482"	"t"	"Temok-weiwan "	NA	"MGV"	"n."	" plaster"	""
"3483"	"t"	"Ten "	NA	"MGV"	NA	" less"	""
"3484"	"t"	"Ten-kan-bu"	NA	"TGV"	NA	" embryo"	""
"3485"	"t"	"Ten-mal "	NA	"MGV"	NA	" early"	""
"3486"	"t"	"Tenah "	NA	"MGV"	"v."	" blame"	""
"3487"	"t"	"Tenkan "	NA	"MGV"	NA	" fetus"	""
"3488"	"t"	"Teporilau "	NA	"MGV"	"v."	" excite"	""
"3489"	"t"	"Tepuh "	NA	"MGV"	"v."	" power"	""
"3490"	"t"	"Tepul "	NA	"MGV"	NA	" energy, power"	""
"3491"	"t"	"Tepul-mev "	NA	"MGV"	NA	" energy conduit, power conduit"	""
"3492"	"t"	"Tepul-nala "	NA	"MGV"	NA	" energy cell, power cell"	""
"3493"	"t"	"Tepul-pak "	NA	"MGV"	NA	" energy loss, power loss"	""
"3494"	"t"	"Tepul-rushanek "	NA	"MGV"	NA	" power converter"	""
"3495"	"t"	"Tepul-sek "	NA	"MGV"	NA	" power outlet"	""
"3496"	"t"	"Tepul-shan "	NA	"MGV"	NA	" energy transfer, power transfer"	""
"3497"	"t"	"Tepul-smashaya "	NA	"MGV"	NA	" energy drain, power drain"	""
"3498"	"t"	"Tepul-tanilayek "	NA	"MGV"	NA	" power supply"	""
"3499"	"t"	"Tepul-tersayek "	NA	"MGV"	NA	" power coupling"	""
"3500"	"t"	"Tepul-torvayek "	NA	"MGV"	NA	" power plant"	""
"3501"	"t"	"Tepul-tral "	NA	"MGV"	NA	" energy surge, power surge"	""
"3502"	"t"	"Tepul-vis "	NA	"MGV"	NA	" power grid"	""
"3503"	"t"	"Tepul-vok "	NA	"MGV"	NA	" energy level, power level"	""
"3504"	"t"	"Tepul-vunai "	NA	"MGV"	NA	" energy field"	""
"3505"	"t"	"Tepulau "	NA	"MGV"	NA	" energize"	""
"3506"	"t"	"Ter-tor "	NA	"MGV"	"v."	" compose"	""
"3507"	"t"	"Terau "	NA	"MGV"	NA	" federate, fasten, join together"	""
"3508"	"t"	"Teraya "	NA	"MGV"	NA	" federation, fastening, joining together"	""
"3509"	"t"	"Teraya Kaunshuk t'Ek'tralar"	NA	"LGV"	NA	" United Federation of Planets"	""
"3510"	"t"	"Terek "	NA	"MGV"	"n."	" affix"	""
"3511"	"t"	"Teresh-kah "	NA	"MGV"	NA	" Vulcan \"silver-bird\""	""
"3512"	"t"	"Teretarun "	NA	"MGV"	NA	" conference"	""
"3513"	"t"	"Teretau "	NA	"MGV"	NA	" converge"	""
"3514"	"t"	"Teretek "	NA	"MGV"	NA	" coupler"	""
"3515"	"t"	"Teretuhr "	NA	"MGV"	NA	" together, united, fused"	""
"3516"	"t"	"Terish-tor "	NA	"MGV"	"v."	" combine"	""
"3517"	"t"	"Terk "	NA	"MGV"	"n."	" bolt"	""
"3518"	"t"	"Terpau "	NA	"MGV"	NA	" adhere"	""
"3519"	"t"	"Terpaya "	NA	"MGV"	NA	" adhesion"	""
"3520"	"t"	"Terpayek "	NA	"MGV"	"n."	" adhesive"	""
"3521"	"t"	"Terra "	NA	"MGV"	NA	" Earth"	""
"3522"	"t"	"Terrasu "	NA	"MGV"	NA	" Terran, Earthling, Earther"	""
"3523"	"t"	"Terrupik "	NA	"MGV"	"adj."	" Terran, earthly"	""
"3524"	"t"	"Tersau "	NA	"MGV"	NA	" connect"	""
"3525"	"t"	"Tersek "	NA	"MGV"	"n."	" buckle"	""
"3526"	"t"	"Tershau "	NA	"MGV"	NA	" collect"	""
"3527"	"t"	"Tersu "	NA	"MGV"	"n."	" partner"	""
"3528"	"t"	"Teruk "	NA	"MGV"	"n."	" corner"	""
"3529"	"t"	"Tesha "	NA	"MGV"	"v."	" awe"	""
"3530"	"t"	"Tesihk "	NA	"MGV"	NA	" albumin"	""
"3531"	"t"	"Teslau "	NA	"MGV"	"v."	" repair, fix"	""
"3532"	"t"	"Tessau "	"- '"	"MGV"	"v."	" addict"	""
"3533"	"t"	"Tessaya "	NA	"MGV"	NA	" addiction"	""
"3534"	"t"	"Tetalaya "	NA	"MGV"	NA	" friction"	""
"3535"	"t"	"Tetau "	NA	"MGV"	"v."	" rub"	""
"3536"	"t"	"Tev'rak "	NA	"MGV"	NA	" west"	""
"3537"	"t"	"Tev'rak-, Tev'rakik "	NA	"MGV"	NA	" western, westerly"	""
"3538"	"t"	"Tev'raksu "	NA	"MGV"	NA	" westerner"	""
"3539"	"t"	"Tev-tor "	NA	"MGV"	NA	" fall, descend; die"	""
"3540"	"t"	"Tev-yehat "	NA	"MGV"	"adj."	" mortal"	""
"3541"	"t"	"Tevakh "	NA	"MGV"	NA	" death"	""
"3542"	"t"	"Tevakh-fam "	NA	"MGV"	"adj."	" deathless, immortal"	""
"3543"	"t"	"Tevakh-kahk "	NA	"MGV"	NA	" deathly"	""
"3544"	"t"	"Teval-, Tevalik "	NA	"MGV"	NA	" deadly"	""
"3545"	"t"	"Tevan "	NA	"MGV"	NA	" descent, fall"	""
"3546"	"t"	"Tevanu "	NA	"MGV"	NA	" the Dead"	""
"3547"	"t"	"Tevanu-prikel "	NA	"MGV"	"n."	" mortuary"	""
"3548"	"t"	"Tevanu-tsorkel "	NA	"MGV"	NA	" morgue"	""
"3549"	"t"	"Tevik "	NA	"MGV"	"adj."	" dead"	""
"3550"	"t"	"Tevun "	NA	"MGV"	NA	" year"	""
"3551"	"t"	"Thak"	NA	"MGV"	NA	" breast"	""
"3552"	"t"	"Thak-hayataya "	NA	"MGV"	NA	" breast augmentation"	""
"3553"	"t"	"Thak-netakidaya "	NA	"MGV"	NA	" breast reduction"	""
"3554"	"t"	"Thak-storau-palikaya "	NA	"MGV"	NA	" thelarche"	""
"3555"	"t"	"Thak-vishi-vel "	NA	"MGV"	NA	" breast implant"	""
"3556"	"t"	"Thak-yem-tor "	NA	"MGV"	NA	" breastfeed"	""
"3557"	"t"	"Thakau "	NA	"MGV"	"v."	" focus"	""
"3558"	"t"	"Thakaya "	NA	"MGV"	"n."	" focus"	""
"3559"	"t"	"Thal|-| "	NA	"MGV"	"adj."	" loose"	""
"3560"	"t"	"Thal-tor "	NA	"MGV"	NA	" loosen"	""
"3561"	"t"	"Thalv "	NA	"MGV"	NA	" page, sheet"	""
"3562"	"t"	"Thanai "	NA	"MGV"	NA	" adopt"	""
"3563"	"t"	"Thas "	NA	"MGV"	"n."	" milk"	""
"3564"	"t"	"Thas-pi'nafek "	NA	"MGV"	NA	" mammary gland"	""
"3565"	"t"	"Thas-spol "	NA	"MGV"	NA	" breast pump"	""
"3566"	"t"	"Thasau "	NA	"MGV"	NA	" lactate"	""
"3567"	"t"	"Thasaya "	NA	"MGV"	NA	" lactation"	""
"3568"	"t"	"Thask"	NA	"TGV"	NA	" breast"	""
"3569"	"t"	"Thasnem-tor "	NA	"MGV"	"v."	" milk"	""
"3570"	"t"	"Thasnemek "	NA	"MGV"	NA	" milking machine"	""
"3571"	"t"	"Thav "	NA	"MGV"	NA	" cone"	"bot."
"3572"	"t"	"Thek "	NA	"MGV"	NA	" drop"	"tear;rain"
"3573"	"t"	"Thel'a "	NA	"MGV"	"n."	" fat"	""
"3574"	"t"	"Thel'a-di'kish-torek "	NA	"MGV"	NA	" fat metabolism"	""
"3575"	"t"	"Thel'a-sash "	NA	"MGV"	NA	" fatty acid"	""
"3576"	"t"	"Thel-, Thelik "	NA	"MGV"	"adj."	" fat, fatty"	""
"3577"	"t"	"Theris "	NA	"MGV"	NA	" a Vulcan herb"	""
"3578"	"t"	"Theris-masu "	NA	"MGV"	NA	" tea"	"Vulcan-style"
"3579"	"t"	"Thes-tor "	NA	"MGV"	NA	" engrave"	""
"3580"	"t"	"Theshau "	NA	"MGV"	"v."	" scrape"	""
"3581"	"t"	"Thezh-tor "	NA	"MGV"	"v."	" drip"	""
"3582"	"t"	"Thinoi "	NA	"MGV"	"v."	" waste"	""
"3583"	"t"	"Thol|-| "	NA	"MGV"	"adj."	" noble"	""
"3584"	"t"	"Tholsu "	NA	"MGV"	"n."	" noble"	""
"3585"	"t"	"Tholtra "	NA	"MGV"	NA	" nobility, aristocracy"	""
"3586"	"t"	"Thon "	NA	"MGV"	NA	" measurement"	""
"3587"	"t"	"Thon-tor "	NA	"MGV"	"v."	" measure"	""
"3588"	"t"	"Thon-yehat "	NA	"MGV"	NA	" measurable"	""
"3589"	"t"	"Thonau "	NA	"MGV"	"v."	" anguish"	""
"3590"	"t"	"Thonek "	NA	"MGV"	NA	" meter, measuring device"	""
"3591"	"t"	"Thorau "	NA	"MGV"	"v."	" burst"	""
"3592"	"t"	"Thoraya "	NA	"MGV"	"n."	" burst"	""
"3593"	"t"	"Thorsh-yel "	NA	"MGV"	NA	" nova"	""
"3594"	"t"	"Thorshau "	NA	"MGV"	"v."	" explode"	""
"3595"	"t"	"Thorshau-tukh "	NA	"MGV"	NA	" explosives"	""
"3596"	"t"	"Thorshaya "	NA	"MGV"	NA	" explosion"	""
"3597"	"t"	"Thorshek "	NA	"MGV"	NA	" bomb"	""
"3598"	"t"	"Thorshun "	NA	"MGV"	NA	" cannon"	""
"3599"	"t"	"Thrah "	NA	"MGV"	NA	" friend"	"general term"
"3600"	"t"	"Thraht-, Thrahtik "	NA	"MGV"	NA	" friendly"	""
"3601"	"t"	"Thrakh "	NA	"MGV"	NA	" gneiss"	""
"3602"	"t"	"Thrap "	NA	"MGV"	NA	" offense"	""
"3603"	"t"	"Thrap-tor "	NA	"MGV"	NA	" offend"	""
"3604"	"t"	"Thresh-tor "	NA	"MGV"	NA	" split, cleave"	""
"3605"	"t"	"Threshan "	NA	"MGV"	NA	" speed, velocity"	""
"3606"	"t"	"Thro "	NA	"MGV"	"n."	" access"	""
"3607"	"t"	"Thro-tor "	NA	"MGV"	"v."	" access"	""
"3608"	"t"	"Thro-wein "	NA	"MGV"	NA	" access panel"	""
"3609"	"t"	"Thro-yehat "	NA	"MGV"	NA	" accessible"	""
"3610"	"t"	"Throks "	NA	"MGV"	NA	" give, share"	"with a superior"
"3611"	"t"	"Thruhk|-| "	NA	"MGV"	NA	" foul, offensive, loathsome, repulsive"	""
"3612"	"t"	"Thu "	NA	"MGV"	NA	" then"	"next in sequence"
"3613"	"t"	"Thuhk "	NA	"MGV"	NA	" cheese"	""
"3614"	"t"	"Thurai "	NA	"MGV"	NA	" next"	""
"3615"	"t"	"Thyar "	NA	"MGV"	"n."	" butter"	""
"3616"	"t"	"Ti "	NA	"MGV"	NA	" lay, lie "	"down"
"3617"	"t"	"Tik "	NA	"MGV"	NA	" each"	""
"3618"	"t"	"Tikap "	NA	"MGV"	NA	" method"	""
"3619"	"t"	"Tikopah "	NA	"MGV"	NA	" independence"	""
"3620"	"t"	"Tilau "	NA	"MGV"	NA	" perforate, pierce"	""
"3621"	"t"	"Tilek "	NA	"MGV"	"n."	" spear"	""
"3622"	"t"	"Timut "	NA	"MGV"	NA	" heel"	""
"3623"	"t"	"Tin "	NA	"MGV"	NA	" layer, stratum"	""
"3624"	"t"	"Tinga "	NA	"MGV"	NA	" dimension"	"measurement"
"3625"	"t"	"Tipan "	NA	"MGV"	NA	" shoulder"	""
"3626"	"t"	"Tir-nuk"	NA	"anc."	NA	" a small Vulcan succulent tree that produces wood"	""
"3627"	"t"	"Tish "	NA	"MGV"	NA	" to you"	""
"3628"	"t"	"Tishau "	NA	"MGV"	"v."	" like"	""
"3629"	"t"	"Tizh-tor "	NA	"MGV"	"v."	" enjoy"	""
"3630"	"t"	"Tlingansu "	NA	"MGV"	NA	" Klingon"	"being/language"
"3631"	"t"	"To'ovau "	NA	"MGV"	"v."	" grow"	""
"3632"	"t"	"To'oveh "	NA	"MGV"	"n."	" adult"	""
"3633"	"t"	"To-gav "	NA	"MGV"	NA	" law"	""
"3634"	"t"	"To-gav-kel "	NA	"MGV"	NA	" courthouse"	""
"3635"	"t"	"To-pal "	NA	"MGV"	"n."	" coat"	""
"3636"	"t"	"To-tanlar "	NA	"MGV"	NA	" rights"	""
"3637"	"t"	"Tobeg-tor "	NA	"MGV"	"v."	" excuse"	""
"3638"	"t"	"Todvel-tor "	NA	"MGV"	"v."	" elect"	""
"3639"	"t"	"Toglantau "	NA	"MGV"	NA	" "	"eye"
"3640"	"t"	"Toglantausu "	NA	"MGV"	NA	" "	"eye"
"3641"	"t"	"Togolau "	NA	"MGV"	NA	" enforce"	""
"3642"	"t"	"Togolausu "	NA	"MGV"	NA	" enforcer"	""
"3643"	"t"	"Togolaya "	NA	"MGV"	NA	" enforcement"	""
"3644"	"t"	"Tok-ti "	NA	"MGV"	"adj."	" fine"	""
"3645"	"t"	"Tol "	NA	"MGV"	NA	" gene"	""
"3646"	"t"	"Tol-, Tolik "	NA	"MGV"	NA	" genetic"	""
"3647"	"t"	"Tol-has "	NA	"MGV"	NA	" genetic disease"	""
"3648"	"t"	"Tol-kiht "	NA	"MGV"	NA	" genetic code"	""
"3649"	"t"	"Tol-mish-tal "	NA	"MGV"	NA	" genetic engineering"	""
"3650"	"t"	"Tol-patra "	NA	"MGV"	NA	" gene pool"	""
"3651"	"t"	"Tol-tal "	NA	"MGV"	NA	" genetics"	"study"
"3652"	"t"	"Tol-ulidek "	NA	"MGV"	NA	" genetic marker"	""
"3653"	"t"	"Tol-var "	NA	"MGV"	NA	" genome"	""
"3654"	"t"	"Tol-ves "	NA	"MGV"	NA	" genotype"	""
"3655"	"t"	"Tol-yumaya "	NA	"MGV"	NA	" gene flow"	""
"3656"	"t"	"Tolasau "	NA	"MGV"	"v."	" clone"	""
"3657"	"t"	"Toltra "	NA	"MGV"	NA	" chromosome"	""
"3658"	"t"	"Tomasu "	NA	"MGV"	NA	" kinsman, relative"	""
"3659"	"t"	"Tomayeht-, Tomayehtik "	NA	"MGV"	NA	" ethical"	""
"3660"	"t"	"Toper "	NA	"MGV"	NA	" act, deed"	""
"3661"	"t"	"Tor "	NA	"MGV"	"v."	" do, make"	""
"3662"	"t"	"Tor-tal "	NA	"MGV"	NA	" physics"	"study"
"3663"	"t"	"Tor-vel "	NA	"MGV"	NA	" mechanism"	""
"3664"	"t"	"Tor-velsu "	NA	"MGV"	NA	" mechanic"	"person"
"3665"	"t"	"Tor-yatal"	NA	"NGS"	NA	" \"tor-ia-tal\", challenge to death"	""
"3666"	"t"	"Tor-zhit "	NA	"MGV"	NA	" verb"	"grammar"
"3667"	"t"	"Torah "	NA	"MGV"	NA	" act, produce an effect"	""
"3668"	"t"	"Torai "	NA	"MGV"	NA	" action"	""
"3669"	"t"	"Toran "	NA	"MGV"	NA	" activity"	""
"3670"	"t"	"Toranelek "	NA	"MGV"	NA	" dynamo"	"mech."
"3671"	"t"	"Toranik "	NA	"MGV"	NA	" busy"	""
"3672"	"t"	"Torek "	NA	"MGV"	"n."	" process"	""
"3673"	"t"	"Torektra "	NA	"MGV"	NA	" system"	""
"3674"	"t"	"Torsh "	NA	"MGV"	NA	" feat, exploit"	""
"3675"	"t"	"Toru-zhit "	NA	"MGV"	NA	" imperative"	"grammar"
"3676"	"t"	"Torupik "	NA	"MGV"	NA	" active"	""
"3677"	"t"	"Torupik dvun-zehl "	NA	"MGV"	NA	" active fault"	""
"3678"	"t"	"Torupik |suk'|zul-kunel "	NA	"MGV"	NA	" active volcano"	""
"3679"	"t"	"Torvau "	NA	"MGV"	"v."	" build, construct, produce"	""
"3680"	"t"	"Torvel-zhit "	NA	"MGV"	NA	" gerund"	"grammar"
"3681"	"t"	"Torvukh "	NA	"MGV"	"n."	" sport"	""
"3682"	"t"	"Tostau "	NA	"MGV"	NA	" execute, put to death"	""
"3683"	"t"	"Totsu-k'hai"	NA	"NGS"	NA	" \"totsu'k'hy\", a disabling nerve pitch"	""
"3684"	"t"	"Tovek-tukh "	NA	"MGV"	NA	" germanium"	""
"3685"	"t"	"Tra "	NA	"MGV"	NA	" mass, body, accumulation, assemblage"	""
"3686"	"t"	"Tra-lan "	NA	"MGV"	NA	" major"	"army/marines"
"3687"	"t"	"Trahokna "	NA	"MGV"	NA	" institute"	""
"3688"	"t"	"Trahokna t'Ek'Mishan T'Khasi "	NA	"MGV"	NA	" Vulcan Institute of Technology"	""
"3689"	"t"	"Trak "	NA	"MGV"	"n."	" pillow"	""
"3690"	"t"	"Tral "	NA	"MGV"	"n."	" surge"	""
"3691"	"t"	"Tran "	NA	"MGV"	NA	" order"	"command"
"3692"	"t"	"Tran-tor "	NA	"MGV"	NA	" order "	"to do something"
"3693"	"t"	"Tranush "	NA	"MGV"	NA	" patience"	""
"3694"	"t"	"Trasha "	NA	"MGV"	NA	" depart, leave"	""
"3695"	"t"	"Trau "	NA	"MGV"	NA	" honest"	""
"3696"	"t"	"Trau'es "	NA	"MGV"	NA	" honesty"	""
"3697"	"t"	"Travek "	NA	"MGV"	NA	" group, set, platoon"	""
"3698"	"t"	"Traveksu "	NA	"MGV"	NA	" sergeant, petty officer"	""
"3699"	"t"	"Travilau "	NA	"MGV"	NA	" compile"	""
"3700"	"t"	"Trefei "	NA	"MGV"	"v."	" martyr"	""
"3701"	"t"	"Trefem "	NA	"MGV"	"n."	" martyr"	""
"3702"	"t"	"Treit "	NA	"MGV"	"n."	" flock"	""
"3703"	"t"	"Tren-tor "	NA	"MGV"	"v."	" master"	""
"3704"	"t"	"Trensu "	NA	"MGV"	"n."	" master"	""
"3705"	"t"	"Tres-tor "	NA	"MGV"	"v."	" rip, tear"	""
"3706"	"t"	"Tresahk-tor "	NA	"MGV"	"v."	" rip into pieces, rend, shred"	""
"3707"	"t"	"Tresahk-vel "	NA	"MGV"	NA	" shredder"	""
"3708"	"t"	"Treshau "	NA	"MGV"	"v."	" crack, split open"	""
"3709"	"t"	"Tri-zhar"	NA	"anc."	NA	" an invasive procedure"	""
"3710"	"t"	"Trof"	NA	"anc."	NA	" week"	""
"3711"	"t"	"Trufemu"	NA	"NGS"	"n."	" martyr"	""
"3712"	"t"	"Truhk|-zehl| "	NA	"MGV"	NA	" latitude"	"geog."
"3713"	"t"	"Tsa "	NA	"MGV"	"n."	" curve"	""
"3714"	"t"	"Tsat "	NA	"MGV"	"n."	" secret"	""
"3715"	"t"	"Tsat-, Tsatik "	NA	"MGV"	"adj."	" secret"	""
"3716"	"t"	"Tsau-tukh "	NA	"MGV"	NA	" zinc"	""
"3717"	"t"	"Tsautal-, Tsautalik "	NA	"MGV"	"adj."	" galvanized"	""
"3718"	"t"	"Tsek "	NA	"MGV"	"n."	" column"	""
"3719"	"t"	"Tsel-, Tselik "	NA	"MGV"	"adj."	" mutant"	""
"3720"	"t"	"Tsel-vel "	NA	"MGV"	"n."	" mutant"	"thing"
"3721"	"t"	"Tselau "	NA	"MGV"	NA	" mutate"	""
"3722"	"t"	"Tselau-palikauk "	NA	"MGV"	NA	" mutagenic"	""
"3723"	"t"	"Tselau-tav "	NA	"MGV"	NA	" mutation rate"	""
"3724"	"t"	"Tselaya "	NA	"MGV"	NA	" mutation"	""
"3725"	"t"	"Tselayek "	NA	"MGV"	NA	" mutagen"	""
"3726"	"t"	"Tselfa "	NA	"MGV"	"n."	" mutant"	"non-sentient being"
"3727"	"t"	"Tselsu "	NA	"MGV"	"n."	" mutant"	"sentient being"
"3728"	"t"	"Tsokal "	NA	"MGV"	NA	" territory"	""
"3729"	"t"	"Tsorau "	NA	"MGV"	NA	" store, cache, save up"	""
"3730"	"t"	"Tsorkel "	NA	"MGV"	"n."	" storehouse"	""
"3731"	"t"	"Tsuk|-| "	NA	"MGV"	"adj."	" common"	""
"3732"	"t"	"Tsulaya "	NA	"MGV"	NA	" amplitude"	""
"3733"	"t"	"Tsuri|-| "	NA	"MGV"	NA	" normal, regular, usual"	""
"3734"	"t"	"Tsuri-fna-krus "	NA	"MGV"	NA	" normal section"	""
"3735"	"t"	"Tsuri-kek "	NA	"MGV"	NA	" normal function"	""
"3736"	"t"	"Tsuri-khaf-vihish "	NA	"MGV"	NA	" normotension"	""
"3737"	"t"	"Tsuri-pa'ashtra "	NA	"MGV"	NA	" normal plane"	""
"3738"	"t"	"Tsuri-sagan "	NA	"MGV"	NA	" normal distribution"	""
"3739"	"t"	"Tsuri-shid "	NA	"MGV"	NA	" normal form"	""
"3740"	"t"	"Tsuri-su'us "	NA	"MGV"	NA	" regular number"	""
"3741"	"t"	"Tsuri-travek "	NA	"MGV"	NA	" normal group"	""
"3742"	"t"	"Tsuri-vo'ihn "	NA	"MGV"	NA	" normal equation"	""
"3743"	"t"	"Tsuri-vukharat "	NA	"MGV"	NA	" normal vector"	""
"3744"	"t"	"Tsuri-wehk-vla "	NA	"MGV"	NA	" regular polygon"	""
"3745"	"t"	"Tsuri-zehlanaya "	NA	"MGV"	NA	" regular sequence"	""
"3746"	"t"	"Tsuri-zek "	NA	"MGV"	NA	" normal order"	""
"3747"	"t"	"Tsurkan-, Tsurkanik "	NA	"MGV"	NA	" consistent"	""
"3748"	"t"	"Tu "	NA	"MGV"	NA	" you"	"after a vowel sound"
"3749"	"t"	"Tu'ash "	NA	"MGV"	"v."	" open"	""
