FRST_LETTER	WORD-FSE
s	Sebaceous -- wadi-thel'asu-, wadi-thel'asuyik
s	Sebaceous cyst -- wadi-thel'asu-shaf
s	Sebaceous gland -- wadi-thel'asu-pi'nafek
s	Sebum -- wadi-thel'asu
s	Secant -- weht-sfek-aus
s	Secede -- sadahshau
s	Secession -- sadahshaya
s	"Second -- dahr-, dah'rak (adj.); dah'veh (n.); mapi'wakru (time)"
s	Second base -- dahr-nen
s	Second hand (clock/watch) -- mapi'wakru-elek
s	Second Ka'Tann Conference -- Dahr-Teretarun t'Ka'Tann
s	Secondary (adj.) -- dahr-, dahrik
s	Secondary command processor -- dahr-khartau-patorayek
s	Secondary hull -- dahr-vukh
s	Secondary mineral -- dahr-ek'tukh
s	Secondary power grid -- dahr-tepul-vis
s	Secondary structure -- thurai-velek
s	Secrecy -- tsat'es
s	"Secret -- tsat-, tsatik (adj.); tsat (n.)"
s	Secret agent -- tsat-svisolaisu
s	Secret identity -- tsat-sha'es
s	Secret mission -- tsat-skrol
s	Secret police -- tsat-to-mesksutra
s	Secret Service -- Tsat-Dvintra
s	Secret weapon -- tsat-wun
s	Secretary -- zup-pi'shal-golsu (office assistant), kisev-golsu (keeper of correspondence/documents), spanekhartausu (gov't)
s	Secretary general -- kharpa-kus-lansu
s	Secretary of commerce -- pamahrtra-kus-lansu
s	Secretary of defense -- fosh-kus-lansu
s	Secretary of health -- muhl'es-kus-lansu
s	Secretary of state -- shasol-kus-lansu
s	Secretary of the air force -- kus-lansu t'sov-halitra
s	Secretary of the army -- ask'er-kus-lansu
s	Secretary of the interior -- solektra-kus-lansu
s	Secretary of the navy -- masu'er-kus-lansu
s	Secretary of the treasury -- odontra-kus-lansu
s	Secrete -- sayuhgonau
s	Secretion -- sayuhgonaya
s	Sect -- kruvek
s	"Section (n.) -- krus; fna-krus"
s	Sector -- krusat
s	Secure -- shara-, sharaik (adj.), shar-tor (v.)
s	Security -- shar'es
s	Security armor -- shar-fo-wein
s	Security camera -- shar'es-glayek
s	Security clearance -- shar-kalal'es
s	Security code -- shar-kiht
s	Security guard -- shar'es-klashausu
s	Security officer -- shar'es-lansu
s	Security scan -- shar-glashaya
s	Sedative -- mevok-tukh
s	Sediment -- ne'ti-tukh
s	Sedimentary rock -- ne'ti-kov
s	See -- gla-tor
s	Seed (n.) -- nei
s	Seedling -- kas-tehk
s	Seek -- psau
s	Seeker -- psausu
s	Seem -- sauyau
s	Seen, to be -- pugla-tor
s	Seer -- fa-wak-glansu
s	Segment -- krus
s	Seiche -- ri-mashen-nawaflaya
s	Seine -- ikun-vis
s	Seismic (adj.) -- solektra-hataya-, solektra-hutauk
s	Seismic activity -- solektra-hataya-toran
s	Seismic event -- solektra-hataya-pavek
s	Seismic sea wave (tsunami) -- solektra-hutauk masutra-pral
s	Seismicity -- solektra-hutau'es
s	Seismogram -- solektra-hutaya-besan
s	Seismograph -- solektra-hutaya-besek
s	Seismologist -- solektra-hutaya-talsu
s	Seismology -- solektra-hutaya-tal
s	Seismometer -- solektra-hutaya-thonek
s	Seize -- zebraskau
s	Seizure (med.) -- mahai
s	Seldonite microfiber -- numo-slah t'seldon-tukh
s	Select (v.) -- dvel-tor
s	Selection -- dvel
s	Selection panel -- dvel-math
s	Selection pressure -- dvel-vihish
s	Selector -- dvelek
s	Selenium -- volak-tukh
s	Selenology -- aikum-tal
s	Self -- shai
s	Self-contained breathing apparatus (SCBA) -- tikop-esh-zuvel |TEZ|
s	Self-contained underwater breathing apparatus (SCUBA) -- tikopik nemasu-esh-zuvel |TNEZ|
s	Self-control -- shaula
s	Self-defense (n.) -- shai-fosh
s	Self-destruct (n.) -- shai-vashaya
s	Self-destruct system -- shai-vashau-torektra
s	Self-fertilization -- shai-vikantaya
s	Self-pollination -- shai-kas-vikantaya
s	Self-replicating mine -- shai-nel'ashauk ip-thorshek
s	Self-rule -- shai-abukhaya
s	Self-sacrifice (n.) -- shai-oslauvolaya
s	Self-sustaining holo-emitter -- shai-potunik reh-bikuv-sayek
s	Sell -- makau
s	Semen -- sa-nei-masu
s	Semicircle -- ulef-da-kuv
s	Semiconductor (n.) -- ulef-spayek
s	Seminal vesicle -- pi'nafek t'sa-nei-masu
s	Seminiferous tubule -- sa-nei-pi'mev
s	Senate -- abu-tospanakel
s	Senator -- ko-abu-tospanakelsu (female), sa-abu-tospanakelsu (male)
s	Send -- satau
s	Seneschal -- te'kelek-ekhartausu
s	Sensation -- kashan
s	"Sense -- kash-ral (n.); kash-tor (v.)"
s	Sensitivity -- kashov'es
s	Sensitize -- kashovau
s	Sensor -- kashek
s	Sensor array -- kashek-zehlaya
s	Sensor feed -- kashek-yemek
s	Sensor focusing coil -- kashek-thakau-pakuv
s	Sensor log -- kashek-faikunap
s	Sensory nerve -- kash-ral-wel
s	Sentence (n., grammar) -- zhit-bal
s	Sentinel, Sentry -- paluklashnausu (person), paluklashnayek (thing)
s	Sepal -- svai-mor
s	"Separate -- k'wuhli; dahshauk (adj.); dahshau (v.)"
s	Separation -- dahshaya
s	Separatist (n.) -- dahshaunsu
s	Separator -- dahshayek
s	Septagon -- steh-vla
s	Septahedron -- steh-muk
s	Septet -- stehek
s	Septic tank -- guhsh-masu-skautuhlek
s	Septicemia -- khaf-gisaman
s	Septum -- temok
s	Septuplet -- t'stehsu
s	Sequence -- zehlanaya (n.), zehlanau (v.)
s	Sequencer -- zehlanayek
s	Serenity -- hayal'es
s	Serf -- sol'zhusu
s	Sergeant (army/marines/police) -- traveksu
s	Sergeant, First -- dah-traveksu
s	Sergeant, Gunnery -- wuh-traveksu
s	Sergeant, Master -- reh-traveksu
s	Sergeant, Platoon -- nen-traveksu
s	Sergeant, Staff -- wuh-traveksu
s	Sergeant, Technical -- mish-traveksu
s	Sergeant Major -- keh-traveksu
s	Serial killer -- weizehl-stausu
s	"Series -- weizehl (sequence); zehl-gluvaya (episodic show)"
s	Serious -- khat-, khatik
s	Sermon -- dvaribenan
s	Serpent -- oluhk
s	Serrated -- zudlar-shidik
s	Serum -- nen-khaf-masu (anat.), tormasu (all else)
s	Servant -- dvinsu
s	Serve (v.) -- dvin-tor
s	"Service (n.) -- dvin (providing something to); van-tu (church)"
s	Service entrance -- dvin-svin
s	Servo-mechanism -- dvin-tor-vel
s	Sesamoid bone -- mal-nef-hinek
s	Sesquiplane -- dah-rala-hali k'weh-pi nuk-rala
s	"Set (n.) -- eku (collection, group); ek'perskaf (filming location)"
s	"Set (v.) -- tev-tor (as the sun); dvolau (adjust)"
s	Set of tools -- raul-eku
s	"Setting (n.) -- dvolaya (electr., mech.); shitun (gemology)"
s	Settle -- fiferhanau
s	Settlement -- shi'fiferhanaun
s	Settler -- fiferhanausu
s	"Seven -- steh|kuh|; steh-"
s	"Seventeen -- leh-steh; leh-steh-"
s	"Seventeenth -- leh-stehr-, leh-steh'rak (adj.); leh-steh'veh (n.)"
s	"Seventh -- stehr-, steh'rak (adj.); steh'veh (n.)"
s	"Seventieth -- steh-lehr-, steh-leh'rak (adj.); steh-leh'veh (n.)"
s	"Seventy -- steh-leh; steh-leh-"
s	Several -- pohl|-|
s	Several people -- wuhslu (anc.)
s	Severe (adj.) -- wahdzh-, wahdzhik
s	Severe thunderstorm -- wahdzh-rahm-sahriv
s	Sew -- og-tor
s	Sewage -- guhsh-masu
s	Sewer -- guhsh-masu-mevtra
s	Sewer main -- guhsh-masu-ek'mev
s	Sewing kit -- og-lesk
s	Sewing machine -- og-vel
s	Sex (n., gender) -- guv
s	Sex chromosome -- guv-toltra
s	Sex hormone -- guv-dau-tukh
s	Sextant -- sheh'nuk-thonek
s	Sextet -- shehek
s	Sextuplet -- t'shehsu
s	Sexual dimorphism -- guv-dah-shid'es
s	Sexual discrimination -- guv-sakathilaya
s	Sexual favors -- dihrf
s	Sexual harassment -- guv-smertaya
s	Sexual predator -- guv-skyemausu
s	Sexual reproduction -- guv-kanashivaya
s	"Shackle -- moos (n.); moos-tor (v.)"
s	"Shade -- duvek (n.); duv-tor (v.)"
s	Shadow (n.) -- duv
s	Shadowgraph -- el'ru-duv-glakuv
s	Shadowgrapher -- el'ru-duv-tanafsu
s	Shadowgraphy -- el'ru-duv-tanaf
s	Shady (adj.) -- duvyan-, duvyanik
s	Shaggy -- wu-isachyal-, wu-isachyalik
s	"Shake -- hutaya (n.); hutau (v.)"
s	Shake hands -- el'ru-hutau
s	Shaky (adj.) -- hutayan-, hutayanik
s	Shale -- tin-kov
s	Shall -- dungi|-|
s	Shallow (adj.) -- gan|-|
s	Shaman -- haseretsu
s	Shame (n.) -- mesh
s	Shape (n.) -- shid
s	Shape-shifter -- shid-rubahek (non-sentient), shid-rubahsu (sentient)
s	Share -- vuhrgwaya (n.), vuhrgwau (v.)
s	Shark -- shark
s	Shark repellent -- shark-sakwisatau-tukh
s	Sharp (honed) -- nas-, nasik
s	Sharpen -- nas-tor
s	Sharpener -- nasek
s	Sharpshooter -- naa-pohshausu
s	Shatter -- zarahk-tor
s	Shave (v.) -- hohl-tor
s	Shaver (device) -- hohlek
s	Shaving cream -- hohl-krim
s	Shear (meteor., aero.) -- eitaya (n.), eitau (v.)
s	Shears (n.) -- ras-el'neshek
s	"Shed -- tsor-veli-kel (n., structure); foshuhl (v., anc.)"
s	Shedding (n.) -- fosha
s	Sheen -- grak
s	Sheep -- ship|lar|
s	Sheet -- thalv (anc.)
s	Sheet music -- thalv-ralash-tanaf
s	Shelf -- nef
s	Shelf ice -- izh-le-suma
s	"Shell (n.) -- fo (egg, etc.); mopoh (weaponry)"
s	Shellac -- shelahk (n.), shelahk-tor (v.)
s	Shelter -- rau-nol (n.), rau-tor (v.)
s	"Shepherd -- ship-fulagsu (person), ship-fulagfa (dog); treit-fulagsu (leader of others)"
s	Shepherd moon -- mokuv-aikum
s	Sheriff -- to-gav-feihan
s	Sheriff's department -- ekebi t'to-gav-feihan
s	Sheriff's deputy -- neto-gav-feihan
s	Sheriff's station -- laskat t'ekebi t'to-gav-feihan
s	Shield (n.) -- fo-dan (anc.)
s	Shield emitter -- fo-dan-sayek
s	Shielding -- fo-danan
s	Shift -- izaya (n.), izau (v.)
s	Shifter -- izayek
s	Shilling -- shihling
s	Shin -- ne-mal
s	Shin bone -- ne-mal-hinek
s	Shine -- graya (n.), grau (v.)
s	Shingle (n.) -- kambus
s	Shiny -- grayik
s	"Ship -- masu-hali (n., TGV), mashali (n., MGV) |MH|; baihalisatau (v.)"
s	Ship's doctor/surgeon -- hassu t'MH
s	Ship's nurse -- has-golsu t'MH, has-gol'nevsu t'MH
s	Shipbuilder -- masu-hali-torvausu (TGV), mashali-torvausu (MGV) |MH-torvausu|
s	Shipfitter -- MH-ek'zupsu
s	Shipmaster -- hali-trensu
s	Shipmate -- hali-katravahsu
s	Shipping container -- baihalisatau-tuhlek
s	Shipping line -- MH-krozhak
s	Shipwreck (n.) -- masu-hali-kwuhsh (TGV), mashali-kwuhsh (MGV)
s	Shipwright -- masu-hali-torsu (TGV), mashali-torsu (TGV) |MH-torsu|
s	Shipyard -- shi'masu-hali-torvaya (TGV), shi'mashali-torvaya (MGV)
s	Shirt -- sav'el
s	Shoal -- ne'ti-hoknaya
s	"Shock -- kolaya (n.); kolau (v.)"
s	Shock absorber -- kolaya-viseshayek
s	Shock wave -- kolau-pral
s	Shoe (n.) -- ash'el, ash-vel (obs.)
s	Shoe horn, Shoeing horn -- ash'el-naseshau-vel
s	Shoe lace -- ash'el-elakh
s	Shoe style -- ash'el-kuhz
s	Shoe tree -- ash'el-lapek
s	Shoemaker -- ash'el-torsu
s	Shoot (v.) -- pohshau
s	Shoot down -- nupohshau
s	Shooter -- pohshausu
s	Shooting range -- pohshau-wu-shal
s	Shooting victim -- pohshal-kyesu
s	Shootout (n.) -- epa-pohshaya
s	"Shop -- klep-kel (n.); klepovau (v.)"
s	Shopkeeper -- klei-kelsu
s	Shoplift -- mahr-vazgau
s	Shoplifter -- mahr-vazgausu
s	Shoplifting -- mahr-vazgaun
s	Shopping mall -- wehk-ramakurai
s	Shore (n.) -- gef
s	Shore leave -- sahali-el-wak
s	Shoreline -- gef-zehl
s	Shoring (n.) -- nushau-fo-danan |na'zehl-razhlar heh van-razhlar|
s	Short (adj.) -- pen|-|
s	Short-term (adj.) -- pen'nil-, pen'nilik
s	Short-term memory -- pen'nil-vokaya
s	Short-wave radio -- pen-pral-sauribayek
s	Shortage -- penak
s	Shortcut (n.) -- pamutau-yut
s	Shorten -- pen-tor
s	"Shot (n.) -- pohshaya (act of shooting); poh (pellet)"
s	Shotgun -- poh-pohshayek (TGV), poh-pohshek (MGV)
s	Shoulder (n.) -- tipan
s	Shoulder blade -- tipan-hinek
s	Shoulder harness -- tipan-kuzhet
s	Shoulder holster -- el'ru-pohshayek-mesk t'tipan (TGV), el'ru-pohshek-mesk t'tipan (MGV)
s	Shoulder pad -- tipan-klash
s	Shoulder strap -- tipan-zhel
s	Shout -- saul (n.), saul-tor (v.)
s	Shovel -- hilek (n.), hilekau (v.)
s	Show -- gluvaya (n.), gluvau (v.)
s	"Shower (n.) -- mashulayek (washing); pen-tevan (rain)"
s	Shower curtain -- mashulayek-skahan
s	Shower head -- mashulayek-saplayek
s	Shrapnel -- thorsh-karf
s	Shred -- tresahk-tor
s	Shredder -- tresahk-vel
s	Shrine -- oshi
s	Shrink (v.) -- piyau
s	Shrub -- labah
s	Shrunken head -- piyal-patam
s	Shuffle (cards) -- panoprish (n., panoprish-tor (v.
s	"Shut -- ikapal-, ikapalik (adj.); ikap-tor (v.)"
s	Shut down (v.) -- ek'ipehkau
s	Shutdown (n.) -- ek'ipehkaya
s	"Shutter (n.) -- fo-wein (cover); krani-fo-wein (window); ha'wein (camera)"
s	Shuttle(craft) -- shan-hali
s	Shuttle(craft) bay -- shan-hali-sutauk
s	Shuttle(craft) hangar -- hali-kel t'shan-halilar
s	Shuttlepod -- pi'shan-hali
s	Shy -- fusik
s	Sibling -- kaisu
s	Sick (adj.) -- has-bosh|-|
s	Sickbay -- has-sutauk
s	Sicker (adj.) -- weh-has-bosh
s	Sickest (adj.) -- dan-has-bosh
s	Sickle -- el'urokesor
s	Sickness -- has-mar
s	Side (n.) -- vla
s	Side-wheeler -- vla-halek-mashali
s	Sidearm -- vla-wun
s	Sidecar -- vla-pi'hali
s	Sidereal time -- yel-wak
s	Siderite -- sovnol-reh-eshu t'shek-tukh
s	Sidewalk -- vla-yut
s	Sideways -- vla'le
s	Siding (n.) -- vla-wein (general term), vla-shefek-yut (railroad)
s	Siege (n.) -- tvifostan
s	Siege tower -- tvifostan-kispek
s	Sieve -- kol'wihfelek
s	Sight (n.) -- glan
s	Sight rule (surveying) -- dah-glanekik pa'ash-pasu-skothonek
s	Sighting -- glanan
s	Sign (n.) -- glat
s	Sign language -- el'ru-gen-lis
s	"Signal -- glantokaya (n.), glantokau (v.); glantokayek (n., device)"
s	Signal beacon -- glantokau-glaribek
s	Signal flag -- glantokau-haifan
s	Signal generator -- glantokau-ferek
s	Signal light -- glantokau-ha'gelet
s	Signal rocket -- glantokau-yon-hashek
s	Signal subprocessor -- glantokau-ne-patorayek
s	Signal-to-noise ratio (SNR) -- glantokaya-ralash-tavat
s	Silence (n.) -- ralash-fam'es
s	Silencer -- ralash-famek
s	Silent (adj.) -- ralash-fam-, ralash-famik
s	Silica -- mazhu
s	Silicification -- mazhutaya
s	Silicified wood -- mazhutal-lapan
s	Silicify -- mazhutau
s	Silicon -- mazhiv-tukh
s	Silk -- sihlk (VTW)
s	"Sill -- shal-zul-kov (geol.); sku (window)"
s	Silly (adj.) -- bahst-, bahstik
s	Silt (n.) -- kitek
s	Silurian Period -- Sailuriatik Wak-Krus |t'Terra|
s	"Silver -- haul-kur (color); haul-tukh (metal)"
s	Silversmith -- kin-tukh-zupsu
s	Silverware -- mokev-yem-greink
s	Simian (n.) -- sihmiuhn |ek'eip|
s	Similar -- kahkwa (anc.)
s	Simulate -- el'torper-tor
s	Simulation -- el'torperan
s	Simulator -- el'torperek
s	Simple (adj.) -- veli-, velik
s	Simpleton -- veli-kash-veh
s	Sin -- tehnekonel (n.), tehnekon-tor (v.)
s	Since (prep.) -- ipo'
s	Sine -- vulu-tavat-zes
s	Sinew -- dvunek-tersayek
s	Sing (v.) -- uralau
s	Singe -- yongwau
s	Singer -- uralausu
s	Singularity -- wuhranek
s	"Sink -- ne'halal-shal (n., geol.); masayuk-yerak (n., washing place); ne'hal-tor (v.)"
s	Sinkhole -- ne'hal-razh
s	Sinner -- tehnekon-torsu
s	Siphon (n.) -- ek'ri-yumak
s	Siphonage -- ek'ri-yumaya
s	Sir -- |sa-|osu
s	Siren -- she-vikayek
s	Sirocco -- eshikh-salan
s	Sister -- ko-kai (sibling), oekon-kosu (religious)
s	Sisterhood -- ko-kai-muhtra
s	Sit (v.) -- kuyau
s	Sit down (v.) -- nukuyau
s	Site (n.) -- shi
s	Site-to-site transporter -- shi-shi-ifisek
s	Sitting room -- kuyau-tvi-shal (TGV), kuyau-tvihal (MGV)
s	Situation -- smehuhk
s	"Six -- sheh|kuh|; sheh-"
s	Six-shooter -- sheh-pohshek
s	"Sixteen -- leh-sheh; leh-sheh-"
s	16mm movie camera -- 16-milimeterik dvuperuv-glayek
s	"Sixteenth -- leh-shehr-, leh-sheh'rak (adj.); leh-sheh'veh (n., sixteenth one); leh-sheh'nuk (n., 1/16)"
s	Sixteenth note -- leh-sheh'nuk-pitoh
s	"Sixth -- shehr-, sheh'rak (adj.); sheh'veh (n.)"
s	"Sixtieth -- sheh-lehr-, sheh-leh'rak (adj.); sheh-leh'veh (n.)"
s	"Sixty -- sheh-leh; sheh-leh-"
s	Size (n.) -- suk'es
s	"Skate -- vritek (n.); vritau (v., general); le-suma-vritau (v., on ice)"
s	Skater -- vritausu
s	Skeletal muscle -- hinek-|teraya-|dvunek (TGV), hinektra-dvunek (MGV)
s	Skeleton -- hinek-teraya (TGV), hinektra (MGV)
s	"Sketch -- lubesan (n.); lubes-tor (v.)"
s	Ski -- izh-hal-wonidohn (n.), izh-hal-tor |k'wonidohnlar| (v.)
s	Ski jump -- izh-hal-spen
s	Ski lodge -- izh-hal-ladzh
s	Ski mask -- samek-geretau-limein
s	Ski pole -- izh-hal-fek
s	Ski slope -- izh-hal-vul
s	Ski trail -- izh-hal-yut
s	Ski trip -- izh-hal-halovaya
s	Skier -- izh-halsu
s	Skill -- renkup'es
s	Skilled -- renkupik
s	Skim (v.) -- meshash-tor
s	"Skin (n.) -- wadi (animal); sawadi (fruit/vegetable)"
s	Skin cancer -- wadi-rasahtra
s	Skip (v., motion) -- kungau-sahr-tor
s	Skirmish (n.) -- pen-puk
s	Skirt (n.) -- gaf-geldau-sai
s	Skull -- grat
s	Sky -- igen
s	Skydiver -- igen-taulsu
s	Skydiving -- igen-taulan
s	Skywriting, Sky-writing -- igen-kitaun
s	Skylight -- ha'gel-razh
s	Skysail -- kaur-mashalo-thalv
s	Skyscraper -- kispekel
s	Slack water -- mashen-shom
s	Slacks (pants) -- marom-malanu
s	Slant -- vul (n.), vul-tor (v.)
s	Slap -- tu'ash-el'rutaya (n.), tu'ash-el'rutau (v.)
s	Slash -- menesh (n.), menesh-tor (v.)
s	"Slat -- ralpidohn (aviation); wonidohn (strip of wood, etc.)"
s	"Slate -- kitau-kov (mineral); kitau-kov-dohn (writing board)"
s	Slaughter (v.) -- krustau
s	Slave (n.) -- kafeh
s	Slave driver -- kafeh-abruneniwausu
s	Slave labor camp -- kafeh-zup-bladzh
s	Slave ship -- kafeh-masu-hali (TGV), kafeh-mashali (TGV)
s	Slave trader, Slaver -- kafeh-ramakursu
s	Slaveholder -- kafeh-ma'su
s	Slavery -- kafehtru
s	Slay -- stau
s	Slayer -- stausu
s	Sled (n.) -- izh-hali
s	Sledgehammer -- ras-mah-vel
s	Sleigh -- izh-aushfa-hali (general term), izh-hors-hali (horse-drawn)
s	Sleigh bell -- kus-vakh t'izh-aushfa-hali
s	Sleigh ride -- faut svi'izh-aushfa-hali
s	Sleep -- yuk (n.), yuk-tor (v.)
s	Sleeping bag -- yuk-sa'haf
s	Sleeping mat -- yuk-pev
s	Sleet (n.) -- le-sumalik sov-masu
s	Sleeve (n.) -- karkru (anc.)
s	Slice -- fnaneshat (n.), fnanesh-tor (v.)
s	Slicer -- fnaneshek
s	"Slide -- zish (n., act of sliding); zishek (n., toy); zish-tor (v.); makh-mesk (microscope)"
s	Slime (n.) -- shuhk
s	Sling (n.) -- ahn-zhel
s	Slip -- trel (n.), trel-tor (v.)
s	Slippage -- trelan'es
s	Slipper (footwear) -- ash'yakhut
s	Slippery -- trelat-, trelatik
s	Slipstream -- trel-pilash
s	Slipstream drive -- trel-pilash-yeturek
s	Sloop -- wuh-lap-mashaloli |k'fa-za-thalvan|
s	Sloop-of-war -- aski wuh-lap-mashaloli |k'fa-za-thalvan|
s	Slope -- vul (n.), vul-tor (v.)
s	Slot (n.) -- blemel
s	Slot machine -- blemel-mish-vel
s	Slow (adj.) -- vohr-, vohris
s	Slower (adj.) -- weh-vohr-, weh-vohris
s	Slowest (adj.) -- dan-vohr-, dan-vohris
s	Sludge -- elm'rel
s	Slur -- mu'uhm (n.), mu'uhm-tor (v.)
s	Small (adj.) -- pi, pi'
s	Smallpox -- veri'oluh |pi'wadi-razh-has|
s	Smart (adj.) -- klon|-|
s	Smarter (adj.) -- weh-klon|-|
s	Smartest (adj.) -- dan-klon|-|
s	Smell (v., detect odor) -- fnish-tor
s	Smile -- limataya (n.), limatau (v.)
s	Smith (n.) -- zhuksu
s	Smithsonite -- sovnol-reh-eshu t'tsau-tukh
s	Smog -- vuzhsek
s	"Smoke -- vuzh (n.); savuzhau (v., give off smoke); esh'vuzhau (v., tobacco)"
s	Smoke detector -- vuzh-patalek
s	Smoke inhalation -- vuzh-vi'le-eshan
s	Smokestack -- vuzh-mev, |vuzh-|woht
s	Smoky (adj.) -- vuzhat-, vuzhatik
s	"Smooth -- gli'ash|-| (adj.); gli'ash-tor (v.)"
s	Smooth muscle -- shati-dvunek
s	Smuggler -- ipramakursu
s	Snake (n.) -- oluhk
s	"Snap (v.) -- gnihsau (bite at); shau (break)"
s	Snare -- elapash (n.), elapash-tor (n.)
s	Sneeze -- uhfuk (n.), uhfuk-tor (v.)
s	Sniper -- irak-pohshausu
s	"Snoop -- pazamasu (n.); pazama-tor (v.)"
s	Snorkel (n.) -- mev-eshaul
s	"Snow -- izh (n.); izhau (v.)"
s	Snow cone -- izh-ikun
s	Snow level -- izh-vok
s	Snowball (n.) -- izh-dukal
s	Snowbound -- izh-pasht
s	Snowdrift -- izh-maraya
s	Snowflake -- izh-wef
s	Snowman -- izhsu
s	Snowmelt -- izh-klimtaya
s	Snowmobile -- su-izh-hali
s	Snowplow, Snow plow, Snowplough -- izh-zahzek
s	Showshoe (n.) -- izh-ash'el
s	Snowstorm -- izh-sahriv
s	Snowy -- izhyan-, izhyanik
s	Snuff (n., tobacco) -- snuhf
s	Snuff box, Snuffbox, Snuff-box -- snuhf-natuhn
s	"So -- dom; ni"
s	So that -- ni'ish
s	Soak (v.) -- svimashau
s	Soap -- pu-tukh
s	Soap box -- pu-tukh-natuhn
s	Soapstone -- mos-kov
s	Soccer -- ash'ya-dukal-torvukh
s	Soccer ball -- ash'ya-dukal
s	Social (adj.) -- shila-, shilaik
s	Social worker -- shila-pi'maat-zupsu
s	Socialism -- shila-dva
s	Socialist -- shila-dvasu
s	Society -- shila'es (general term), shilatra (association/group/guild)
s	Sociologist -- shila-talsu
s	Sociology -- shila-tal
s	"Sock (stocking) -- ash'ai (ancient contraction of ""ash-sai"")"
s	Socket (n.) -- guf
s	Sodium -- alem-tukh
s	Sodium hydroxide -- sov-wuh-eshu t'alem-tukh
s	Sodium nitrate -- sov-reh-eshu t'alem-tukh
s	Sofa -- wu-ku-san
s	Soft (adj.) -- mos|-|
s	"Softball -- mos-dukal (the ball); mos-dukal-torvukh (the sport)"
s	Soften -- mos-tor
s	Softer (adj.) -- weh-mos|-|
s	Softest (adj.) -- dan-mos|-|
s	Software (n.) -- tum-gwan
s	Soil (n.) -- solek
s	Soil horizon -- ragel-zehl t'solek
s	Soil liquefaction -- solek-vimashaya
s	Soil profile -- solek-ek'tin
s	Solar activity -- yel-toran
s	Solar array -- ug'yel-raf-zehlaya
s	Solar climax -- ug'yel-pid-sfek
s	Solar collector -- ug'yel-raf-tershayek
s	Solar constant -- yel-ek'kat
s	Solar eclipse -- ug'yel-ek'duv
s	Solar energy -- ug'yel-tepul
s	Solar flare -- yel-pohshaya
s	Solar panel -- ug'yel-raf-math
s	Solar-powered (adj.) -- ug'yel-tepulal-, ug'yel-tepulalik
s	Solar prominence -- yel-sposhan
s	Solar sail -- yel-salan-thalv
s	Solar system -- yel-pi'maat
s	Solar wind -- yel-salan
s	"Solder -- mos-mokevik falterau-tukh (n.); mos-mokev-falterau (v.)"
s	Soldering iron -- mos-mokev-falterayek
s	Soldier (n.) -- ask'ersu
s	Sole (foot) -- lad
s	Solenoid -- vidvun-fek-pakuv
s	"Solid -- huht-, huhtik (adj.); huht (n.)"
s	Solidarity -- huhtkaunsh'es
s	Solidify -- huhtkau
s	Solid(-propellant) rocket booster (SRB) -- yon-hashek-aborayek t'huht-datau-tukh
s	Solid(-propellant) rocket motor -- yon-hashek-mishu t'huht-datau-tukh
s	Solid-state drive (SSD) -- huht-nosh-yeturek
s	Solitary -- awekat-, awekatik
s	Solitude -- awek'es
s	Solo (n.) -- sa'awek-torperan, sa'awek-hash
s	Soloist -- sa'awek-torpersu
s	Solstice -- yel-be-wak
s	"Solution -- kilkaya (answer); meil-masu (chem.)"
s	Solve -- kilkau
s	Somatic cell -- tsuri-nala
s	Somatic mutation -- tsuri-nala-tselaya
s	Some -- ein|-|
s	Someday -- ein-wak
s	Someone -- ein-veh
s	Somersault (v.) -- abubudau
s	Something -- ein-vel
s	Sometime -- ein-wak
s	Somewhere -- ein-wilat
s	Son -- sa-fu
s	Sonar -- nemasu-patalek
s	Sonar operator -- nemasu-patalek-el'torayek
s	Sonar sweep -- nemasu-patalek-rafnashtaya
s	Song -- rarav
s	Songwriter -- rarav-kitausu
s	Sonic -- ralashik
s	Sonic shower -- ralash-mashulayek
s	Sonic weapon -- ralash-wun
s	Sonobuoy -- markan-nazhuyek
s	Soon -- ak
s	"Soprano -- soprano-, sopranoyik (adj.); soprano (person)"
s	Sorcerer -- sa-ruboch
s	Sorceress -- ko-ruboch
s	Sorcery -- ruboch-tanaf
s	Sore (n.) -- sival
s	Sorghum -- sorguhm (VTW)
s	Sorority -- shi'oren-ko-katravek
s	Sorority house -- kelek t'shi'oren-ko-katravek
s	Sorrow -- tushat
s	Sorrowful -- tushat-bosh
s	Sort (v.) -- wihfelau
s	Soul -- |tvi-|katra
s	Soulmate -- katra-katelalsu
s	"Sound -- ralash (n.); ralau (v.)"
s	Sounding sand -- ralash-mazhiv
s	Soup -- shur
s	"Sour -- sfith|-| (adj.); sfithau (v.)"
s	Source (n.) -- shu-pal (anc.)
s	South -- khu'rak
s	South Africa -- Khu'rak-Ahfrikuh
s	"South African -- khu'rak-ahfrikan-, khu'rak-ahfrikanik (adj.); Khu'rak-Ahfrikasu (person)"
s	South America -- Khu'rak-Uhmerikuh
s	"South American -- khu'rak-uhmerikan-, khu'rak-uhmerikanik (adj.); Khu'rak-Uhmerikasu (person)"
s	Southeast -- khu-she'rak
s	Southern -- khu'rak-, khu'rakik
s	Southern hemisphere -- khu'rak-ulef-ek'kal
s	Southerner -- khu'raksu
s	Southward(s) -- na'khu'rak
s	Southwest -- khu-tev'rak
s	"Space -- ret (room); stukh (cosmos)"
s	Space capsule -- stukh-tvalt
s	Space program -- stukh-hash-tumaya
s	Space shuttle -- stukh-shan-hali
s	Space station -- stukh-laskat
