FRST_LETTER	WORD-V
m	Mesyutik \  - '  -  \ -- opposite (adj.)
m	Mev -- pipe, tube, duct
m	Mihl-tor -- taper (v.)
m	Mihr-, Mihrik -- funny (adj.)
m	Mihrsh \  \ -- fun (n.)
m	Mihrsh-bosh -- fun (adj.)
m	Mihrtra \ '  -  \ -- comedy
m	Mik -- dial (n.)
m	Mik-yal \  - '  \ -- gauge (n.)
m	Mikat'es -- curiosity
m	Mikat-, Mikatik -- curious
m	Min-shara (NGS) -- M-Class (planet), Class-M (planet)
m	Min-tor \  - '  \ -- glow (v.)
m	Min-tukh \ '  -  \ -- neon
m	Mish-tal \ '  -  \ -- engineering
m	Mish-vel \ '  -  \ -- machine
m	Mishek \ '  -  \ -- engineer (n.)
m	Mit-, Mitik -- gentle
m	Miyusau -- assume
m	Miyusaya -- assumption
m	Mlan (anc.) -- a very distant blood relative
m	Mof -- pin (n.)
m	Mog'es -- volume (math., physics)
m	Moh \  \ -- billion
m	Moh'veh -- billionth (n.)
m	Mohk-, Mohkik -- comfortable
m	Mohr-, Moh'rak -- billionth (adj.)
m	Mohrn \ _ \ -- class (n.)
m	Mohrnau -- classify
m	Mohrnaya -- classification
m	Mokev \  - '  \ -- metal (n.)
m	Mokh -- aim (n.)
m	Mokh-tor -- aim (v.)
m	Mokuv \  - '  \ -- ring, metal loop
m	Mol-kur \ '  -  \ -- magenta
m	Molu \  - '  \ -- tone (sound)
m	Mon -- drink (n.)
m	Mon-masu -- drinking water, potable water
m	Mon-masuyek -- drinking fountain
m	Mon-tor -- drink (v.)
m	Mon-yehat -- drinkable, potable
m	"Mor -- leaf (n.); blade"
m	Mor-vulu -- blade angle
m	Morov \  - '  \ -- combat (anc.)
m	Mos|-| -- soft
m	Mu'gel \  - '  \ -- dark (n.)
m	Mu'gel'es -- darkness
m	Mu'gel-, Mu'gelik -- dark (adj.)
m	Mu'gel-folaya -- dark reaction
m	Mu'gel-rubilaya -- dark adaptation
m	Mu'gel-stukh-wan -- dark nebula
m	Mu'gel-tukh -- dark matter
m	Mu'glau \  - '  \ -- darken
m	Mu'glaya -- darkening (n.)
m	Mu'yar-kur -- dark green
m	Mu'yor \  - '  \ -- night
m	Mu'yor-yem -- supper
m	Muhd \  ,  \ -- club (n.)
m	Muhl \  ,  \ -- healthy, well
m	Muhl'es -- health, wellness
m	Muhl-olau'es -- euphoria
m	Muhl-olauk -- euphoric
m	Muhs \  ,  \ -- vapor
m	Mukau -- pour (v.)
m	Mulut'es -- antagonism
m	Mumau -- rhyme (v.)
m	Mun \  \ -- sauce
m	Mutau -- divert
m	Mutaya -- diversion
m	Muzh \  \ -- pond, waterhole
n	Na -- pole (physics)
n	Na' -- at, to(wards), for (prep.)
n	Na'gal \  - '  \ -- polaron
n	Na'shau -- greet
n	Na'shaya -- greeting
n	Na'shikh (anc.) -- advice, counsel
n	Na-sovau -- evaporate
n	Na-sovau-thonek -- evaporimeter
n	Na-sovaya -- evaporation
n	Na-sovayek -- evaporator
n	Naf -- link (n.)
n	Naf-elakh -- chain (n., TGV)
n	Nafai-tor -- acknowledge
n	Nafek \  - '  \ -- organ (anat.)
n	Nafek-nen -- fundus
n	Naflakh \ '  -  \ -- chain (n., MGV)
n	Naflakh-aberau-vihpan -- chain block
n	Naflakh-halek -- chain wheel
n	Naflakh-spol -- chain pump
n	Naflakh-tvi-shal -- chain locker
n	Naflakh-zheleshek -- chain conveyor
n	Nafu'es -- personality
n	Nafuhlau -- frustrate
n	Nafuhlaya -- frustration
n	Nagau \  - '  \ -- face, confront
n	Naglashau -- recognize
n	Nah-tor -- think
n	Nahp \ ' ,  \ -- thought(s)
n	Nahp-tash-svitan -- cerebrum
n	Nahr \ ' ,  ,  \ (anc.) -- discipline
n	Nahth-tukh -- halogen
n	Nak -- cheek
n	Nakarat -- endeavor (n.)
n	Nakh -- index
n	Nakht \  \-- a cereal grain similar to oats
n	Nakihtilau -- modulate
n	Nakihtilayek -- modulator
n	Nal-tor -- chew (v.)
n	Nala \ '  -  \ -- cell (med., biol.)
n	Nala-, Nalatik -- cellular (adj.)
n	Nala-ashauk -- cytophilic
n	Nala-da-nel -- cell cycle
n	Nala-dahshaya -- cell(ular) division
n	Nala-hasam -- cytotoxin
n	Nala-kaunshaya -- cell(ular) fusion
n	Nala-litra -- cell culture
n	Nala-meil-tal -- cytochemistry (study)
n	Nala-pehkauk -- cytostatic
n	Nala-svitan -- cell(ular) nucleus
n	Nala-tal -- cytology
n	Nala-temok -- cell wall
n	Nala-to'ovaya -- cell(ular) growth
n	Nala-tol-tal -- cytogenetics (study)
n	Nala-wein -- cell(ular) membrane
n	Nalatra -- tissue (med., biol.)
n	Nalatra-nisan -- biopsy (n.)
n	Nalatra-vaferek -- tissue regenerator
n	Naliveh \  - '  - _ \ -- alcohol
n	Nam -- existence, the state of being
n	Nam-tor -- be, exist
n	Namishau -- adjust
n	Namishaya -- adjustment
n	Nan -- threat
n	Nan-tor -- threaten
n	Nantau -- stare (v.)
n	Nar-tor -- accept
n	Narak \  - '  \ -- pole (physics, geog.)
n	Narak'es -- polarity
n	Narat do-toh (NGS) -- child's game of hide & seek
n	Nartau -- embrace (v.)
n	Nas|-| -- sharp
n	Nash-gad \  - '  \ -- today
n	Nashinahru (anc.) -- offensive psionic warrior
n	Nashiv \  - '  \ -- attack (n.)
n	Nashiv-tor -- attack (v.)
n	Natel -- module
n	Nati \  - '  \ -- differ
n	Natuhn \  - '  , - '  \ -- box, carton (n.)
n	Natya|-| -- different
n	Natyan -- difference(s)
n	Nau -- moan (v.)
n	Nau'veh -- ninth (n.)
n	Nau-leh -- ninety
n	Nau-leh'veh -- ninetieth (n.)
n	Nau-lehr-, Nau-leh'rak -- ninetieth (adj.)
n	Nauf -- epoch
n	Nauk -- sprain (n.)
n	Nau|kuh| -- nine
n	Naul -- feud (n.)
n	Naur-, Nau'rak -- ninth (adj.)
n	Nav -- ever
n	Navath-zhit -- comparitive (n., grammar)
n	Navathau -- compare
n	Navathaya -- comparison
n	Navau -- succeed
n	Navun \  - '  \ -- success
n	Navyasik -- anxious
n	Nayik -- avid, eager
n	Nazh|-kap| -- gain (n.) 
n	Nazh-tor -- gain (v.)
n	Ne' (prep.) -- below, beneath, under
n	Ne'rak (adv.) \ '  -  \ -- underneath, beneath
n	Ne-kaluk -- earlobe
n	Ne-kar \ '  -  \ -- forearm
n	Ne-koshtri'es -- ethnicity
n	Ne-koshtri-svitanik -- ethnocentric
n	Ne-koshtri-tal -- ethnology (study)
n	Ne-lan \ '  -  \ -- cadet, trainee
n	Ne-mal \ '  -  \ -- shin
n	Ne-shal -- basement
n	Ne-tuhlek -- belly tank
n	Ned -- dough
n	Nef -- shelf, terrace
n	Nehau \  - '  \ -- decay, rot (v.)
n	Nehg \ _ \ -- belly (n.)
n	Nei -- seed (n.)
n	Neikau -- defeat, vanquish
n	Neis-tor -- deplete, use up
n	Nek -- squad, patrol, scouting party
n	Nekwitaya -- force (n.)
n	Nel-, Nelik -- main (adj.)
n	Nel-dath \  - '  \ -- pattern
n	Nelka \ '  -  \ -- pedestal, display stand
n	Nem-tor -- take (v.)
n	Nemashau -- dehydrate
n	Nemashaya -- dehydration
n	Nemasu-, Nemasuyik -- underwater, undersea, submarine, subsea
n	Nemut \  - '  \ -- enemy
n	Nen -- base, foot, foundation
n	Nen-, Nenik -- basal, basic, fundamental
n	Nen-dukal -- baseball (the ball)
n	Nen-dukal-torvukh -- baseball (the sport)
n	Nen-kas-tukh -- cellulose
n	Nen-kebi -- base unit, fundamental unit
n	Nen-pi'gal -- fundamental particle
n	Nen-shid -- basic form, fundamental form
n	Nen-shif -- base pair
n	Nen-tin -- base level
n	Nen-torektra -- basic system, fundamental system
n	Nen-travek -- base group, fundamental group
n	Nen-vukharat -- base vector
n	Nen-vukhut -- basal body
n	Nen-vulu -- base angle
n	Nen-weltralar -- basal ganglia
n	Nen-zehl -- baseline
n	Nenam-tor -- to be based on
n	Nenem-tor -- deduct
n	Nenikau -- support (v.)
n	Nentu -- frame (n.)
n	Ner-, Nerik -- dependent
n	Nerau \  - '  \ -- depend
n	Nerek|-| \ '  -  \ -- dependable
n	Neruk-, Nerukik -- humble (adj.)
n	Nes -- drop (n., in temperature, etc.)
n	Nesh -- cut (n.)
n	Nesh-kur -- black
n	Nesh-kurau -- blacken
n	Nesh-tor -- cut (v.)
n	Nesh-tukh -- iodine
n	Neshek \ '  -  \ -- cutter (device)
n	Neshuhk \  - '  , - '  \ -- parasite
n	Net -- scab (n.)
n	Netikidau -- reduce
n	Nev-kur -- maroon (color)
n	Nevasa - \  - '  -  \ (anc.) -- a name for the Vulcan system's sun
n	Nezhak \  - '  \ -- chaos
n	Ni -- so, such a
n	Ni-prazh (anc.) -- stoic, displaying no emotion(s)
n	Nifauli|-| -- bizarre (adj.)
n	Niht \  \ -- cousin (general term)
n	Nik'el -- convoy, caravan
n	Nikh (anc.) -- eye (n., obs.)
n	Nis-tor -- test (v.)
n	Nisan -- test (n.)
n	Nisau -- probe, test thoroughly, examine in detail, analyze
n	Nodolaya -- fixation (chem.)
n	Nohv \ _ \ -- meld (n.)
n	"Nok -- concrete (material); b_ton"
n	Nol-tukh -- carbon
n	"Nom (NGS) -- the philosophical concept of ""all"""
n	Nop -- card (n.)
n	Norn-la-hal (NGS) -- status change from child to adult
n	Nosahp -- amount
n	Nosh -- state, condition (n.)
n	Nosh-nisaklar -- diagnostics
n	Nosh-satilau -- diagnose
n	Nosh-satilaya -- diagnosis
n	Nosh-tor -- condition (v.)
n	Noshau -- stand (v., as, for, etc.)
n	Noshek \ '  -  \ -- conditioner (device)
n	Noshtra \ '  -  \ -- trait, characteristic
n	Nu, Nu' -- down
n	Nu'le -- downwards
n	Nu'ri|-| \  - '  \ -- young (adj.)
n	Nu-seshan -- gravity
n	Nu-seshan-svitan -- center of gravity
n	Nu-tor -- lower (v.), drop (v., as in temperature)
n	Nuf -- case, event
n	Nufau -- offer (v.)
n	Nuh' -- too (adv.)
n	Nuhish -- downward pressure
n	Nuhk|-| -- courteous
n	Nuhk'es -- courtesy
n	Nuhs \  ,  \ -- era
n	Nuk|-| -- low (adj.)
n	Nuk-ha'gel-, Nuk-ha'gelik -- dim (adj.)
n	Nuk-khaf-vihish -- low blood pressure
n	Nuk-mashen -- low tide
n	Nuk-tahmoh-, Nuk-tahmohik -- low resolution (adj.)
n	Nuk-vihish -- low pressure (meteor.)
n	Nuk-vikuvtra -- cay, key, low island
n	Nukh -- mode
n	Nukuyau \  -  - '  \ -- sit down
n	Nulau \  - '  \ -- decrease, diminish, suppress
n	Numo -- extremely small, microscopic
n	Numo-zan-vel -- microscope
n	Nunau \  - '  \ -- fit (v.)
n	Nup -- fractal
n	Nuralash -- bass (low frequency sound)
n	Nuralash-aboraya -- bass boost
n	Nuralash-vakav'es -- bass frequency
n	Nus -- parameter
n	Nushau \  - '  \ -- collapse (v.)
n	Nushaya -- collapse (n.)
n	Nut -- drop, lowering
n	Nuv-tor -- flutter (v.)
o	Odon \ '  -  \ -- treasure (n.)
o	Odva \ '  -  \ -- faith
o	Oekon -- God, the Supreme Being
o	Ofereiksu -- the Creator, ie. God
o	Og -- stitch (n.)
o	Og-elakh -- thread
o	Og-lum -- needle
o	Og-tor -- sew, stitch (v.)
o	Ogsu -- seamster, seamstress (general term)
o	Oh-leh -- eighty
o	Oh-leh'veh -- eightieth (n.)
o	Oh-lehr-, Oh-leh'rak -- eightieth (adj.)
o	Oh|kuh| -- eight
o	Ohmor \ ' _ -  \ -- epithet
o	Ohorssu -- knight (Terran)
o	Ok -- cam
o	Ok-fek -- camshaft
o	Okenelsu -- knight (Vulcan)
o	Olau \  - '  \ -- feel (v.)
o	Oluhk -- snake
o	On -- both
o	Ooch (anc.) -- wizard
o	Opilsu \ '  -  -  \ -- chef
o	Opul-, Opulik -- aware (adj.)
o	Oren-tor -- learn
o	Orenau \  -  - '  \ --- study (v.)
o	Orensu \  - '  -  \ -- student, pupil
o	Orenus -- course (of study)
o	Orfikkel \  -  - '   \  (anc.) -- ancestors, forebearers, progenitors
o	Ork -- boom (n.)
o	Orn-tukh -- nickel
o	Orniaga (anc.) -- irritated  (adj.)
o	Os|-| -- old, aged
o	Oshi \ '  -  \ -- shrine
o	Oshu'a (anc.) -- mythological volcano spirit
o	Osos'ehtak -- legend
o	Osos'ehtakan-, Osos'ehtakanik -- legendary
o	"Osu \ '  -  \ -- honored person (can be used for ""sir"" or ""madam"" in context)"
o	"Ot-lan -- captain (army/marines); lieutenant (navy/Starfleet)"
o	Oub -- firmament
o	Oveh \ '  - _ \ -- saint
o	Ovsotu (anc.) -- total (v.)
o	Ovsotuhl -- complete, total (adj.)
o	Ovsu \  - '  \ (anc.) -- total (n.)
o	Ovulau -- bow (v.)
o	Oyut \ '  -  \ -- custom
o	Ozh -- finger (n.)
o	Ozh-dukal -- fist (n.)
o	Ozhika \ '  -  -  \ -- logic
o	Ozhikaik -- logical
p	Pa' -- around (prep.)
p	Pa'ash|-| \  - '  \ -- flat
p	Pa'ash-tor -- flatten
p	Pa'shau -- clear (v.)
p	Pa'tam'al-kelek -- haunted house
p	Pa'tam'au -- haunt (v.)
p	Pa-tukh \ '  -  \ -- gas (oxygen, etc.)
p	Pa-tukh-, Pa-tukhik -- gaseous
p	Pabukh-tor -- forgive
p	Pabukhu -- The Forgiven
p	"Pach-te (NGS) -- ego; strongest of all desires and the root of emotion"
p	Pada-tor -- spin/rotate quickly, turn fast
p	Padukau -- roll (v.)
p	Pafam|-| \  - '  \ -- deficient
p	Pagun \  - '  \ (anc.) -- duel (n.)
p	Pahth -- panic (n.)
p	Pahutau -- agitate
p	Pahz -- lightning
p	Paikau -- fluster (v.)
p	"Pailora (TGV) -- ""pyllora"", counselor, guide"
p	Pak -- loss
p	Pak-tor -- lose
p	"Pakh -- stroke (n.); Vulcan ""hyphen"""
p	Pakhaik -- regular
p	Pakhartau -- regulate
p	Pakik, Pakal-, Pakalik \ '  -  \ -- lost (adj.)
p	Pakuv \  - '  \ -- coil, loop (n.)
p	Pal -- age, era
p	Palesh-tor -- endure
p	Palikau -- begin, commence, start
p	Palutunau -- care for, tend, watch over
p	Pamashok -- dike (n.)
p	Pamutau -- bypass (v.)
p	Panaz \  - '  \  -- fume
p	Panu \ '  -  \ -- world
p	Paribau -- discuss
p	Paribaya -- discussion
p	Pas-, Pasik -- dull, blunt (adj.)
p	Pash-tor -- trap (v.)
p	Pashov \  - '  \ (anc.) -- dolmen
p	Pasu \ '  -  \ -- table
p	Pasutau -- camouflage, disguise (v.)
p	Patal-tor -- detect
p	Patalek -- detector
p	Patalavau -- appraise, evaluate
p	Patalavaya -- appraisal, evaluation
p	Patam \  - '  \ -- head (n.)
p	Patishal-, Patishalik -- popular (adj.)
p	Patorau -- process (v.)
p	Patra \ '  -  \ -- pool (gene, vehicle, etc.)
p	Patuhl-tor -- encase
p	Pau -- corona, halo
p	Pauk -- round
p	Pavek \ '  -  \ -- event
p	Pavesh-tor -- happen, occur
p	Pehkau -- stop (v.)
p	Pekh \  \ -- feces, dung, excrement, manure
p	Pel-tar'uk (anc.) -- a low shrub which produces small, green, edible berries
p	Pelakh \  - '  \ -- filament
p	Pelal \  - '  \ -- robe
p	Pen-, Penik -- short
p	Pen-tor -- shorten, curtail
p	Penal-harr -- bobtail
p	Per-ithop (anc.) -- actor, actress
p	Per-tor -- act (v.)
p	Pes-, Pesik -- firm (adj.)
p	Pev -- mat (anc.)
p	Pi, Pi' -- small, little
p	Pi'dayek -- rotor (n.)
p	Pi'dayek-hashek -- gyrocopter
p	Pi'gal \ '  -  \ -- particle
p	Pi'kahr -- village, hamlet, settlement
p	Pi'lek|-| \  - '  \ -- small, little (rare adj., mostly obs.)
p	Pi'maat \ '  -  \ -- family
p	Pi'mashali -- boat
p	Pi'math \ '  -  \ -- saucer
p	Pi'nafek -- gland (anat.)
p	Pi'sukhlop -- figurine, statuette
p	Pi'tenkan (MGV) -- embryo
p	Pi'wakru \  - '  -  \ -- minute (n., time)
p	Pid|-| -- high
p	Pid-khaf-vihish -- high blood pressure, hypertension
p	Pid-mashen -- high tide
p	Pid-shal|tra| -- highland(s)
p	Pid-tahmoh-, Pid-tahmohik -- high resolution (adj.)
p	Pid-vihish -- high pressure (meteor.)
p	Pidek \ '  -  \ -- height
p	Pidesh \  - '  \ -- exert (anc.)
p	Pidvalu -- hyperbola
p	Pih-saya -- gamma radiation
p	Pih-zehllar -- gamma rays
p	Pihl -- quark
p	"Pihlora \  - '  -  \ (MGV) -- ""pyllora"", counselor, guide"
p	Pil-tor -- prepare food (for eating)
p	Pilash \  - '  \ -- river
p	"Pilsu \ '  -  \ -- food preparer, ""cook"""
p	Pim-tukh -- lithium
p	Pinkau -- earn
p	Pishek \ '  -  \ -- steel
p	Pitoh \ '  -  \ -- note (n.)
p	Piyah|-| -- ripe
p	Pla'dor -- back (n.)
p	Pla'rak -- backward(s)
p	Pla-kur -- blue
p	Pla-tor -- back up, to go in reverse
p	Pla-tukh -- cobalt
p	"Plak-tau (anc.) -- ""plak tow"", Vulcan ""blood fever"""
p	Plan -- backing up, reversal
p	Plat -- spine
p	Plathau -- consummate (v.)
p	Plesh-tor -- crush (v.)
p	Pliflau \  - '  \ -- condemn
p	Plik -- advantage (n.)
p	Plis-tor -- glide (v.)
p	Plisek \ '  -  \ -- glider (aircraft)
p	Plokh -- delusion
p	Plom (anc.) -- vegetable (n.)
p	Plom-bah-ker -- vegetable garden
p	"Plomik \ '  -  \ -- ""plomeek"", vegetable (adj.)"
p	Plomik shur -- plomeek soup, vegetable soup
p	Pluhk -- vomit (n.)
p	Po -- why
p	Po' -- after (prep.)
p	Po-wak -- aftermath
p	Pohl|-| -- several
p	Pohshau \ _ - '  \ -- shoot
p	Pohshayek \ _ - '  -  \ (TGV,LGV) -- firearm, gun
p	Pohshek \ ' _ -  \ (MGV) -- firearm, gun
p	Pok -- ready
p	Pol-tor -- fry (v.)
p	"Pon farr (anc.) -- ""mating time"""
p	"Pon-to-fa (anc.) -- estrus, ""heat"""
p	Pon-tor -- mate (v.)
p	Poprah -- receive
p	Poshaht-, Poshahtik -- eventual
p	Potau \  - '  \ -- keep (v.)
p	Potun-tor -- sustain
p	Praduk \ '  -  \ -- front (meteor.)
p	Prahk'es -- ecstasy
p	Pral -- wave
p	Prash -- mucus
p	Praskul-, Praskulik -- flamboyant
p	Prel -- bliss
p	Prel-bosh -- blissful
p	Pris-tor -- braid (v.)
p	Psal-tukh -- strontium
p	Psau \  \ -- seek
p	Pseth|-| \  \ -- dry
p	Pseth-wak -- drought
p	Pstha \  \ -- search, look for (v.)
p	Psthan -- search, quest (n.)
p	Pstheran \ '  -  \ -- clich_
p	Pthak \  \ -- fear, phobia
p	Pu'a \  - '  \ -- fairy
p	Pu'gal \ '  -  \ -- baryon
p	Pu'olu \  - '  -  \ -- genie
p	Pu'ulidau -- to be marked
p	Pu-tor -- clean (v.)
p	Pudatau -- to be propelled
p	Pudor-tor -- to be honored
p	Pudva-tor -- to be to believed
p	Pudvel-tor -- to be chosen
p	Pufai-tor -- to be known
p	Pufas-tor -- to be cooked
p	Pufulag-tor -- to be lead
p	Puhku -- amber, succinite
p	Puhnk -- crust
p	Puhsh \  ,  \ -- foam, froth, spume (n.)
p	Puk-tor -- fight (v.)
p	Pukilko-tor -- to be answered
p	Pula'tusa -- to be mourned
p	Pulau \  - '  \ -- reach (v.)
p	Pulayau \  -  - '  \ -- to be present
p	Pulu-kur -- lavender (color)
p	Puma \  - '  \ -- to be owned
p	Pumeskarau -- to be held
p	Puna'shau -- to be greeted
p	Punaf-tor -- to be linked
p	Punar-tor -- to be accepted
p	Punekwitau -- to be forced
p	Pupak-tor -- to be lost
p	Pupol-tor -- to be fried
p	Puragtau -- to be introduced
p	Purubai -- to be changed
p	Pusaganau -- to be dispersed
p	Pushau \  - '  \ -- to be broken
p	Puskau-tor -- to be digested
p	Puspusau -- to be launched
p	Pustau \  - '  \ -- to be killed
p	Pusvik-tor -- to be betrayed
p	Putal-tor -- to be found
p	Putan-tor -- to be given
p	Putanovau -- to be equipped
p	Putash-tor -- to be controlled
p	Putaurau -- to be amazed
p	Puterish-tor -- to be combined
p	Putesha -- to be awed
p	Puthakau -- to be focused
p	Puthrap-tor -- to be offended
p	Putrefei -- to be martyred
p	Putumau -- to be programmed
p	Putus-tor -- to be loaded
p	Puv -- swelling
p	Puv-tor -- swell (v.)
p	Puvinem-tor -- to be assimilated
p	Puyem-tor -- to be fed
p	Puyik \ '  -  \ -- clean (adj.)
p	Puzehl-tor -- to be aligned
p	Puzhu-tor -- to be heard
r	Ra -- what
r	Raal \  \ -- a region on Vulcan
r	Rada-tor -- spin (a web, yarn, etc.)
r	Radet \  - '  \ -- bushing (mech.)
r	Raf-, Rafik -- electric(al)
r	Raf-a'rak|-| -- electropositive
r	Raf-ar'kada-, Raf-ar'kadaik -- electronic
r	Raf-ar'kada-dvelek -- electronic switch
r	Raf-ar'kada-ha'wein -- electronic shutter (camera)
r	Raf-ar'kada-kahat -- electronic flash
r	Raf-ar'kada-sakat -- electronic mail (e-mail)
r	Raf-ar'kada-sutauk -- electronics bay
r	Raf-ar'kada-tash -- electronic control
r	Raf-ar'kada-tehnokatlar -- electronic countermeasures (ECM)
r	Raf-ar'kada-tvelkaun -- electronic tuning
r	Raf-ar'kada-vellar -- electronics (equipment)
r	Raf-ar'kada-viralashek -- electronic microphone
r	Raf-ar'kada-yonan -- electronic ignition
r	Raf-dataya -- electric propulsion
r	Raf-dvun-nekwitaya -- electromotive force
r	Raf-dvun-tal -- electrokinetics (study)
r	Raf-elakh -- electric(al) wire
r	Raf-falek-, Raf-falekik -- electrothermal
r	Raf-gasu -- electric flux
r	Raf-glayek -- electric eye
r	Raf-ha'gelek -- electric light
r	Raf-khrasaya -- electrical discharge
r	Raf-kolaya -- electric(al) shock
r	Raf-kus-vakh -- electric bell
r	Raf-meil-tal -- electrochemistry
r	Raf-mish-tal -- electrical engineering
r	Raf-mishu -- electric motor
r	Raf-nala -- electrocyte
r	Raf-natya-thonek -- electrometer
r	Raf-nifau -- electrolyze
r	Raf-nifaya -- electrolysis
r	Raf-seshan-dvelek -- electromagnetic switch
r	Raf-seshan-ferek -- electromagnetic generator
r	Raf-seshan-kebi -- electromagnetic unit
r	Raf-seshan-pral -- electromagnetic wave
r	Raf-seshan-sagaya -- electromagnetic pulse (EMP)
r	Raf-seshan-saya -- electromagnetic radiation
r	Raf-seshan-vel -- electromagnet
r	Raf-seshan-vimevilaya -- electromagnetic induction
r	Raf-seshan-vohrayek -- electromagnetic brake
r	Raf-seshan-vunai -- electromagnetic field (EMF)
r	Raf-slaun -- electroplating
r	Raf-spa'es -- electrical conductivity
r	Raf-tepul -- electrical power, electricity
r	Raf-tepul-sagan -- electrical power distribution
r	Raf-tor-velsu -- electrician
r	Raf-toranu-masu -- electrodynamic fluid
r	Raf-u'rak|-| -- electronegative
r	Raf-yontaya -- electric(al) burn
r	Rafanitra -- bus (electr.)
r	Rafau -- electrify
r	Rafaya -- electrification
r	Rafostau -- electrocute
r	Rafostaya -- electrocution
r	Ragel-tor -- meet (v.)
r	Ragelan -- meeting
r	Ragtau \  - '  \ -- introduce
r	Ragtaya \  - '  -  \ -- introduction
r	Rahm -- thunder
r	"Rai -- no (opposite of ""yes"")"
r	Rak -- position (n.)
r	Rak-tukh -- boron
r	Rakusau -- sting (v.)
r	Ral|-| -- loud
r	Ral'es \ '  -  \ -- volume, loudness
r	Rala -- wing
r	Ralash \  - '  ,  - '  \ -- noise, sound
r	Ralash-bosh -- noisy
r	Ralash-fam -- silent
r	Ralash-tal -- acoustics (study)
r	Ralash-tanaf -- music
r	Ralash-tanafsu -- musician
r	Ram-, Ramik -- classical (adj.)
r	Ran-, Ranik -- nice (adj.)
r	Ran-pleth (anc.) -- revenge
r	Ran-tor -- avenge, take revenge
r	Ranau \  - '  \ -- train (v.)
r	Ranaya \  - '  -  \ -- training
r	Ras|-| -- heavy
r	Ras-tukh -- lead (metal)
r	Rasahkos|-| (anc.) -- bad (adj.)
r	Raskwul -- bash(ing) (n.)
r	Raskwul-tor -- bash (v.)
r	Raspiis -- curse (n.)
r	Rau-nol -- refuge, shelter
r	Rau-tor -- shelter, provide refuge
r	Raul -- tool
r	Ravot \  - '  \ -- insect, bug
r	Razh -- hole, pit
r	Razhen \ '  -  \ -- ulcer (med.)
r	Razhil \  - '  \ -- excavation
r	Razhil-tor -- excavate
r	Redzh-, Redzhik -- mild (adj.)
r	Reh-leh -- thirty
r	Reh-leh'veh -- thirtieth (n.)
r	Reh-lehr-, Reh-leh'rak -- thirtieth (adj.)
r	Rehek \ ' _ -  \ -- trio
r	Reh|kuh| -- three
r	Rehr-, Reh'rak -- third
r	Rekun \  - '  \ -- pyramid (shape)
r	Reldai (anc.) -- female religious leader, ruler or princess
r	Relen (anc.) -- a plant made into a tea
r	Relk -- cupola
r	Relkoh \ '  -  \ -- oath (n.)
r	Renkup'es -- skill
r	Renyut \  - '  \ -- way (skill, type)
r	Reshan \ '  -  \ -- anger, rage (n.)
r	Reshnek -- angry, enraged
r	Ret -- space (room)
r	Ri -- not
r	Ri'el \  - '  \ -- nothing
r	Rifainuk -- unknown (adj.)
r	Rigath|-| \ '  -  \ -- benign
r	Rigishuk -- unexpected (adj.)
r	Rihag-, Rihagik -- difficult, hard, not easy
r	Rihamau -- check, verify
r	Rihansu -- Romulan (person/language)
r	Riherik -- unsuitable
r	Rihk -- edge (n.)
r	Rihpret \ '  -  \ -- cataract (water)
r	Rihtun \ '  -  \ -- virtue
r	Rikerik -- unworthy
r	Rikohs-, Rikohsik -- insane, mad
r	Ril -- nor
r	Rilik -- intermittent
r	Rim -- none
r	Rimon-yehat -- undrinkable, non-potable
r	Rinan'es -- futility
r	Rinan-, Rinanik -- futile
r	Riozhika -- illogic
r	Riozhikaik -- illogical
r	Ripabukhu -- The Unforgiven
r	Ripakhaik -- irregular
r	Ripakhaik'es -- irregularity
r	Rirom|-| \ '  -  \ -- not good (but not necessarily bad) (adj.)
r	Ris -- zero
r	Risanemau -- deprive
r	Rish-tor -- survive
r	Rishan \ '  -  \ -- survival
r	Riskuri|-| -- unconventional
r	Rislau -- contaminate (v.)
r	Rislaya -- contamination
r	Ritsuk|-| \ '  -  \ -- rare, uncommon
r	Ritsuri|-| \ '  -  -  \ -- abnormal, irregular, unusual
r	Rivak \  - '  \ -- course (n.)
r	Riyin \  - '  \ -- negation
r	Ro'fah -- inform
r	Ro'fori \  - '  -  \ (anc.) -- information
r	Ro-kas -- vaccine
r	Ro-kasau -- vaccinate
r	Ro-kasaya -- vaccination
r	Rok -- hope (n.)
r	Rom|-| -- good
r	Rom-lashan -- welcome (n.)
r	Ru'lut \  - '  \ -- mouth
r	Ru'lut-masu -- saliva
r	Rubah \  - ' ' , - '  \ -- change (n.)
r	Rubanau -- change (v.)
r	Rubitau -- alter, modify
r	Rubitaya -- alteration, modification
r	Ruduhk -- decoy (n.)
r	Rufai \  - '  \ -- benefit (n.)
r	Ruhm -- even (adv.)
r	Rukau \  - '  \ -- bounce (v.)
r	Ruken \ '  -  \ -- exit (n.)
r	Run -- dream (n.)
r	Runem-tor -- grab (v.)
r	Runev \ '  -  \  -- spasm (n.)
r	Ruskarau -- grasp (v.)
r	Ruskarayek -- forceps
r	Ryill \  ,  ,  \ (anc.) -- a Vulcan musical instrument
s	"S'harien \  - '  -  -  ,  - '  -  \ (NGS) -- ancient Vulcan combat sword, lit. ""Pierceblood"""
s	S'udish \  - '  \ -- outside
s	Sa'adek \  - '  -  \ -- elevator, lift
s	Sa'akh \  - '  \ (anc.) -- debt
s	Sa'awek (anc.) -- alone
